LGA_NAME16	Year	IndigenousStatus	persons
Holdfast Bay (C)	2011	Both Aboriginal & Torres Strait Islander	3
Holdfast Bay (C)	2011	Non-indigenous	34429
Holdfast Bay (C)	2011	Torres Strait Islander	21
Holdfast Bay (C)	2016	Aboriginal	220
Holdfast Bay (C)	2016	Both Aboriginal & Torres Strait Islander	20
Holdfast Bay (C)	2016	Non-indigenous	35110
Holdfast Bay (C)	2016	Torres Strait Islander	10
Kangaroo Island (DC)	2006	Aboriginal	31
Kangaroo Island (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Kangaroo Island (DC)	2006	Non-indigenous	4224
Kangaroo Island (DC)	2006	Torres Strait Islander	3
Kangaroo Island (DC)	2011	Aboriginal	51
Kangaroo Island (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Kangaroo Island (DC)	2011	Non-indigenous	4365
Kangaroo Island (DC)	2011	Torres Strait Islander	0
Kangaroo Island (DC)	2016	Aboriginal	67
Kangaroo Island (DC)	2016	Both Aboriginal & Torres Strait Islander	3
Kangaroo Island (DC)	2016	Non-indigenous	4632
Kangaroo Island (DC)	2016	Torres Strait Islander	0
Karoonda East Murray (DC)	2006	Aboriginal	11
Karoonda East Murray (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Karoonda East Murray (DC)	2006	Non-indigenous	1152
Karoonda East Murray (DC)	2006	Torres Strait Islander	0
Karoonda East Murray (DC)	2011	Aboriginal	12
Karoonda East Murray (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Karoonda East Murray (DC)	2011	Non-indigenous	1021
Karoonda East Murray (DC)	2011	Torres Strait Islander	0
Karoonda East Murray (DC)	2016	Aboriginal	8
Karoonda East Murray (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Karoonda East Murray (DC)	2016	Non-indigenous	1082
Karoonda East Murray (DC)	2016	Torres Strait Islander	0
Kimba (DC)	2006	Aboriginal	6
Kimba (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Kimba (DC)	2006	Non-indigenous	1105
Kimba (DC)	2006	Torres Strait Islander	3
Kimba (DC)	2011	Aboriginal	6
Kimba (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Kimba (DC)	2011	Non-indigenous	1083
Kimba (DC)	2011	Torres Strait Islander	0
Kimba (DC)	2016	Aboriginal	14
Kimba (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Kimba (DC)	2016	Non-indigenous	1047
Kimba (DC)	2016	Torres Strait Islander	0
Kingston (DC) (SA)	2006	Aboriginal	30
Kingston (DC) (SA)	2006	Both Aboriginal & Torres Strait Islander	0
Kingston (DC) (SA)	2006	Non-indigenous	2297
Kingston (DC) (SA)	2006	Torres Strait Islander	0
Kingston (DC) (SA)	2011	Aboriginal	31
Kingston (DC) (SA)	2011	Both Aboriginal & Torres Strait Islander	4
Kingston (DC) (SA)	2011	Non-indigenous	2242
Kingston (DC) (SA)	2011	Torres Strait Islander	3
Kingston (DC) (SA)	2016	Aboriginal	45
Kingston (DC) (SA)	2016	Both Aboriginal & Torres Strait Islander	8
Kingston (DC) (SA)	2016	Non-indigenous	2296
Kingston (DC) (SA)	2016	Torres Strait Islander	0
Light (RegC)	2006	Aboriginal	83
Light (RegC)	2006	Both Aboriginal & Torres Strait Islander	0
Light (RegC)	2006	Non-indigenous	12269
Light (RegC)	2006	Torres Strait Islander	10
Light (RegC)	2011	Aboriginal	105
Light (RegC)	2011	Both Aboriginal & Torres Strait Islander	0
Light (RegC)	2011	Non-indigenous	13659
Light (RegC)	2011	Torres Strait Islander	19
Light (RegC)	2016	Aboriginal	142
Light (RegC)	2016	Both Aboriginal & Torres Strait Islander	0
Light (RegC)	2016	Non-indigenous	14583
Light (RegC)	2016	Torres Strait Islander	11
Lower Eyre Peninsula (DC)	2006	Aboriginal	105
Lower Eyre Peninsula (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Lower Eyre Peninsula (DC)	2006	Non-indigenous	4299
Lower Eyre Peninsula (DC)	2006	Torres Strait Islander	0
Lower Eyre Peninsula (DC)	2011	Aboriginal	143
Lower Eyre Peninsula (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Lower Eyre Peninsula (DC)	2011	Non-indigenous	4773
Lower Eyre Peninsula (DC)	2011	Torres Strait Islander	0
Lower Eyre Peninsula (DC)	2016	Aboriginal	173
Lower Eyre Peninsula (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Lower Eyre Peninsula (DC)	2016	Non-indigenous	5337
Lower Eyre Peninsula (DC)	2016	Torres Strait Islander	0
Loxton Waikerie (DC)	2006	Aboriginal	200
Loxton Waikerie (DC)	2006	Both Aboriginal & Torres Strait Islander	6
Loxton Waikerie (DC)	2006	Non-indigenous	11390
Loxton Waikerie (DC)	2006	Torres Strait Islander	11
Loxton Waikerie (DC)	2011	Aboriginal	214
Loxton Waikerie (DC)	2011	Both Aboriginal & Torres Strait Islander	11
Loxton Waikerie (DC)	2011	Non-indigenous	11054
Loxton Waikerie (DC)	2011	Torres Strait Islander	9
Loxton Waikerie (DC)	2016	Aboriginal	250
Loxton Waikerie (DC)	2016	Both Aboriginal & Torres Strait Islander	5
Loxton Waikerie (DC)	2016	Non-indigenous	11220
Loxton Waikerie (DC)	2016	Torres Strait Islander	12
Mallala (DC)	2006	Aboriginal	114
Mallala (DC)	2006	Both Aboriginal & Torres Strait Islander	3
Mallala (DC)	2006	Non-indigenous	7781
Mallala (DC)	2006	Torres Strait Islander	6
Mallala (DC)	2011	Aboriginal	158
Mallala (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Mallala (DC)	2011	Non-indigenous	8174
Mallala (DC)	2011	Torres Strait Islander	11
Mallala (DC)	2016	Aboriginal	210
Mallala (DC)	2016	Both Aboriginal & Torres Strait Islander	3
Mallala (DC)	2016	Non-indigenous	8571
Mallala (DC)	2016	Torres Strait Islander	17
Maralinga Tjarutja (AC)	2006	Aboriginal	100
Maralinga Tjarutja (AC)	2006	Both Aboriginal & Torres Strait Islander	0
Maralinga Tjarutja (AC)	2006	Non-indigenous	5
Maralinga Tjarutja (AC)	2006	Torres Strait Islander	0
Maralinga Tjarutja (AC)	2011	Aboriginal	61
Maralinga Tjarutja (AC)	2011	Both Aboriginal & Torres Strait Islander	0
Maralinga Tjarutja (AC)	2011	Non-indigenous	12
Maralinga Tjarutja (AC)	2011	Torres Strait Islander	0
Maralinga Tjarutja (AC)	2016	Aboriginal	47
Maralinga Tjarutja (AC)	2016	Both Aboriginal & Torres Strait Islander	0
Maralinga Tjarutja (AC)	2016	Non-indigenous	12
Maralinga Tjarutja (AC)	2016	Torres Strait Islander	0
Marion (C)	2006	Aboriginal	594
Marion (C)	2006	Both Aboriginal & Torres Strait Islander	11
Marion (C)	2006	Non-indigenous	78044
Marion (C)	2006	Torres Strait Islander	54
Marion (C)	2011	Aboriginal	810
Marion (C)	2011	Both Aboriginal & Torres Strait Islander	20
Marion (C)	2011	Non-indigenous	82118
Marion (C)	2011	Torres Strait Islander	43
Marion (C)	2016	Aboriginal	949
Marion (C)	2016	Both Aboriginal & Torres Strait Islander	27
Marion (C)	2016	Non-indigenous	87591
Marion (C)	2016	Torres Strait Islander	51
Mid Murray (DC)	2006	Aboriginal	125
Mid Murray (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Mid Murray (DC)	2006	Non-indigenous	7911
Mid Murray (DC)	2006	Torres Strait Islander	3
Mid Murray (DC)	2011	Aboriginal	149
Mid Murray (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Mid Murray (DC)	2011	Non-indigenous	7984
Mid Murray (DC)	2011	Torres Strait Islander	3
Mid Murray (DC)	2016	Aboriginal	200
Mid Murray (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Mid Murray (DC)	2016	Non-indigenous	8438
Mid Murray (DC)	2016	Torres Strait Islander	4
Mitcham (C)	2006	Aboriginal	226
Mitcham (C)	2006	Both Aboriginal & Torres Strait Islander	7
Mitcham (C)	2006	Non-indigenous	61597
Mitcham (C)	2006	Torres Strait Islander	19
Mitcham (C)	2011	Aboriginal	282
Mitcham (C)	2011	Both Aboriginal & Torres Strait Islander	4
Mitcham (C)	2011	Non-indigenous	62587
Mitcham (C)	2011	Torres Strait Islander	26
Mitcham (C)	2016	Aboriginal	329
Mitcham (C)	2016	Both Aboriginal & Torres Strait Islander	7
Mitcham (C)	2016	Non-indigenous	64449
Mitcham (C)	2016	Torres Strait Islander	20
Mount Barker (DC)	2006	Aboriginal	186
Mount Barker (DC)	2006	Both Aboriginal & Torres Strait Islander	6
Mount Barker (DC)	2006	Non-indigenous	26224
Mount Barker (DC)	2006	Torres Strait Islander	19
Mount Barker (DC)	2011	Aboriginal	225
Mount Barker (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Mount Barker (DC)	2011	Non-indigenous	29526
Mount Barker (DC)	2011	Torres Strait Islander	12
Mount Barker (DC)	2016	Aboriginal	337
Mount Barker (DC)	2016	Both Aboriginal & Torres Strait Islander	10
Mount Barker (DC)	2016	Non-indigenous	33033
Mount Barker (DC)	2016	Torres Strait Islander	17
Mount Gambier (C)	2006	Aboriginal	341
Mount Gambier (C)	2006	Both Aboriginal & Torres Strait Islander	7
Mount Gambier (C)	2006	Non-indigenous	23717
Mount Gambier (C)	2006	Torres Strait Islander	22
Mount Gambier (C)	2011	Aboriginal	524
Mount Gambier (C)	2011	Both Aboriginal & Torres Strait Islander	26
Mount Gambier (C)	2011	Non-indigenous	24676
Mount Gambier (C)	2011	Torres Strait Islander	23
Mount Gambier (C)	2016	Aboriginal	554
Mount Gambier (C)	2016	Both Aboriginal & Torres Strait Islander	11
Mount Gambier (C)	2016	Non-indigenous	25691
Mount Gambier (C)	2016	Torres Strait Islander	20
Mount Remarkable (DC)	2006	Aboriginal	57
Mount Remarkable (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Mount Remarkable (DC)	2006	Non-indigenous	2786
Mount Remarkable (DC)	2006	Torres Strait Islander	0
Mount Remarkable (DC)	2011	Aboriginal	88
Mount Remarkable (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Mount Remarkable (DC)	2011	Non-indigenous	2783
Mount Remarkable (DC)	2011	Torres Strait Islander	3
Mount Remarkable (DC)	2016	Aboriginal	88
Mount Remarkable (DC)	2016	Both Aboriginal & Torres Strait Islander	3
Mount Remarkable (DC)	2016	Non-indigenous	2773
Mount Remarkable (DC)	2016	Torres Strait Islander	0
Murray Bridge (RC)	2006	Aboriginal	728
Murray Bridge (RC)	2006	Both Aboriginal & Torres Strait Islander	9
Murray Bridge (RC)	2006	Non-indigenous	16928
Murray Bridge (RC)	2006	Torres Strait Islander	13
Murray Bridge (RC)	2011	Aboriginal	951
Murray Bridge (RC)	2011	Both Aboriginal & Torres Strait Islander	15
Murray Bridge (RC)	2011	Non-indigenous	18764
Murray Bridge (RC)	2011	Torres Strait Islander	12
Murray Bridge (RC)	2016	Aboriginal	945
Murray Bridge (RC)	2016	Both Aboriginal & Torres Strait Islander	4
Murray Bridge (RC)	2016	Non-indigenous	19896
Murray Bridge (RC)	2016	Torres Strait Islander	13
Naracoorte and Lucindale (DC)	2006	Aboriginal	85
Naracoorte and Lucindale (DC)	2006	Both Aboriginal & Torres Strait Islander	3
Naracoorte and Lucindale (DC)	2006	Non-indigenous	7989
Naracoorte and Lucindale (DC)	2006	Torres Strait Islander	5
Naracoorte and Lucindale (DC)	2011	Aboriginal	111
Naracoorte and Lucindale (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Naracoorte and Lucindale (DC)	2011	Non-indigenous	7990
Naracoorte and Lucindale (DC)	2011	Torres Strait Islander	11
Naracoorte and Lucindale (DC)	2016	Aboriginal	121
Naracoorte and Lucindale (DC)	2016	Both Aboriginal & Torres Strait Islander	3
Naracoorte and Lucindale (DC)	2016	Non-indigenous	8162
Naracoorte and Lucindale (DC)	2016	Torres Strait Islander	5
Northern Areas (DC)	2006	Aboriginal	50
Northern Areas (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2006	Non-indigenous	4596
Northern Areas (DC)	2006	Torres Strait Islander	3
Northern Areas (DC)	2011	Aboriginal	63
Northern Areas (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2011	Non-indigenous	4439
Northern Areas (DC)	2011	Torres Strait Islander	3
Northern Areas (DC)	2016	Aboriginal	72
Northern Areas (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2016	Non-indigenous	4452
Northern Areas (DC)	2016	Torres Strait Islander	0
Norwood Payneham St Peters (C)	2006	Aboriginal	104
Norwood Payneham St Peters (C)	2006	Both Aboriginal & Torres Strait Islander	14
Norwood Payneham St Peters (C)	2006	Non-indigenous	33584
Norwood Payneham St Peters (C)	2006	Torres Strait Islander	27
Norwood Payneham St Peters (C)	2011	Aboriginal	151
Norwood Payneham St Peters (C)	2011	Both Aboriginal & Torres Strait Islander	13
Norwood Payneham St Peters (C)	2011	Non-indigenous	34712
Norwood Payneham St Peters (C)	2011	Torres Strait Islander	11
Norwood Payneham St Peters (C)	2016	Aboriginal	196
Norwood Payneham St Peters (C)	2016	Both Aboriginal & Torres Strait Islander	13
Norwood Payneham St Peters (C)	2016	Non-indigenous	35136
Norwood Payneham St Peters (C)	2016	Torres Strait Islander	17
Onkaparinga (C)	2006	Aboriginal	1498
Onkaparinga (C)	2006	Both Aboriginal & Torres Strait Islander	37
Onkaparinga (C)	2006	Non-indigenous	148113
Onkaparinga (C)	2006	Torres Strait Islander	85
Onkaparinga (C)	2011	Aboriginal	1942
Onkaparinga (C)	2011	Both Aboriginal & Torres Strait Islander	56
Onkaparinga (C)	2011	Non-indigenous	157471
Onkaparinga (C)	2011	Torres Strait Islander	106
Onkaparinga (C)	2016	Aboriginal	2435
Onkaparinga (C)	2016	Both Aboriginal & Torres Strait Islander	68
Onkaparinga (C)	2016	Non-indigenous	164182
Onkaparinga (C)	2016	Torres Strait Islander	81
Orroroo/Carrieton (DC)	2006	Aboriginal	4
Orroroo/Carrieton (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Orroroo/Carrieton (DC)	2006	Non-indigenous	932
Orroroo/Carrieton (DC)	2006	Torres Strait Islander	0
Orroroo/Carrieton (DC)	2011	Aboriginal	13
Orroroo/Carrieton (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Orroroo/Carrieton (DC)	2011	Non-indigenous	851
Orroroo/Carrieton (DC)	2011	Torres Strait Islander	6
Orroroo/Carrieton (DC)	2016	Aboriginal	10
Orroroo/Carrieton (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Orroroo/Carrieton (DC)	2016	Non-indigenous	881
Orroroo/Carrieton (DC)	2016	Torres Strait Islander	4
Peterborough (DC)	2006	Aboriginal	53
Peterborough (DC)	2006	Both Aboriginal & Torres Strait Islander	5
Peterborough (DC)	2006	Non-indigenous	1840
Peterborough (DC)	2006	Torres Strait Islander	6
Peterborough (DC)	2011	Aboriginal	73
Peterborough (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Peterborough (DC)	2011	Non-indigenous	1644
Peterborough (DC)	2011	Torres Strait Islander	11
Peterborough (DC)	2016	Aboriginal	86
Peterborough (DC)	2016	Both Aboriginal & Torres Strait Islander	13
Peterborough (DC)	2016	Non-indigenous	1575
Peterborough (DC)	2016	Torres Strait Islander	4
Playford (C)	2006	Aboriginal	1731
Playford (C)	2006	Both Aboriginal & Torres Strait Islander	20
Playford (C)	2006	Non-indigenous	68182
Playford (C)	2006	Torres Strait Islander	80
Playford (C)	2011	Aboriginal	2231
Playford (C)	2011	Both Aboriginal & Torres Strait Islander	44
Playford (C)	2011	Non-indigenous	76760
Playford (C)	2011	Torres Strait Islander	83
Playford (C)	2016	Aboriginal	2938
Playford (C)	2016	Both Aboriginal & Torres Strait Islander	70
Playford (C)	2016	Non-indigenous	86280
Playford (C)	2016	Torres Strait Islander	84
Port Adelaide Enfield (C)	2006	Aboriginal	2149
Port Adelaide Enfield (C)	2006	Both Aboriginal & Torres Strait Islander	34
Port Adelaide Enfield (C)	2006	Non-indigenous	100672
Port Adelaide Enfield (C)	2006	Torres Strait Islander	74
Port Adelaide Enfield (C)	2011	Aboriginal	2572
Port Adelaide Enfield (C)	2011	Both Aboriginal & Torres Strait Islander	48
Port Adelaide Enfield (C)	2011	Non-indigenous	110096
Port Adelaide Enfield (C)	2011	Torres Strait Islander	100
Port Adelaide Enfield (C)	2016	Aboriginal	2686
Port Adelaide Enfield (C)	2016	Both Aboriginal & Torres Strait Islander	64
Port Adelaide Enfield (C)	2016	Non-indigenous	118422
Port Adelaide Enfield (C)	2016	Torres Strait Islander	58
Port Augusta (C)	2006	Aboriginal	2258
Port Augusta (C)	2006	Both Aboriginal & Torres Strait Islander	32
Port Augusta (C)	2006	Non-indigenous	11569
Port Augusta (C)	2006	Torres Strait Islander	16
Port Augusta (C)	2011	Aboriginal	2317
Port Augusta (C)	2011	Both Aboriginal & Torres Strait Islander	29
Port Augusta (C)	2011	Non-indigenous	11622
Port Augusta (C)	2011	Torres Strait Islander	18
Port Augusta (C)	2016	Aboriginal	2465
Port Augusta (C)	2016	Both Aboriginal & Torres Strait Islander	32
Port Augusta (C)	2016	Non-indigenous	11292
Port Augusta (C)	2016	Torres Strait Islander	19
Port Lincoln (C)	2006	Aboriginal	687
Port Lincoln (C)	2006	Both Aboriginal & Torres Strait Islander	0
Port Lincoln (C)	2006	Non-indigenous	12906
Port Lincoln (C)	2006	Torres Strait Islander	11
Port Lincoln (C)	2011	Aboriginal	772
Port Lincoln (C)	2011	Both Aboriginal & Torres Strait Islander	3
Port Lincoln (C)	2011	Non-indigenous	13300
Port Lincoln (C)	2011	Torres Strait Islander	11
Port Lincoln (C)	2016	Aboriginal	698
Port Lincoln (C)	2016	Both Aboriginal & Torres Strait Islander	5
Port Lincoln (C)	2016	Non-indigenous	13348
Port Lincoln (C)	2016	Torres Strait Islander	13
Port Pirie City and Dists (M)	2006	Aboriginal	369
Port Pirie City and Dists (M)	2006	Both Aboriginal & Torres Strait Islander	3
Port Pirie City and Dists (M)	2006	Non-indigenous	16745
Port Pirie City and Dists (M)	2006	Torres Strait Islander	22
Port Pirie City and Dists (M)	2011	Aboriginal	469
Port Pirie City and Dists (M)	2011	Both Aboriginal & Torres Strait Islander	15
Port Pirie City and Dists (M)	2011	Non-indigenous	16827
Port Pirie City and Dists (M)	2011	Torres Strait Islander	21
Port Pirie City and Dists (M)	2016	Aboriginal	609
Port Pirie City and Dists (M)	2016	Both Aboriginal & Torres Strait Islander	5
Port Pirie City and Dists (M)	2016	Non-indigenous	16735
Port Pirie City and Dists (M)	2016	Torres Strait Islander	15
Prospect (C)	2006	Aboriginal	165
Prospect (C)	2006	Both Aboriginal & Torres Strait Islander	4
Prospect (C)	2006	Non-indigenous	19116
Prospect (C)	2006	Torres Strait Islander	8
Prospect (C)	2011	Aboriginal	154
Prospect (C)	2011	Both Aboriginal & Torres Strait Islander	0
Prospect (C)	2011	Non-indigenous	19797
Prospect (C)	2011	Torres Strait Islander	4
Prospect (C)	2016	Aboriginal	159
Prospect (C)	2016	Both Aboriginal & Torres Strait Islander	3
Prospect (C)	2016	Non-indigenous	20359
Prospect (C)	2016	Torres Strait Islander	6
Renmark Paringa (DC)	2006	Aboriginal	187
Renmark Paringa (DC)	2006	Both Aboriginal & Torres Strait Islander	4
Renmark Paringa (DC)	2006	Non-indigenous	9252
Renmark Paringa (DC)	2006	Torres Strait Islander	9
Renmark Paringa (DC)	2011	Aboriginal	161
Renmark Paringa (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Renmark Paringa (DC)	2011	Non-indigenous	9083
Renmark Paringa (DC)	2011	Torres Strait Islander	0
Renmark Paringa (DC)	2016	Aboriginal	243
Renmark Paringa (DC)	2016	Both Aboriginal & Torres Strait Islander	5
Renmark Paringa (DC)	2016	Non-indigenous	9227
Renmark Paringa (DC)	2016	Torres Strait Islander	0
Robe (DC)	2006	Aboriginal	11
Robe (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2006	Non-indigenous	1688
Robe (DC)	2006	Torres Strait Islander	3
Robe (DC)	2011	Aboriginal	14
Robe (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2011	Non-indigenous	1381
Robe (DC)	2011	Torres Strait Islander	3
Robe (DC)	2016	Aboriginal	12
Robe (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2016	Non-indigenous	1366
Robe (DC)	2016	Torres Strait Islander	0
Roxby Downs (M)	2006	Aboriginal	62
Roxby Downs (M)	2006	Both Aboriginal & Torres Strait Islander	0
Roxby Downs (M)	2006	Non-indigenous	3991
Roxby Downs (M)	2006	Torres Strait Islander	3
Roxby Downs (M)	2011	Aboriginal	71
Roxby Downs (M)	2011	Both Aboriginal & Torres Strait Islander	0
Roxby Downs (M)	2011	Non-indigenous	4626
Roxby Downs (M)	2011	Torres Strait Islander	5
Roxby Downs (M)	2016	Aboriginal	115
Roxby Downs (M)	2016	Both Aboriginal & Torres Strait Islander	4
Roxby Downs (M)	2016	Non-indigenous	3765
Roxby Downs (M)	2016	Torres Strait Islander	0
Salisbury (C)	2006	Aboriginal	1935
Salisbury (C)	2006	Both Aboriginal & Torres Strait Islander	26
Salisbury (C)	2006	Non-indigenous	116380
Salisbury (C)	2006	Torres Strait Islander	83
Salisbury (C)	2011	Aboriginal	2310
Salisbury (C)	2011	Both Aboriginal & Torres Strait Islander	42
Salisbury (C)	2011	Non-indigenous	126672
Salisbury (C)	2011	Torres Strait Islander	84
Salisbury (C)	2016	Aboriginal	2613
Salisbury (C)	2016	Both Aboriginal & Torres Strait Islander	48
Salisbury (C)	2016	Non-indigenous	135231
Salisbury (C)	2016	Torres Strait Islander	87
Southern Mallee (DC)	2006	Aboriginal	15
Southern Mallee (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Southern Mallee (DC)	2006	Non-indigenous	2123
Southern Mallee (DC)	2006	Torres Strait Islander	0
Southern Mallee (DC)	2011	Aboriginal	30
Southern Mallee (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Southern Mallee (DC)	2011	Non-indigenous	2068
Southern Mallee (DC)	2011	Torres Strait Islander	3
Southern Mallee (DC)	2016	Aboriginal	44
Southern Mallee (DC)	2016	Both Aboriginal & Torres Strait Islander	0
