LGA_NAME16	Year	Age	persons
Canada Bay (A)	2011	75-84	3673
Canada Bay (A)	2011	85+	1505
Canada Bay (A)	2016	0-4	5463
Canada Bay (A)	2016	5-14	8822
Canada Bay (A)	2016	15-19	4009
Canada Bay (A)	2016	20-24	6281
Canada Bay (A)	2016	25-34	16685
Canada Bay (A)	2016	35-44	13340
Canada Bay (A)	2016	45-54	11236
Canada Bay (A)	2016	55-64	9267
Canada Bay (A)	2016	65-74	6867
Canada Bay (A)	2016	75-84	4023
Canada Bay (A)	2016	85+	2020
Canterbury-Bankstown (A)	2006	0-4	22161
Canterbury-Bankstown (A)	2006	5-14	41630
Canterbury-Bankstown (A)	2006	15-19	19968
Canterbury-Bankstown (A)	2006	20-24	20641
Canterbury-Bankstown (A)	2006	25-34	42437
Canterbury-Bankstown (A)	2006	35-44	44012
Canterbury-Bankstown (A)	2006	45-54	39062
Canterbury-Bankstown (A)	2006	55-64	29208
Canterbury-Bankstown (A)	2006	65-74	20661
Canterbury-Bankstown (A)	2006	75-84	16039
Canterbury-Bankstown (A)	2006	85+	4630
Canterbury-Bankstown (A)	2011	0-4	24229
Canterbury-Bankstown (A)	2011	5-14	42773
Canterbury-Bankstown (A)	2011	15-19	21031
Canterbury-Bankstown (A)	2011	20-24	21684
Canterbury-Bankstown (A)	2011	25-34	46620
Canterbury-Bankstown (A)	2011	35-44	44680
Canterbury-Bankstown (A)	2011	45-54	42345
Canterbury-Bankstown (A)	2011	55-64	32890
Canterbury-Bankstown (A)	2011	65-74	21768
Canterbury-Bankstown (A)	2011	75-84	15637
Canterbury-Bankstown (A)	2011	85+	6153
Canterbury-Bankstown (A)	2016	0-4	24976
Canterbury-Bankstown (A)	2016	5-14	46061
Canterbury-Bankstown (A)	2016	15-19	21865
Canterbury-Bankstown (A)	2016	20-24	24494
Canterbury-Bankstown (A)	2016	25-34	53063
Canterbury-Bankstown (A)	2016	35-44	46854
Canterbury-Bankstown (A)	2016	45-54	43804
Canterbury-Bankstown (A)	2016	55-64	36941
Canterbury-Bankstown (A)	2016	65-74	24897
Canterbury-Bankstown (A)	2016	75-84	15862
Canterbury-Bankstown (A)	2016	85+	7487
Carrathool (A)	2006	0-4	185
Carrathool (A)	2006	5-14	440
Carrathool (A)	2006	15-19	179
Carrathool (A)	2006	20-24	145
Carrathool (A)	2006	25-34	318
Carrathool (A)	2006	35-44	439
Carrathool (A)	2006	45-54	407
Carrathool (A)	2006	55-64	286
Carrathool (A)	2006	65-74	259
Carrathool (A)	2006	75-84	136
Carrathool (A)	2006	85+	33
Carrathool (A)	2011	0-4	174
Carrathool (A)	2011	5-14	378
Carrathool (A)	2011	15-19	132
Carrathool (A)	2011	20-24	132
Carrathool (A)	2011	25-34	286
Carrathool (A)	2011	35-44	351
Carrathool (A)	2011	45-54	427
Carrathool (A)	2011	55-64	312
Carrathool (A)	2011	65-74	230
Carrathool (A)	2011	75-84	131
Carrathool (A)	2011	85+	36
Carrathool (A)	2016	0-4	186
Carrathool (A)	2016	5-14	351
Carrathool (A)	2016	15-19	156
Carrathool (A)	2016	20-24	155
Carrathool (A)	2016	25-34	362
Carrathool (A)	2016	35-44	328
Carrathool (A)	2016	45-54	397
Carrathool (A)	2016	55-64	382
Carrathool (A)	2016	65-74	204
Carrathool (A)	2016	75-84	135
Carrathool (A)	2016	85+	60
Central Coast (C) (NSW)	2006	0-4	18500
Central Coast (C) (NSW)	2006	5-14	42379
Central Coast (C) (NSW)	2006	15-19	20303
Central Coast (C) (NSW)	2006	20-24	15730
Central Coast (C) (NSW)	2006	25-34	31800
Central Coast (C) (NSW)	2006	35-44	40654
Central Coast (C) (NSW)	2006	45-54	40629
Central Coast (C) (NSW)	2006	55-64	33636
Central Coast (C) (NSW)	2006	65-74	25996
Central Coast (C) (NSW)	2006	75-84	21189
Central Coast (C) (NSW)	2006	85+	7132
Central Coast (C) (NSW)	2011	0-4	19776
Central Coast (C) (NSW)	2011	5-14	40927
Central Coast (C) (NSW)	2011	15-19	21071
Central Coast (C) (NSW)	2011	20-24	17180
Central Coast (C) (NSW)	2011	25-34	32339
Central Coast (C) (NSW)	2011	35-44	40353
Central Coast (C) (NSW)	2011	45-54	42856
Central Coast (C) (NSW)	2011	55-64	38396
Central Coast (C) (NSW)	2011	65-74	29809
Central Coast (C) (NSW)	2011	75-84	20516
Central Coast (C) (NSW)	2011	85+	8966
Central Coast (C) (NSW)	2016	0-4	19181
Central Coast (C) (NSW)	2016	5-14	41245
Central Coast (C) (NSW)	2016	15-19	19930
Central Coast (C) (NSW)	2016	20-24	18174
Central Coast (C) (NSW)	2016	25-34	35278
Central Coast (C) (NSW)	2016	35-44	39376
Central Coast (C) (NSW)	2016	45-54	43630
Central Coast (C) (NSW)	2016	55-64	42364
Central Coast (C) (NSW)	2016	65-74	36591
Central Coast (C) (NSW)	2016	75-84	21691
Central Coast (C) (NSW)	2016	85+	10278
Central Darling (A)	2006	0-4	129
Central Darling (A)	2006	5-14	262
Central Darling (A)	2006	15-19	121
Central Darling (A)	2006	20-24	110
Central Darling (A)	2006	25-34	232
Central Darling (A)	2006	35-44	278
Central Darling (A)	2006	45-54	301
Central Darling (A)	2006	55-64	281
Central Darling (A)	2006	65-74	140
Central Darling (A)	2006	75-84	59
Central Darling (A)	2006	85+	15
Central Darling (A)	2011	0-4	128
Central Darling (A)	2011	5-14	284
Central Darling (A)	2011	15-19	122
Central Darling (A)	2011	20-24	117
Central Darling (A)	2011	25-34	248
Central Darling (A)	2011	35-44	261
Central Darling (A)	2011	45-54	281
Central Darling (A)	2011	55-64	287
Central Darling (A)	2011	65-74	188
Central Darling (A)	2011	75-84	65
Central Darling (A)	2011	85+	11
Central Darling (A)	2016	0-4	136
Central Darling (A)	2016	5-14	211
Central Darling (A)	2016	15-19	123
Central Darling (A)	2016	20-24	108
Central Darling (A)	2016	25-34	249
Central Darling (A)	2016	35-44	201
Central Darling (A)	2016	45-54	249
Central Darling (A)	2016	55-64	268
Central Darling (A)	2016	65-74	197
Central Darling (A)	2016	75-84	73
Central Darling (A)	2016	85+	23
Cessnock (C)	2006	0-4	3035
Cessnock (C)	2006	5-14	7012
Cessnock (C)	2006	15-19	3243
Cessnock (C)	2006	20-24	2638
Cessnock (C)	2006	25-34	5551
Cessnock (C)	2006	35-44	6272
Cessnock (C)	2006	45-54	6611
Cessnock (C)	2006	55-64	5577
Cessnock (C)	2006	65-74	3251
Cessnock (C)	2006	75-84	2301
Cessnock (C)	2006	85+	725
Cessnock (C)	2011	0-4	3801
Cessnock (C)	2011	5-14	7060
Cessnock (C)	2011	15-19	3417
Cessnock (C)	2011	20-24	3103
Cessnock (C)	2011	25-34	6269
Cessnock (C)	2011	35-44	6700
Cessnock (C)	2011	45-54	6764
Cessnock (C)	2011	55-64	6568
Cessnock (C)	2011	65-74	3968
Cessnock (C)	2011	75-84	2325
Cessnock (C)	2011	85+	863
Cessnock (C)	2016	0-4	3792
Cessnock (C)	2016	5-14	7587
Cessnock (C)	2016	15-19	3454
Cessnock (C)	2016	20-24	3443
Cessnock (C)	2016	25-34	7149
Cessnock (C)	2016	35-44	6867
Cessnock (C)	2016	45-54	6988
Cessnock (C)	2016	55-64	7177
Cessnock (C)	2016	65-74	5519
Cessnock (C)	2016	75-84	2538
Cessnock (C)	2016	85+	1052
Clarence Valley (A)	2006	0-4	2581
Clarence Valley (A)	2006	5-14	6964
Clarence Valley (A)	2006	15-19	3217
Clarence Valley (A)	2006	20-24	1765
Clarence Valley (A)	2006	25-34	4125
Clarence Valley (A)	2006	35-44	6060
Clarence Valley (A)	2006	45-54	7335
Clarence Valley (A)	2006	55-64	6797
Clarence Valley (A)	2006	65-74	5014
Clarence Valley (A)	2006	75-84	3239
Clarence Valley (A)	2006	85+	1042
Clarence Valley (A)	2011	0-4	2815
Clarence Valley (A)	2011	5-14	6409
Clarence Valley (A)	2011	15-19	3203
Clarence Valley (A)	2011	20-24	2116
Clarence Valley (A)	2011	25-34	3928
Clarence Valley (A)	2011	35-44	5650
Clarence Valley (A)	2011	45-54	7231
Clarence Valley (A)	2011	55-64	7752
Clarence Valley (A)	2011	65-74	5819
Clarence Valley (A)	2011	75-84	3494
Clarence Valley (A)	2011	85+	1249
Clarence Valley (A)	2016	0-4	2470
Clarence Valley (A)	2016	5-14	5837
Clarence Valley (A)	2016	15-19	2961
Clarence Valley (A)	2016	20-24	2047
Clarence Valley (A)	2016	25-34	4148
Clarence Valley (A)	2016	35-44	5145
Clarence Valley (A)	2016	45-54	6710
Clarence Valley (A)	2016	55-64	8345
Clarence Valley (A)	2016	65-74	7399
Clarence Valley (A)	2016	75-84	3989
Clarence Valley (A)	2016	85+	1618
Cobar (A)	2006	0-4	378
Cobar (A)	2006	5-14	747
Cobar (A)	2006	15-19	350
Cobar (A)	2006	20-24	324
Cobar (A)	2006	25-34	642
Cobar (A)	2006	35-44	737
Cobar (A)	2006	45-54	725
Cobar (A)	2006	55-64	477
Cobar (A)	2006	65-74	327
Cobar (A)	2006	75-84	163
Cobar (A)	2006	85+	48
Cobar (A)	2011	0-4	395
Cobar (A)	2011	5-14	662
Cobar (A)	2011	15-19	299
Cobar (A)	2011	20-24	297
Cobar (A)	2011	25-34	666
Cobar (A)	2011	35-44	610
Cobar (A)	2011	45-54	695
Cobar (A)	2011	55-64	515
Cobar (A)	2011	65-74	328
Cobar (A)	2011	75-84	184
Cobar (A)	2011	85+	61
Cobar (A)	2016	0-4	369
Cobar (A)	2016	5-14	662
Cobar (A)	2016	15-19	252
Cobar (A)	2016	20-24	257
Cobar (A)	2016	25-34	708
Cobar (A)	2016	35-44	588
Cobar (A)	2016	45-54	586
Cobar (A)	2016	55-64	591
Cobar (A)	2016	65-74	350
Cobar (A)	2016	75-84	212
Cobar (A)	2016	85+	78
Coffs Harbour (C)	2006	0-4	3630
Coffs Harbour (C)	2006	5-14	9526
Coffs Harbour (C)	2006	15-19	4841
Coffs Harbour (C)	2006	20-24	3208
Coffs Harbour (C)	2006	25-34	6131
Coffs Harbour (C)	2006	35-44	8673
Coffs Harbour (C)	2006	45-54	9969
Coffs Harbour (C)	2006	55-64	8129
Coffs Harbour (C)	2006	65-74	5598
Coffs Harbour (C)	2006	75-84	3904
Coffs Harbour (C)	2006	85+	1296
Coffs Harbour (C)	2011	0-4	4153
Coffs Harbour (C)	2011	5-14	8963
Coffs Harbour (C)	2011	15-19	4719
Coffs Harbour (C)	2011	20-24	3487
Coffs Harbour (C)	2011	25-34	6589
Coffs Harbour (C)	2011	35-44	8404
Coffs Harbour (C)	2011	45-54	9985
Coffs Harbour (C)	2011	55-64	9772
Coffs Harbour (C)	2011	65-74	6579
Coffs Harbour (C)	2011	75-84	4059
Coffs Harbour (C)	2011	85+	1707
Coffs Harbour (C)	2016	0-4	4055
Coffs Harbour (C)	2016	5-14	9301
Coffs Harbour (C)	2016	15-19	4331
Coffs Harbour (C)	2016	20-24	3688
Coffs Harbour (C)	2016	25-34	7649
Coffs Harbour (C)	2016	35-44	8219
Coffs Harbour (C)	2016	45-54	9633
Coffs Harbour (C)	2016	55-64	10689
Coffs Harbour (C)	2016	65-74	8512
Coffs Harbour (C)	2016	75-84	4793
Coffs Harbour (C)	2016	85+	2070
Coolamon (A)	2006	0-4	304
Coolamon (A)	2006	5-14	657
Coolamon (A)	2006	15-19	272
Coolamon (A)	2006	20-24	137
Coolamon (A)	2006	25-34	341
Coolamon (A)	2006	35-44	565
Coolamon (A)	2006	45-54	552
Coolamon (A)	2006	55-64	488
Coolamon (A)	2006	65-74	379
Coolamon (A)	2006	75-84	239
Coolamon (A)	2006	85+	85
Coolamon (A)	2011	0-4	253
Coolamon (A)	2011	5-14	665
Coolamon (A)	2011	15-19	259
Coolamon (A)	2011	20-24	173
Coolamon (A)	2011	25-34	316
Coolamon (A)	2011	35-44	493
Coolamon (A)	2011	45-54	594
Coolamon (A)	2011	55-64	513
Coolamon (A)	2011	65-74	455
Coolamon (A)	2011	75-84	277
Coolamon (A)	2011	85+	102
Coolamon (A)	2016	0-4	242
Coolamon (A)	2016	5-14	641
Coolamon (A)	2016	15-19	259
Coolamon (A)	2016	20-24	200
Coolamon (A)	2016	25-34	354
Coolamon (A)	2016	35-44	457
Coolamon (A)	2016	45-54	594
Coolamon (A)	2016	55-64	554
Coolamon (A)	2016	65-74	550
Coolamon (A)	2016	75-84	344
Coolamon (A)	2016	85+	120
Coonamble (A)	2006	0-4	308
Coonamble (A)	2006	5-14	692
Coonamble (A)	2006	15-19	261
Coonamble (A)	2006	20-24	204
Coonamble (A)	2006	25-34	427
Coonamble (A)	2006	35-44	566
Coonamble (A)	2006	45-54	595
Coonamble (A)	2006	55-64	507
Coonamble (A)	2006	65-74	353
Coonamble (A)	2006	75-84	229
Coonamble (A)	2006	85+	65
Coonamble (A)	2011	0-4	264
Coonamble (A)	2011	5-14	600
Coonamble (A)	2011	15-19	266
Coonamble (A)	2011	20-24	225
Coonamble (A)	2011	25-34	399
Coonamble (A)	2011	35-44	485
Coonamble (A)	2011	45-54	568
Coonamble (A)	2011	55-64	541
Coonamble (A)	2011	65-74	374
Coonamble (A)	2011	75-84	245
Coonamble (A)	2011	85+	71
Coonamble (A)	2016	0-4	270
Coonamble (A)	2016	5-14	524
Coonamble (A)	2016	15-19	201
Coonamble (A)	2016	20-24	215
Coonamble (A)	2016	25-34	440
Coonamble (A)	2016	35-44	378
Coonamble (A)	2016	45-54	568
Coonamble (A)	2016	55-64	546
Coonamble (A)	2016	65-74	439
Coonamble (A)	2016	75-84	239
Coonamble (A)	2016	85+	105
Cowra (A)	2006	0-4	808
Cowra (A)	2006	5-14	1875
Cowra (A)	2006	15-19	793
Cowra (A)	2006	20-24	545
Cowra (A)	2006	25-34	1200
Cowra (A)	2006	35-44	1589
Cowra (A)	2006	45-54	1699
Cowra (A)	2006	55-64	1632
Cowra (A)	2006	65-74	1272
Cowra (A)	2006	75-84	821
Cowra (A)	2006	85+	246
Cowra (A)	2011	0-4	673
Cowra (A)	2011	5-14	1639
Cowra (A)	2011	15-19	815
Cowra (A)	2011	20-24	528
Cowra (A)	2011	25-34	1013
Cowra (A)	2011	35-44	1398
Cowra (A)	2011	45-54	1604
Cowra (A)	2011	55-64	1838
Cowra (A)	2011	65-74	1439
Cowra (A)	2011	75-84	875
Cowra (A)	2011	85+	328
Cowra (A)	2016	0-4	661
Cowra (A)	2016	5-14	1505
Cowra (A)	2016	15-19	739
Cowra (A)	2016	20-24	655
Cowra (A)	2016	25-34	1071
Cowra (A)	2016	35-44	1261
Cowra (A)	2016	45-54	1663
Cowra (A)	2016	55-64	1812
Cowra (A)	2016	65-74	1673
Cowra (A)	2016	75-84	996
Cowra (A)	2016	85+	433
Cumberland (A)	2006	0-4	13242
Cumberland (A)	2006	5-14	24441
Cumberland (A)	2006	15-19	12534
Cumberland (A)	2006	20-24	13969
Cumberland (A)	2006	25-34	27746
Cumberland (A)	2006	35-44	25059
Cumberland (A)	2006	45-54	21490
Cumberland (A)	2006	55-64	15947
Cumberland (A)	2006	65-74	10219
Cumberland (A)	2006	75-84	7195
Cumberland (A)	2006	85+	2285
Cumberland (A)	2011	0-4	15699
Cumberland (A)	2011	5-14	25099
Cumberland (A)	2011	15-19	12661
Cumberland (A)	2011	20-24	15487
Cumberland (A)	2011	25-34	34668
Cumberland (A)	2011	35-44	26484
Cumberland (A)	2011	45-54	23745
Cumberland (A)	2011	55-64	18312
Cumberland (A)	2011	65-74	11211
Cumberland (A)	2011	75-84	7007
Cumberland (A)	2011	85+	2862
Cumberland (A)	2016	0-4	16880
Cumberland (A)	2016	5-14	27486
Cumberland (A)	2016	15-19	12528
Cumberland (A)	2016	20-24	17158
Cumberland (A)	2016	25-34	42160
Cumberland (A)	2016	35-44	30455
Cumberland (A)	2016	45-54	24715
Cumberland (A)	2016	55-64	20582
Cumberland (A)	2016	65-74	13403
Cumberland (A)	2016	75-84	7431
Cumberland (A)	2016	85+	3282
Dungog (A)	2006	0-4	472
Dungog (A)	2006	5-14	1229
Dungog (A)	2006	15-19	562
Dungog (A)	2006	20-24	308
Dungog (A)	2006	25-34	700
Dungog (A)	2006	35-44	1181
Dungog (A)	2006	45-54	1268
Dungog (A)	2006	55-64	1079
Dungog (A)	2006	65-74	716
Dungog (A)	2006	75-84	398
Dungog (A)	2006	85+	143
Dungog (A)	2011	0-4	488
Dungog (A)	2011	5-14	1075
Dungog (A)	2011	15-19	581
Dungog (A)	2011	20-24	357
Dungog (A)	2011	25-34	697
Dungog (A)	2011	35-44	1036
Dungog (A)	2011	45-54	1333
Dungog (A)	2011	55-64	1285
Dungog (A)	2011	65-74	884
Dungog (A)	2011	75-84	422
Dungog (A)	2011	85+	164
Dungog (A)	2016	0-4	483
Dungog (A)	2016	5-14	1178
Dungog (A)	2016	15-19	557
Dungog (A)	2016	20-24	373
Dungog (A)	2016	25-34	815
Dungog (A)	2016	35-44	1000
Dungog (A)	2016	45-54	1320
Dungog (A)	2016	55-64	1447
Dungog (A)	2016	65-74	1058
Dungog (A)	2016	75-84	559
Dungog (A)	2016	85+	179
Edward River (A)	2006	0-4	583
Edward River (A)	2006	5-14	1361
Edward River (A)	2006	15-19	620
Edward River (A)	2006	20-24	374
Edward River (A)	2006	25-34	963
Edward River (A)	2006	35-44	1215
Edward River (A)	2006	45-54	1353
Edward River (A)	2006	55-64	1030
Edward River (A)	2006	65-74	842
Edward River (A)	2006	75-84	603
Edward River (A)	2006	85+	165
Edward River (A)	2011	0-4	580
Edward River (A)	2011	5-14	1141
Edward River (A)	2011	15-19	578
Edward River (A)	2011	20-24	381
Edward River (A)	2011	25-34	750
Edward River (A)	2011	35-44	1070
Edward River (A)	2011	45-54	1216
Edward River (A)	2011	55-64	1234
Edward River (A)	2011	65-74	882
Edward River (A)	2011	75-84	604
Edward River (A)	2011	85+	223
Edward River (A)	2016	0-4	494
Edward River (A)	2016	5-14	1086
Edward River (A)	2016	15-19	507
Edward River (A)	2016	20-24	477
Edward River (A)	2016	25-34	865
Edward River (A)	2016	35-44	977
Edward River (A)	2016	45-54	1119
Edward River (A)	2016	55-64	1362
Edward River (A)	2016	65-74	1010
Edward River (A)	2016	75-84	671
Edward River (A)	2016	85+	295
Eurobodalla (A)	2006	0-4	1673
Eurobodalla (A)	2006	5-14	4432
Eurobodalla (A)	2006	15-19	2117
Eurobodalla (A)	2006	20-24	1152
Eurobodalla (A)	2006	25-34	2658
Eurobodalla (A)	2006	35-44	4088
Eurobodalla (A)	2006	45-54	5238
Eurobodalla (A)	2006	55-64	5621
Eurobodalla (A)	2006	65-74	4299
Eurobodalla (A)	2006	75-84	2868
Eurobodalla (A)	2006	85+	868
Eurobodalla (A)	2011	0-4	1821
Eurobodalla (A)	2011	5-14	4064
Eurobodalla (A)	2011	15-19	2055
Eurobodalla (A)	2011	20-24	1125
Eurobodalla (A)	2011	25-34	2426
Eurobodalla (A)	2011	35-44	3756
Eurobodalla (A)	2011	45-54	4958
Eurobodalla (A)	2011	55-64	6297
Eurobodalla (A)	2011	65-74	5143
Eurobodalla (A)	2011	75-84	2965
Eurobodalla (A)	2011	85+	1131
Eurobodalla (A)	2016	0-4	1474
Eurobodalla (A)	2016	5-14	3838
Eurobodalla (A)	2016	15-19	1799
Eurobodalla (A)	2016	20-24	1278
Eurobodalla (A)	2016	25-34	2615
Eurobodalla (A)	2016	35-44	3405
Eurobodalla (A)	2016	45-54	4667
Eurobodalla (A)	2016	55-64	6778
Eurobodalla (A)	2016	65-74	6609
Eurobodalla (A)	2016	75-84	3382
Eurobodalla (A)	2016	85+	1388
Fairfield (C)	2006	0-4	12024
Fairfield (C)	2006	5-14	26761
Fairfield (C)	2006	15-19	13747
Fairfield (C)	2006	20-24	13595
Fairfield (C)	2006	25-34	23873
Fairfield (C)	2006	35-44	26241
Fairfield (C)	2006	45-54	25951
Fairfield (C)	2006	55-64	17611
Fairfield (C)	2006	65-74	11313
Fairfield (C)	2006	75-84	6969
Fairfield (C)	2006	85+	1803
Fairfield (C)	2011	0-4	12372
Fairfield (C)	2011	5-14	25851
Fairfield (C)	2011	15-19	14354
Fairfield (C)	2011	20-24	13783
Fairfield (C)	2011	25-34	25085
Fairfield (C)	2011	35-44	25508
Fairfield (C)	2011	45-54	26930
Fairfield (C)	2011	55-64	21331
Fairfield (C)	2011	65-74	12243
Fairfield (C)	2011	75-84	7819
Fairfield (C)	2011	85+	2484
Fairfield (C)	2016	0-4	12090
Fairfield (C)	2016	5-14	25843
Fairfield (C)	2016	15-19	14169
Fairfield (C)	2016	20-24	15335
Fairfield (C)	2016	25-34	27090
Fairfield (C)	2016	35-44	24772
Fairfield (C)	2016	45-54	27133
Fairfield (C)	2016	55-64	24942
Fairfield (C)	2016	65-74	15253
Fairfield (C)	2016	75-84	8601
Fairfield (C)	2016	85+	3585
Federation (A)	2006	0-4	727
Federation (A)	2006	5-14	1658
Federation (A)	2006	15-19	706
Federation (A)	2006	20-24	449
Federation (A)	2006	25-34	1123
Federation (A)	2006	35-44	1537
Federation (A)	2006	45-54	1685
Federation (A)	2006	55-64	1717
Federation (A)	2006	65-74	1426
Federation (A)	2006	75-84	966
Federation (A)	2006	85+	228
Federation (A)	2011	0-4	726
Federation (A)	2011	5-14	1526
Federation (A)	2011	15-19	726
Federation (A)	2011	20-24	462
Federation (A)	2011	25-34	993
Federation (A)	2011	35-44	1359
Federation (A)	2011	45-54	1627
Federation (A)	2011	55-64	1836
Federation (A)	2011	65-74	1567
Federation (A)	2011	75-84	1007
Federation (A)	2011	85+	329
Federation (A)	2016	0-4	632
Federation (A)	2016	5-14	1462
Federation (A)	2016	15-19	672
Federation (A)	2016	20-24	518
Federation (A)	2016	25-34	985
Federation (A)	2016	35-44	1198
Federation (A)	2016	45-54	1542
Federation (A)	2016	55-64	1883
Federation (A)	2016	65-74	1875
Federation (A)	2016	75-84	1093
Federation (A)	2016	85+	411
Forbes (A)	2006	0-4	617
Forbes (A)	2006	5-14	1462
Forbes (A)	2006	15-19	668
Forbes (A)	2006	20-24	393
Forbes (A)	2006	25-34	988
Forbes (A)	2006	35-44	1214
Forbes (A)	2006	45-54	1215
Forbes (A)	2006	55-64	1179
Forbes (A)	2006	65-74	862
Forbes (A)	2006	75-84	545
Forbes (A)	2006	85+	216
Forbes (A)	2011	0-4	635
Forbes (A)	2011	5-14	1298
Forbes (A)	2011	15-19	617
Forbes (A)	2011	20-24	460
Forbes (A)	2011	25-34	884
Forbes (A)	2011	35-44	1062
Forbes (A)	2011	45-54	1209
Forbes (A)	2011	55-64	1226
Forbes (A)	2011	65-74	966
Forbes (A)	2011	75-84	589
Forbes (A)	2011	85+	229
Forbes (A)	2016	0-4	628
Forbes (A)	2016	5-14	1319
Forbes (A)	2016	15-19	631
Forbes (A)	2016	20-24	481
Forbes (A)	2016	25-34	1001
Forbes (A)	2016	35-44	984
Forbes (A)	2016	45-54	1236
Forbes (A)	2016	55-64	1221
Forbes (A)	2016	65-74	1122
Forbes (A)	2016	75-84	710
Forbes (A)	2016	85+	254
Georges River (A)	2006	0-4	7374
Georges River (A)	2006	5-14	15495
Georges River (A)	2006	15-19	8110
Georges River (A)	2006	20-24	8863
Georges River (A)	2006	25-34	17648
Georges River (A)	2006	35-44	19091
Georges River (A)	2006	45-54	17452
Georges River (A)	2006	55-64	13063
Georges River (A)	2006	65-74	8986
Georges River (A)	2006	75-84	7249
Georges River (A)	2006	85+	2942
Georges River (A)	2011	0-4	8234
Georges River (A)	2011	5-14	15611
Georges River (A)	2011	15-19	8090
Georges River (A)	2011	20-24	9794
Georges River (A)	2011	25-34	20335
Georges River (A)	2011	35-44	18921
Georges River (A)	2011	45-54	18983
Georges River (A)	2011	55-64	14698
Georges River (A)	2011	65-74	9711
Georges River (A)	2011	75-84	6924
Georges River (A)	2011	85+	3367
Georges River (A)	2016	0-4	8556
Georges River (A)	2016	5-14	16060
Georges River (A)	2016	15-19	8900
Georges River (A)	2016	20-24	11199
Georges River (A)	2016	25-34	24425
Georges River (A)	2016	35-44	19243
Georges River (A)	2016	45-54	19255
Georges River (A)	2016	55-64	16677
Georges River (A)	2016	65-74	11582
Georges River (A)	2016	75-84	7179
Georges River (A)	2016	85+	3763
Gilgandra (A)	2006	0-4	300
Gilgandra (A)	2006	5-14	701
Gilgandra (A)	2006	15-19	311
Gilgandra (A)	2006	20-24	189
Gilgandra (A)	2006	25-34	416
Gilgandra (A)	2006	35-44	571
Gilgandra (A)	2006	45-54	660
Gilgandra (A)	2006	55-64	572
Gilgandra (A)	2006	65-74	425
Gilgandra (A)	2006	75-84	295
Gilgandra (A)	2006	85+	95
Gilgandra (A)	2011	0-4	290
Gilgandra (A)	2011	5-14	580
Gilgandra (A)	2011	15-19	288
Gilgandra (A)	2011	20-24	187
Gilgandra (A)	2011	25-34	384
Gilgandra (A)	2011	35-44	488
Gilgandra (A)	2011	45-54	654
Gilgandra (A)	2011	55-64	583
Gilgandra (A)	2011	65-74	497
Gilgandra (A)	2011	75-84	290
Gilgandra (A)	2011	85+	114
Gilgandra (A)	2016	0-4	250
Gilgandra (A)	2016	5-14	541
Gilgandra (A)	2016	15-19	233
Gilgandra (A)	2016	20-24	216
Gilgandra (A)	2016	25-34	410
Gilgandra (A)	2016	35-44	428
Gilgandra (A)	2016	45-54	552
Gilgandra (A)	2016	55-64	607
Gilgandra (A)	2016	65-74	511
Gilgandra (A)	2016	75-84	354
Gilgandra (A)	2016	85+	134
Glen Innes Severn (A)	2006	0-4	552
Glen Innes Severn (A)	2006	5-14	1244
Glen Innes Severn (A)	2006	15-19	491
Glen Innes Severn (A)	2006	20-24	363
Glen Innes Severn (A)	2006	25-34	834
Glen Innes Severn (A)	2006	35-44	1089
Glen Innes Severn (A)	2006	45-54	1227
Glen Innes Severn (A)	2006	55-64	1247
Glen Innes Severn (A)	2006	65-74	930
Glen Innes Severn (A)	2006	75-84	573
Glen Innes Severn (A)	2006	85+	228
Glen Innes Severn (A)	2011	0-4	499
Glen Innes Severn (A)	2011	5-14	1064
Glen Innes Severn (A)	2011	15-19	527
Glen Innes Severn (A)	2011	20-24	367
Glen Innes Severn (A)	2011	25-34	778
Glen Innes Severn (A)	2011	35-44	933
Glen Innes Severn (A)	2011	45-54	1259
Glen Innes Severn (A)	2011	55-64	1317
Glen Innes Severn (A)	2011	65-74	1064
Glen Innes Severn (A)	2011	75-84	623
Glen Innes Severn (A)	2011	85+	220
Glen Innes Severn (A)	2016	0-4	455
Glen Innes Severn (A)	2016	5-14	1059
Glen Innes Severn (A)	2016	15-19	472
Glen Innes Severn (A)	2016	20-24	386
Glen Innes Severn (A)	2016	25-34	809
Glen Innes Severn (A)	2016	35-44	929
Glen Innes Severn (A)	2016	45-54	1072
Glen Innes Severn (A)	2016	55-64	1368
Glen Innes Severn (A)	2016	65-74	1297
Glen Innes Severn (A)	2016	75-84	706
Glen Innes Severn (A)	2016	85+	279
Goulburn Mulwaree (A)	2006	0-4	1526
Goulburn Mulwaree (A)	2006	5-14	3612
Goulburn Mulwaree (A)	2006	15-19	1780
Goulburn Mulwaree (A)	2006	20-24	1523
Goulburn Mulwaree (A)	2006	25-34	3049
Goulburn Mulwaree (A)	2006	35-44	3673
Goulburn Mulwaree (A)	2006	45-54	3672
Goulburn Mulwaree (A)	2006	55-64	3247
Goulburn Mulwaree (A)	2006	65-74	2160
Goulburn Mulwaree (A)	2006	75-84	1417
Goulburn Mulwaree (A)	2006	85+	426
Goulburn Mulwaree (A)	2011	0-4	1688
Goulburn Mulwaree (A)	2011	5-14	3526
Goulburn Mulwaree (A)	2011	15-19	1803
Goulburn Mulwaree (A)	2011	20-24	1501
Goulburn Mulwaree (A)	2011	25-34	2988
Goulburn Mulwaree (A)	2011	35-44	3617
