LGA_NAME16	Year	NonSchoolQualification	Sex	persons
Wyndham-East Kimberley (S)	2006	Certificate nfd	F	28
Wyndham-East Kimberley (S)	2006	Certificate nfd	M	43
Wyndham-East Kimberley (S)	2006	Certificate I and II Level	F	41
Wyndham-East Kimberley (S)	2006	Certificate I and II Level	M	26
Wyndham-East Kimberley (S)	2006	Certificate III and IV Level	F	159
Wyndham-East Kimberley (S)	2006	Certificate III and IV Level	M	531
Wyndham-East Kimberley (S)	2006	Advanced Diploma and Diploma	F	140
Wyndham-East Kimberley (S)	2006	Advanced Diploma and Diploma	M	89
Wyndham-East Kimberley (S)	2006	Bachelor	F	266
Wyndham-East Kimberley (S)	2006	Bachelor	M	139
Wyndham-East Kimberley (S)	2006	Graduate Diploma and Graduate Certificate	F	37
Wyndham-East Kimberley (S)	2006	Graduate Diploma and Graduate Certificate	M	18
Wyndham-East Kimberley (S)	2006	Postgraduate	F	28
Wyndham-East Kimberley (S)	2006	Postgraduate	M	22
Wyndham-East Kimberley (S)	2011		F	2660
Wyndham-East Kimberley (S)	2011		M	2745
Wyndham-East Kimberley (S)	2011	Certificate nfd	F	49
Wyndham-East Kimberley (S)	2011	Certificate nfd	M	32
Wyndham-East Kimberley (S)	2011	Certificate I and II Level	F	65
Wyndham-East Kimberley (S)	2011	Certificate I and II Level	M	46
Wyndham-East Kimberley (S)	2011	Certificate III and IV Level	F	226
Wyndham-East Kimberley (S)	2011	Certificate III and IV Level	M	746
Wyndham-East Kimberley (S)	2011	Advanced Diploma and Diploma	F	204
Wyndham-East Kimberley (S)	2011	Advanced Diploma and Diploma	M	162
Wyndham-East Kimberley (S)	2011	Bachelor	F	423
Wyndham-East Kimberley (S)	2011	Bachelor	M	231
Wyndham-East Kimberley (S)	2011	Graduate Diploma and Graduate Certificate	F	68
Wyndham-East Kimberley (S)	2011	Graduate Diploma and Graduate Certificate	M	27
Wyndham-East Kimberley (S)	2011	Postgraduate	F	54
Wyndham-East Kimberley (S)	2011	Postgraduate	M	60
Wyndham-East Kimberley (S)	2016		F	2489
Wyndham-East Kimberley (S)	2016		M	2376
Wyndham-East Kimberley (S)	2016	Certificate nfd	F	61
Wyndham-East Kimberley (S)	2016	Certificate nfd	M	48
Wyndham-East Kimberley (S)	2016	Certificate I and II Level	F	67
Wyndham-East Kimberley (S)	2016	Certificate I and II Level	M	30
Wyndham-East Kimberley (S)	2016	Certificate III and IV Level	F	257
Wyndham-East Kimberley (S)	2016	Certificate III and IV Level	M	674
Wyndham-East Kimberley (S)	2016	Advanced Diploma and Diploma	F	222
Wyndham-East Kimberley (S)	2016	Advanced Diploma and Diploma	M	149
Wyndham-East Kimberley (S)	2016	Bachelor	F	403
Wyndham-East Kimberley (S)	2016	Bachelor	M	189
Wyndham-East Kimberley (S)	2016	Graduate Diploma and Graduate Certificate	F	72
Wyndham-East Kimberley (S)	2016	Graduate Diploma and Graduate Certificate	M	22
Wyndham-East Kimberley (S)	2016	Postgraduate	F	47
Wyndham-East Kimberley (S)	2016	Postgraduate	M	46
Yalgoo (S)	2006		F	85
Yalgoo (S)	2006		M	105
Yalgoo (S)	2006	Certificate nfd	F	0
Yalgoo (S)	2006	Certificate nfd	M	0
Yalgoo (S)	2006	Certificate I and II Level	F	3
Yalgoo (S)	2006	Certificate I and II Level	M	3
Yalgoo (S)	2006	Certificate III and IV Level	F	6
Yalgoo (S)	2006	Certificate III and IV Level	M	21
Yalgoo (S)	2006	Advanced Diploma and Diploma	F	7
Yalgoo (S)	2006	Advanced Diploma and Diploma	M	4
Yalgoo (S)	2006	Bachelor	F	6
Yalgoo (S)	2006	Bachelor	M	3
Yalgoo (S)	2006	Graduate Diploma and Graduate Certificate	F	0
Yalgoo (S)	2006	Graduate Diploma and Graduate Certificate	M	0
Yalgoo (S)	2006	Postgraduate	F	0
Yalgoo (S)	2006	Postgraduate	M	0
Yalgoo (S)	2011		F	91
Yalgoo (S)	2011		M	193
Yalgoo (S)	2011	Certificate nfd	F	0
Yalgoo (S)	2011	Certificate nfd	M	0
Yalgoo (S)	2011	Certificate I and II Level	F	4
Yalgoo (S)	2011	Certificate I and II Level	M	3
Yalgoo (S)	2011	Certificate III and IV Level	F	13
Yalgoo (S)	2011	Certificate III and IV Level	M	58
Yalgoo (S)	2011	Advanced Diploma and Diploma	F	9
Yalgoo (S)	2011	Advanced Diploma and Diploma	M	9
Yalgoo (S)	2011	Bachelor	F	9
Yalgoo (S)	2011	Bachelor	M	14
Yalgoo (S)	2011	Graduate Diploma and Graduate Certificate	F	0
Yalgoo (S)	2011	Graduate Diploma and Graduate Certificate	M	0
Yalgoo (S)	2011	Postgraduate	F	3
Yalgoo (S)	2011	Postgraduate	M	4
Yalgoo (S)	2016		F	82
Yalgoo (S)	2016		M	136
Yalgoo (S)	2016	Certificate nfd	F	3
Yalgoo (S)	2016	Certificate nfd	M	0
Yalgoo (S)	2016	Certificate I and II Level	F	0
Yalgoo (S)	2016	Certificate I and II Level	M	3
Yalgoo (S)	2016	Certificate III and IV Level	F	11
Yalgoo (S)	2016	Certificate III and IV Level	M	43
Yalgoo (S)	2016	Advanced Diploma and Diploma	F	11
Yalgoo (S)	2016	Advanced Diploma and Diploma	M	13
Yalgoo (S)	2016	Bachelor	F	13
Yalgoo (S)	2016	Bachelor	M	20
Yalgoo (S)	2016	Graduate Diploma and Graduate Certificate	F	0
Yalgoo (S)	2016	Graduate Diploma and Graduate Certificate	M	0
Yalgoo (S)	2016	Postgraduate	F	0
Yalgoo (S)	2016	Postgraduate	M	6
Yilgarn (S)	2006		F	524
Yilgarn (S)	2006		M	619
Yilgarn (S)	2006	Certificate nfd	F	8
Yilgarn (S)	2006	Certificate nfd	M	4
Yilgarn (S)	2006	Certificate I and II Level	F	3
Yilgarn (S)	2006	Certificate I and II Level	M	3
Yilgarn (S)	2006	Certificate III and IV Level	F	23
Yilgarn (S)	2006	Certificate III and IV Level	M	125
Yilgarn (S)	2006	Advanced Diploma and Diploma	F	28
Yilgarn (S)	2006	Advanced Diploma and Diploma	M	15
Yilgarn (S)	2006	Bachelor	F	41
Yilgarn (S)	2006	Bachelor	M	19
Yilgarn (S)	2006	Graduate Diploma and Graduate Certificate	F	5
Yilgarn (S)	2006	Graduate Diploma and Graduate Certificate	M	0
Yilgarn (S)	2006	Postgraduate	F	0
Yilgarn (S)	2006	Postgraduate	M	0
Yilgarn (S)	2011		F	472
Yilgarn (S)	2011		M	717
Yilgarn (S)	2011	Certificate nfd	F	5
Yilgarn (S)	2011	Certificate nfd	M	5
Yilgarn (S)	2011	Certificate I and II Level	F	15
Yilgarn (S)	2011	Certificate I and II Level	M	8
Yilgarn (S)	2011	Certificate III and IV Level	F	53
Yilgarn (S)	2011	Certificate III and IV Level	M	205
Yilgarn (S)	2011	Advanced Diploma and Diploma	F	30
Yilgarn (S)	2011	Advanced Diploma and Diploma	M	30
Yilgarn (S)	2011	Bachelor	F	45
Yilgarn (S)	2011	Bachelor	M	32
Yilgarn (S)	2011	Graduate Diploma and Graduate Certificate	F	6
Yilgarn (S)	2011	Graduate Diploma and Graduate Certificate	M	0
Yilgarn (S)	2011	Postgraduate	F	3
Yilgarn (S)	2011	Postgraduate	M	9
Yilgarn (S)	2016		F	338
Yilgarn (S)	2016		M	537
Yilgarn (S)	2016	Certificate nfd	F	9
Yilgarn (S)	2016	Certificate nfd	M	11
Yilgarn (S)	2016	Certificate I and II Level	F	10
Yilgarn (S)	2016	Certificate I and II Level	M	3
Yilgarn (S)	2016	Certificate III and IV Level	F	35
Yilgarn (S)	2016	Certificate III and IV Level	M	139
Yilgarn (S)	2016	Advanced Diploma and Diploma	F	27
Yilgarn (S)	2016	Advanced Diploma and Diploma	M	20
Yilgarn (S)	2016	Bachelor	F	39
Yilgarn (S)	2016	Bachelor	M	18
Yilgarn (S)	2016	Graduate Diploma and Graduate Certificate	F	9
Yilgarn (S)	2016	Graduate Diploma and Graduate Certificate	M	0
Yilgarn (S)	2016	Postgraduate	F	4
Yilgarn (S)	2016	Postgraduate	M	3
York (S)	2006		F	1105
York (S)	2006		M	1122
York (S)	2006	Certificate nfd	F	39
York (S)	2006	Certificate nfd	M	16
York (S)	2006	Certificate I and II Level	F	24
York (S)	2006	Certificate I and II Level	M	15
York (S)	2006	Certificate III and IV Level	F	81
York (S)	2006	Certificate III and IV Level	M	270
York (S)	2006	Advanced Diploma and Diploma	F	119
York (S)	2006	Advanced Diploma and Diploma	M	62
York (S)	2006	Bachelor	F	138
York (S)	2006	Bachelor	M	73
York (S)	2006	Graduate Diploma and Graduate Certificate	F	18
York (S)	2006	Graduate Diploma and Graduate Certificate	M	10
York (S)	2006	Postgraduate	F	9
York (S)	2006	Postgraduate	M	14
York (S)	2011		F	1179
York (S)	2011		M	1177
York (S)	2011	Certificate nfd	F	42
York (S)	2011	Certificate nfd	M	17
York (S)	2011	Certificate I and II Level	F	15
York (S)	2011	Certificate I and II Level	M	14
York (S)	2011	Certificate III and IV Level	F	130
York (S)	2011	Certificate III and IV Level	M	309
York (S)	2011	Advanced Diploma and Diploma	F	133
York (S)	2011	Advanced Diploma and Diploma	M	79
York (S)	2011	Bachelor	F	157
York (S)	2011	Bachelor	M	74
York (S)	2011	Graduate Diploma and Graduate Certificate	F	29
York (S)	2011	Graduate Diploma and Graduate Certificate	M	10
York (S)	2011	Postgraduate	F	17
York (S)	2011	Postgraduate	M	17
York (S)	2016		F	1199
York (S)	2016		M	1192
York (S)	2016	Certificate nfd	F	41
York (S)	2016	Certificate nfd	M	26
York (S)	2016	Certificate I and II Level	F	31
York (S)	2016	Certificate I and II Level	M	8
York (S)	2016	Certificate III and IV Level	F	144
York (S)	2016	Certificate III and IV Level	M	368
York (S)	2016	Advanced Diploma and Diploma	F	155
York (S)	2016	Advanced Diploma and Diploma	M	100
York (S)	2016	Bachelor	F	177
York (S)	2016	Bachelor	M	91
York (S)	2016	Graduate Diploma and Graduate Certificate	F	26
York (S)	2016	Graduate Diploma and Graduate Certificate	M	3
York (S)	2016	Postgraduate	F	20
York (S)	2016	Postgraduate	M	18
No usual address (WA)	2006	Certificate nfd	F	46
No usual address (WA)	2006	Certificate nfd	M	32
No usual address (WA)	2006	Certificate I and II Level	F	45
No usual address (WA)	2006	Certificate I and II Level	M	36
No usual address (WA)	2006	Certificate III and IV Level	F	191
No usual address (WA)	2006	Certificate III and IV Level	M	743
No usual address (WA)	2006	Advanced Diploma and Diploma	F	194
No usual address (WA)	2006	Advanced Diploma and Diploma	M	156
No usual address (WA)	2006	Bachelor	F	295
No usual address (WA)	2006	Bachelor	M	244
No usual address (WA)	2006	Graduate Diploma and Graduate Certificate	F	36
No usual address (WA)	2006	Graduate Diploma and Graduate Certificate	M	15
No usual address (WA)	2006	Postgraduate	F	46
No usual address (WA)	2006	Postgraduate	M	46
No usual address (WA)	2011	Certificate nfd	F	47
No usual address (WA)	2011	Certificate nfd	M	37
No usual address (WA)	2011	Certificate I and II Level	F	48
No usual address (WA)	2011	Certificate I and II Level	M	39
No usual address (WA)	2011	Certificate III and IV Level	F	264
No usual address (WA)	2011	Certificate III and IV Level	M	957
No usual address (WA)	2011	Advanced Diploma and Diploma	F	238
No usual address (WA)	2011	Advanced Diploma and Diploma	M	222
No usual address (WA)	2011	Bachelor	F	439
No usual address (WA)	2011	Bachelor	M	317
No usual address (WA)	2011	Graduate Diploma and Graduate Certificate	F	61
No usual address (WA)	2011	Graduate Diploma and Graduate Certificate	M	16
No usual address (WA)	2011	Postgraduate	F	59
No usual address (WA)	2011	Postgraduate	M	81
No usual address (WA)	2016	Certificate nfd	F	63
No usual address (WA)	2016	Certificate nfd	M	51
No usual address (WA)	2016	Certificate I and II Level	F	37
No usual address (WA)	2016	Certificate I and II Level	M	28
No usual address (WA)	2016	Certificate III and IV Level	F	217
No usual address (WA)	2016	Certificate III and IV Level	M	748
No usual address (WA)	2016	Advanced Diploma and Diploma	F	155
No usual address (WA)	2016	Advanced Diploma and Diploma	M	151
No usual address (WA)	2016	Bachelor	F	302
No usual address (WA)	2016	Bachelor	M	225
No usual address (WA)	2016	Graduate Diploma and Graduate Certificate	F	32
No usual address (WA)	2016	Graduate Diploma and Graduate Certificate	M	16
No usual address (WA)	2016	Postgraduate	F	54
No usual address (WA)	2016	Postgraduate	M	62
Migratory - Offshore - Shipping (WA)	2006	Certificate nfd	F	0
Migratory - Offshore - Shipping (WA)	2006	Certificate nfd	M	0
Migratory - Offshore - Shipping (WA)	2006	Certificate I and II Level	F	0
Migratory - Offshore - Shipping (WA)	2006	Certificate I and II Level	M	4
Migratory - Offshore - Shipping (WA)	2006	Certificate III and IV Level	F	9
Migratory - Offshore - Shipping (WA)	2006	Certificate III and IV Level	M	101
Migratory - Offshore - Shipping (WA)	2006	Advanced Diploma and Diploma	F	0
Migratory - Offshore - Shipping (WA)	2006	Advanced Diploma and Diploma	M	17
Migratory - Offshore - Shipping (WA)	2006	Bachelor	F	3
Migratory - Offshore - Shipping (WA)	2006	Bachelor	M	12
Migratory - Offshore - Shipping (WA)	2006	Graduate Diploma and Graduate Certificate	F	0
Migratory - Offshore - Shipping (WA)	2006	Graduate Diploma and Graduate Certificate	M	0
Migratory - Offshore - Shipping (WA)	2006	Postgraduate	F	0
Migratory - Offshore - Shipping (WA)	2006	Postgraduate	M	0
Migratory - Offshore - Shipping (WA)	2011	Certificate nfd	F	0
Migratory - Offshore - Shipping (WA)	2011	Certificate nfd	M	8
Migratory - Offshore - Shipping (WA)	2011	Certificate I and II Level	F	0
Migratory - Offshore - Shipping (WA)	2011	Certificate I and II Level	M	12
Migratory - Offshore - Shipping (WA)	2011	Certificate III and IV Level	F	7
Migratory - Offshore - Shipping (WA)	2011	Certificate III and IV Level	M	125
Migratory - Offshore - Shipping (WA)	2011	Advanced Diploma and Diploma	F	0
Migratory - Offshore - Shipping (WA)	2011	Advanced Diploma and Diploma	M	31
Migratory - Offshore - Shipping (WA)	2011	Bachelor	F	5
Migratory - Offshore - Shipping (WA)	2011	Bachelor	M	17
Migratory - Offshore - Shipping (WA)	2011	Graduate Diploma and Graduate Certificate	F	0
Migratory - Offshore - Shipping (WA)	2011	Graduate Diploma and Graduate Certificate	M	0
Migratory - Offshore - Shipping (WA)	2011	Postgraduate	F	3
Migratory - Offshore - Shipping (WA)	2011	Postgraduate	M	3
Migratory - Offshore - Shipping (WA)	2016	Certificate nfd	F	0
Migratory - Offshore - Shipping (WA)	2016	Certificate nfd	M	13
Migratory - Offshore - Shipping (WA)	2016	Certificate I and II Level	F	0
Migratory - Offshore - Shipping (WA)	2016	Certificate I and II Level	M	3
Migratory - Offshore - Shipping (WA)	2016	Certificate III and IV Level	F	4
Migratory - Offshore - Shipping (WA)	2016	Certificate III and IV Level	M	130
Migratory - Offshore - Shipping (WA)	2016	Advanced Diploma and Diploma	F	4
Migratory - Offshore - Shipping (WA)	2016	Advanced Diploma and Diploma	M	52
Migratory - Offshore - Shipping (WA)	2016	Bachelor	F	3
Migratory - Offshore - Shipping (WA)	2016	Bachelor	M	31
Migratory - Offshore - Shipping (WA)	2016	Graduate Diploma and Graduate Certificate	F	0
Migratory - Offshore - Shipping (WA)	2016	Graduate Diploma and Graduate Certificate	M	0
Migratory - Offshore - Shipping (WA)	2016	Postgraduate	F	0
Migratory - Offshore - Shipping (WA)	2016	Postgraduate	M	9
Break O'Day (M)	2006		F	2372
Break O'Day (M)	2006		M	2212
Break O'Day (M)	2006	Certificate nfd	F	42
Break O'Day (M)	2006	Certificate nfd	M	31
Break O'Day (M)	2006	Certificate I and II Level	F	44
Break O'Day (M)	2006	Certificate I and II Level	M	15
Break O'Day (M)	2006	Certificate III and IV Level	F	206
Break O'Day (M)	2006	Certificate III and IV Level	M	562
Break O'Day (M)	2006	Advanced Diploma and Diploma	F	143
Break O'Day (M)	2006	Advanced Diploma and Diploma	M	103
Break O'Day (M)	2006	Bachelor	F	170
Break O'Day (M)	2006	Bachelor	M	104
Break O'Day (M)	2006	Graduate Diploma and Graduate Certificate	F	20
Break O'Day (M)	2006	Graduate Diploma and Graduate Certificate	M	13
Break O'Day (M)	2006	Postgraduate	F	12
Break O'Day (M)	2006	Postgraduate	M	19
Break O'Day (M)	2011		F	2223
Break O'Day (M)	2011		M	2186
Break O'Day (M)	2011	Certificate nfd	F	32
Break O'Day (M)	2011	Certificate nfd	M	22
Break O'Day (M)	2011	Certificate I and II Level	F	55
Break O'Day (M)	2011	Certificate I and II Level	M	31
Break O'Day (M)	2011	Certificate III and IV Level	F	280
Break O'Day (M)	2011	Certificate III and IV Level	M	652
Break O'Day (M)	2011	Advanced Diploma and Diploma	F	178
Break O'Day (M)	2011	Advanced Diploma and Diploma	M	105
Break O'Day (M)	2011	Bachelor	F	220
Break O'Day (M)	2011	Bachelor	M	115
Break O'Day (M)	2011	Graduate Diploma and Graduate Certificate	F	26
Break O'Day (M)	2011	Graduate Diploma and Graduate Certificate	M	20
Break O'Day (M)	2011	Postgraduate	F	25
Break O'Day (M)	2011	Postgraduate	M	26
Break O'Day (M)	2016		F	2040
Break O'Day (M)	2016		M	1990
Break O'Day (M)	2016	Certificate nfd	F	71
Break O'Day (M)	2016	Certificate nfd	M	41
Break O'Day (M)	2016	Certificate I and II Level	F	59
Break O'Day (M)	2016	Certificate I and II Level	M	20
Break O'Day (M)	2016	Certificate III and IV Level	F	299
Break O'Day (M)	2016	Certificate III and IV Level	M	716
Break O'Day (M)	2016	Advanced Diploma and Diploma	F	204
Break O'Day (M)	2016	Advanced Diploma and Diploma	M	124
Break O'Day (M)	2016	Bachelor	F	251
Break O'Day (M)	2016	Bachelor	M	155
Break O'Day (M)	2016	Graduate Diploma and Graduate Certificate	F	38
Break O'Day (M)	2016	Graduate Diploma and Graduate Certificate	M	19
Break O'Day (M)	2016	Postgraduate	F	46
Break O'Day (M)	2016	Postgraduate	M	31
Brighton (M)	2006		F	6216
Brighton (M)	2006		M	5401
Brighton (M)	2006	Certificate nfd	F	89
Brighton (M)	2006	Certificate nfd	M	47
Brighton (M)	2006	Certificate I and II Level	F	102
Brighton (M)	2006	Certificate I and II Level	M	40
Brighton (M)	2006	Certificate III and IV Level	F	419
Brighton (M)	2006	Certificate III and IV Level	M	1131
Brighton (M)	2006	Advanced Diploma and Diploma	F	169
Brighton (M)	2006	Advanced Diploma and Diploma	M	146
Brighton (M)	2006	Bachelor	F	178
Brighton (M)	2006	Bachelor	M	106
Brighton (M)	2006	Graduate Diploma and Graduate Certificate	F	24
Brighton (M)	2006	Graduate Diploma and Graduate Certificate	M	11
Brighton (M)	2006	Postgraduate	F	16
Brighton (M)	2006	Postgraduate	M	21
Brighton (M)	2011		F	6354
Brighton (M)	2011		M	5489
Brighton (M)	2011	Certificate nfd	F	104
Brighton (M)	2011	Certificate nfd	M	36
Brighton (M)	2011	Certificate I and II Level	F	198
Brighton (M)	2011	Certificate I and II Level	M	81
Brighton (M)	2011	Certificate III and IV Level	F	706
Brighton (M)	2011	Certificate III and IV Level	M	1464
Brighton (M)	2011	Advanced Diploma and Diploma	F	304
Brighton (M)	2011	Advanced Diploma and Diploma	M	210
Brighton (M)	2011	Bachelor	F	253
Brighton (M)	2011	Bachelor	M	158
Brighton (M)	2011	Graduate Diploma and Graduate Certificate	F	37
Brighton (M)	2011	Graduate Diploma and Graduate Certificate	M	20
Brighton (M)	2011	Postgraduate	F	22
Brighton (M)	2011	Postgraduate	M	23
Brighton (M)	2016		F	6276
Brighton (M)	2016		M	5779
Brighton (M)	2016	Certificate nfd	F	209
Brighton (M)	2016	Certificate nfd	M	85
Brighton (M)	2016	Certificate I and II Level	F	186
Brighton (M)	2016	Certificate I and II Level	M	82
Brighton (M)	2016	Certificate III and IV Level	F	905
Brighton (M)	2016	Certificate III and IV Level	M	1585
Brighton (M)	2016	Advanced Diploma and Diploma	F	423
Brighton (M)	2016	Advanced Diploma and Diploma	M	268
Brighton (M)	2016	Bachelor	F	337
Brighton (M)	2016	Bachelor	M	204
Brighton (M)	2016	Graduate Diploma and Graduate Certificate	F	62
Brighton (M)	2016	Graduate Diploma and Graduate Certificate	M	29
Brighton (M)	2016	Postgraduate	F	58
Brighton (M)	2016	Postgraduate	M	29
Burnie (C)	2006		F	7861
Burnie (C)	2006		M	6535
Burnie (C)	2006	Certificate nfd	F	181
Burnie (C)	2006	Certificate nfd	M	64
Burnie (C)	2006	Certificate I and II Level	F	143
Burnie (C)	2006	Certificate I and II Level	M	60
Burnie (C)	2006	Certificate III and IV Level	F	618
Burnie (C)	2006	Certificate III and IV Level	M	1759
Burnie (C)	2006	Advanced Diploma and Diploma	F	435
Burnie (C)	2006	Advanced Diploma and Diploma	M	308
Burnie (C)	2006	Bachelor	F	519
Burnie (C)	2006	Bachelor	M	355
Burnie (C)	2006	Graduate Diploma and Graduate Certificate	F	71
Burnie (C)	2006	Graduate Diploma and Graduate Certificate	M	32
Burnie (C)	2006	Postgraduate	F	36
Burnie (C)	2006	Postgraduate	M	76
Burnie (C)	2011		F	7410
Burnie (C)	2011		M	6221
Burnie (C)	2011	Certificate nfd	F	154
Burnie (C)	2011	Certificate nfd	M	77
Burnie (C)	2011	Certificate I and II Level	F	204
Burnie (C)	2011	Certificate I and II Level	M	97
Burnie (C)	2011	Certificate III and IV Level	F	920
Burnie (C)	2011	Certificate III and IV Level	M	1986
Burnie (C)	2011	Advanced Diploma and Diploma	F	533
Burnie (C)	2011	Advanced Diploma and Diploma	M	352
Burnie (C)	2011	Bachelor	F	627
Burnie (C)	2011	Bachelor	M	409
Burnie (C)	2011	Graduate Diploma and Graduate Certificate	F	105
Burnie (C)	2011	Graduate Diploma and Graduate Certificate	M	38
Burnie (C)	2011	Postgraduate	F	90
Burnie (C)	2011	Postgraduate	M	104
Burnie (C)	2016		F	6770
Burnie (C)	2016		M	5857
Burnie (C)	2016	Certificate nfd	F	217
Burnie (C)	2016	Certificate nfd	M	115
Burnie (C)	2016	Certificate I and II Level	F	217
Burnie (C)	2016	Certificate I and II Level	M	121
Burnie (C)	2016	Certificate III and IV Level	F	1051
Burnie (C)	2016	Certificate III and IV Level	M	2010
Burnie (C)	2016	Advanced Diploma and Diploma	F	638
Burnie (C)	2016	Advanced Diploma and Diploma	M	402
Burnie (C)	2016	Bachelor	F	692
Burnie (C)	2016	Bachelor	M	418
Burnie (C)	2016	Graduate Diploma and Graduate Certificate	F	116
Burnie (C)	2016	Graduate Diploma and Graduate Certificate	M	49
Burnie (C)	2016	Postgraduate	F	108
Burnie (C)	2016	Postgraduate	M	112
Central Coast (M) (Tas.)	2006		F	8229
Central Coast (M) (Tas.)	2006		M	6895
Central Coast (M) (Tas.)	2006	Certificate nfd	F	185
Central Coast (M) (Tas.)	2006	Certificate nfd	M	71
Central Coast (M) (Tas.)	2006	Certificate I and II Level	F	172
Central Coast (M) (Tas.)	2006	Certificate I and II Level	M	67
Central Coast (M) (Tas.)	2006	Certificate III and IV Level	F	710
