LGA_NAME16	Year	Occupation	Sex	workers
Queanbeyan-Palerang Regional (A)	2011		M	384
Queanbeyan-Palerang Regional (A)	2011	Clerical and administrative workers	F	4200
Queanbeyan-Palerang Regional (A)	2011	Clerical and administrative workers	M	1389
Queanbeyan-Palerang Regional (A)	2011	Community and personal service workers	F	1618
Queanbeyan-Palerang Regional (A)	2011	Community and personal service workers	M	1026
Queanbeyan-Palerang Regional (A)	2011	Labourers	F	653
Queanbeyan-Palerang Regional (A)	2011	Labourers	M	1401
Queanbeyan-Palerang Regional (A)	2011	Machinery operators and drivers	F	97
Queanbeyan-Palerang Regional (A)	2011	Machinery operators and drivers	M	1401
Queanbeyan-Palerang Regional (A)	2011	Managers	F	1764
Queanbeyan-Palerang Regional (A)	2011	Managers	M	2663
Queanbeyan-Palerang Regional (A)	2011	Professionals	F	3126
Queanbeyan-Palerang Regional (A)	2011	Professionals	M	2592
Queanbeyan-Palerang Regional (A)	2011	Sales workers	F	1306
Queanbeyan-Palerang Regional (A)	2011	Sales workers	M	797
Queanbeyan-Palerang Regional (A)	2011	Technicians and trades workers	F	585
Queanbeyan-Palerang Regional (A)	2011	Technicians and trades workers	M	3383
Queanbeyan-Palerang Regional (A)	2016		F	316
Queanbeyan-Palerang Regional (A)	2016		M	361
Queanbeyan-Palerang Regional (A)	2016	Clerical and administrative workers	F	4032
Queanbeyan-Palerang Regional (A)	2016	Clerical and administrative workers	M	1351
Queanbeyan-Palerang Regional (A)	2016	Community and personal service workers	F	1927
Queanbeyan-Palerang Regional (A)	2016	Community and personal service workers	M	1098
Queanbeyan-Palerang Regional (A)	2016	Labourers	F	616
Queanbeyan-Palerang Regional (A)	2016	Labourers	M	1499
Queanbeyan-Palerang Regional (A)	2016	Machinery operators and drivers	F	86
Queanbeyan-Palerang Regional (A)	2016	Machinery operators and drivers	M	1260
Queanbeyan-Palerang Regional (A)	2016	Managers	F	1915
Queanbeyan-Palerang Regional (A)	2016	Managers	M	2817
Queanbeyan-Palerang Regional (A)	2016	Professionals	F	3329
Queanbeyan-Palerang Regional (A)	2016	Professionals	M	2549
Queanbeyan-Palerang Regional (A)	2016	Sales workers	F	1357
Queanbeyan-Palerang Regional (A)	2016	Sales workers	M	946
Queanbeyan-Palerang Regional (A)	2016	Technicians and trades workers	F	583
Queanbeyan-Palerang Regional (A)	2016	Technicians and trades workers	M	3346
Randwick (C)	2006		F	443
Randwick (C)	2006		M	683
Randwick (C)	2006	Clerical and administrative workers	F	6983
Randwick (C)	2006	Clerical and administrative workers	M	2538
Randwick (C)	2006	Community and personal service workers	F	3258
Randwick (C)	2006	Community and personal service workers	M	2333
Randwick (C)	2006	Labourers	F	983
Randwick (C)	2006	Labourers	M	2180
Randwick (C)	2006	Machinery operators and drivers	F	188
Randwick (C)	2006	Machinery operators and drivers	M	1775
Randwick (C)	2006	Managers	F	3179
Randwick (C)	2006	Managers	M	4826
Randwick (C)	2006	Professionals	F	9715
Randwick (C)	2006	Professionals	M	8823
Randwick (C)	2006	Sales workers	F	3017
Randwick (C)	2006	Sales workers	M	2174
Randwick (C)	2006	Technicians and trades workers	F	1067
Randwick (C)	2006	Technicians and trades workers	M	5053
Randwick (C)	2011		F	479
Randwick (C)	2011		M	648
Randwick (C)	2011	Clerical and administrative workers	F	7010
Randwick (C)	2011	Clerical and administrative workers	M	2590
Randwick (C)	2011	Community and personal service workers	F	3586
Randwick (C)	2011	Community and personal service workers	M	2413
Randwick (C)	2011	Labourers	F	863
Randwick (C)	2011	Labourers	M	2049
Randwick (C)	2011	Machinery operators and drivers	F	143
Randwick (C)	2011	Machinery operators and drivers	M	1743
Randwick (C)	2011	Managers	F	3593
Randwick (C)	2011	Managers	M	5220
Randwick (C)	2011	Professionals	F	11365
Randwick (C)	2011	Professionals	M	10142
Randwick (C)	2011	Sales workers	F	2939
Randwick (C)	2011	Sales workers	M	2205
Randwick (C)	2011	Technicians and trades workers	F	1094
Randwick (C)	2011	Technicians and trades workers	M	4929
Randwick (C)	2016		F	478
Randwick (C)	2016		M	634
Randwick (C)	2016	Clerical and administrative workers	F	6695
Randwick (C)	2016	Clerical and administrative workers	M	2561
Randwick (C)	2016	Community and personal service workers	F	4071
Randwick (C)	2016	Community and personal service workers	M	2592
Randwick (C)	2016	Labourers	F	992
Randwick (C)	2016	Labourers	M	2235
Randwick (C)	2016	Machinery operators and drivers	F	149
Randwick (C)	2016	Machinery operators and drivers	M	1742
Randwick (C)	2016	Managers	F	4498
Randwick (C)	2016	Managers	M	6084
Randwick (C)	2016	Professionals	F	12832
Randwick (C)	2016	Professionals	M	10919
Randwick (C)	2016	Sales workers	F	3210
Randwick (C)	2016	Sales workers	M	2365
Randwick (C)	2016	Technicians and trades workers	F	1077
Randwick (C)	2016	Technicians and trades workers	M	5149
Richmond Valley (A)	2006		F	40
Richmond Valley (A)	2006		M	85
Richmond Valley (A)	2006	Clerical and administrative workers	F	710
Richmond Valley (A)	2006	Clerical and administrative workers	M	163
Richmond Valley (A)	2006	Community and personal service workers	F	608
Richmond Valley (A)	2006	Community and personal service workers	M	185
Richmond Valley (A)	2006	Labourers	F	489
Richmond Valley (A)	2006	Labourers	M	1096
Richmond Valley (A)	2006	Machinery operators and drivers	F	48
Richmond Valley (A)	2006	Machinery operators and drivers	M	621
Richmond Valley (A)	2006	Managers	F	383
Richmond Valley (A)	2006	Managers	M	699
Richmond Valley (A)	2006	Professionals	F	533
Richmond Valley (A)	2006	Professionals	M	297
Richmond Valley (A)	2006	Sales workers	F	511
Richmond Valley (A)	2006	Sales workers	M	270
Richmond Valley (A)	2006	Technicians and trades workers	F	172
Richmond Valley (A)	2006	Technicians and trades workers	M	869
Richmond Valley (A)	2011		F	42
Richmond Valley (A)	2011		M	84
Richmond Valley (A)	2011	Clerical and administrative workers	F	767
Richmond Valley (A)	2011	Clerical and administrative workers	M	157
Richmond Valley (A)	2011	Community and personal service workers	F	725
Richmond Valley (A)	2011	Community and personal service workers	M	206
Richmond Valley (A)	2011	Labourers	F	450
Richmond Valley (A)	2011	Labourers	M	1085
Richmond Valley (A)	2011	Machinery operators and drivers	F	44
Richmond Valley (A)	2011	Machinery operators and drivers	M	635
Richmond Valley (A)	2011	Managers	F	337
Richmond Valley (A)	2011	Managers	M	667
Richmond Valley (A)	2011	Professionals	F	638
Richmond Valley (A)	2011	Professionals	M	328
Richmond Valley (A)	2011	Sales workers	F	528
Richmond Valley (A)	2011	Sales workers	M	276
Richmond Valley (A)	2011	Technicians and trades workers	F	176
Richmond Valley (A)	2011	Technicians and trades workers	M	939
Richmond Valley (A)	2016		F	54
Richmond Valley (A)	2016		M	107
Richmond Valley (A)	2016	Clerical and administrative workers	F	765
Richmond Valley (A)	2016	Clerical and administrative workers	M	160
Richmond Valley (A)	2016	Community and personal service workers	F	780
Richmond Valley (A)	2016	Community and personal service workers	M	219
Richmond Valley (A)	2016	Labourers	F	523
Richmond Valley (A)	2016	Labourers	M	1148
Richmond Valley (A)	2016	Machinery operators and drivers	F	65
Richmond Valley (A)	2016	Machinery operators and drivers	M	633
Richmond Valley (A)	2016	Managers	F	340
Richmond Valley (A)	2016	Managers	M	613
Richmond Valley (A)	2016	Professionals	F	700
Richmond Valley (A)	2016	Professionals	M	288
Richmond Valley (A)	2016	Sales workers	F	500
Richmond Valley (A)	2016	Sales workers	M	275
Richmond Valley (A)	2016	Technicians and trades workers	F	195
Richmond Valley (A)	2016	Technicians and trades workers	M	905
Rockdale (C)	2006		F	440
Rockdale (C)	2006		M	658
Rockdale (C)	2006	Clerical and administrative workers	F	5242
Rockdale (C)	2006	Clerical and administrative workers	M	2137
Rockdale (C)	2006	Community and personal service workers	F	1958
Rockdale (C)	2006	Community and personal service workers	M	1357
Rockdale (C)	2006	Labourers	F	1570
Rockdale (C)	2006	Labourers	M	2614
Rockdale (C)	2006	Machinery operators and drivers	F	400
Rockdale (C)	2006	Machinery operators and drivers	M	2692
Rockdale (C)	2006	Managers	F	1658
Rockdale (C)	2006	Managers	M	2861
Rockdale (C)	2006	Professionals	F	4160
Rockdale (C)	2006	Professionals	M	3831
Rockdale (C)	2006	Sales workers	F	2427
Rockdale (C)	2006	Sales workers	M	1913
Rockdale (C)	2006	Technicians and trades workers	F	795
Rockdale (C)	2006	Technicians and trades workers	M	4586
Rockdale (C)	2011		F	427
Rockdale (C)	2011		M	592
Rockdale (C)	2011	Clerical and administrative workers	F	5423
Rockdale (C)	2011	Clerical and administrative workers	M	2277
Rockdale (C)	2011	Community and personal service workers	F	2476
Rockdale (C)	2011	Community and personal service workers	M	1689
Rockdale (C)	2011	Labourers	F	1542
Rockdale (C)	2011	Labourers	M	2706
Rockdale (C)	2011	Machinery operators and drivers	F	309
Rockdale (C)	2011	Machinery operators and drivers	M	2728
Rockdale (C)	2011	Managers	F	1849
Rockdale (C)	2011	Managers	M	3161
Rockdale (C)	2011	Professionals	F	4986
Rockdale (C)	2011	Professionals	M	4672
Rockdale (C)	2011	Sales workers	F	2558
Rockdale (C)	2011	Sales workers	M	1837
Rockdale (C)	2011	Technicians and trades workers	F	932
Rockdale (C)	2011	Technicians and trades workers	M	4790
Rockdale (C)	2016		F	493
Rockdale (C)	2016		M	625
Rockdale (C)	2016	Clerical and administrative workers	F	5563
Rockdale (C)	2016	Clerical and administrative workers	M	2342
Rockdale (C)	2016	Community and personal service workers	F	3493
Rockdale (C)	2016	Community and personal service workers	M	1813
Rockdale (C)	2016	Labourers	F	1977
Rockdale (C)	2016	Labourers	M	3486
Rockdale (C)	2016	Machinery operators and drivers	F	339
Rockdale (C)	2016	Machinery operators and drivers	M	2971
Rockdale (C)	2016	Managers	F	2345
Rockdale (C)	2016	Managers	M	3800
Rockdale (C)	2016	Professionals	F	6277
Rockdale (C)	2016	Professionals	M	5658
Rockdale (C)	2016	Sales workers	F	3170
Rockdale (C)	2016	Sales workers	M	2182
Rockdale (C)	2016	Technicians and trades workers	F	967
Rockdale (C)	2016	Technicians and trades workers	M	5330
Ryde (C)	2006		F	377
Ryde (C)	2006		M	473
Ryde (C)	2006	Clerical and administrative workers	F	6133
Ryde (C)	2006	Clerical and administrative workers	M	2150
Ryde (C)	2006	Community and personal service workers	F	2169
Ryde (C)	2006	Community and personal service workers	M	1196
Ryde (C)	2006	Labourers	F	1116
Ryde (C)	2006	Labourers	M	1986
Ryde (C)	2006	Machinery operators and drivers	F	175
Ryde (C)	2006	Machinery operators and drivers	M	1412
Ryde (C)	2006	Managers	F	2285
Ryde (C)	2006	Managers	M	4138
Ryde (C)	2006	Professionals	F	6837
Ryde (C)	2006	Professionals	M	6888
Ryde (C)	2006	Sales workers	F	2438
Ryde (C)	2006	Sales workers	M	1784
Ryde (C)	2006	Technicians and trades workers	F	909
Ryde (C)	2006	Technicians and trades workers	M	4387
Ryde (C)	2011		F	404
Ryde (C)	2011		M	572
Ryde (C)	2011	Clerical and administrative workers	F	6229
Ryde (C)	2011	Clerical and administrative workers	M	2341
Ryde (C)	2011	Community and personal service workers	F	2567
Ryde (C)	2011	Community and personal service workers	M	1377
Ryde (C)	2011	Labourers	F	917
Ryde (C)	2011	Labourers	M	1852
Ryde (C)	2011	Machinery operators and drivers	F	165
Ryde (C)	2011	Machinery operators and drivers	M	1390
Ryde (C)	2011	Managers	F	2560
Ryde (C)	2011	Managers	M	4357
Ryde (C)	2011	Professionals	F	7885
Ryde (C)	2011	Professionals	M	8137
Ryde (C)	2011	Sales workers	F	2321
Ryde (C)	2011	Sales workers	M	1934
Ryde (C)	2011	Technicians and trades workers	F	912
Ryde (C)	2011	Technicians and trades workers	M	4397
Ryde (C)	2016		F	462
Ryde (C)	2016		M	555
Ryde (C)	2016	Clerical and administrative workers	F	6271
Ryde (C)	2016	Clerical and administrative workers	M	2440
Ryde (C)	2016	Community and personal service workers	F	3132
Ryde (C)	2016	Community and personal service workers	M	1648
Ryde (C)	2016	Labourers	F	1069
Ryde (C)	2016	Labourers	M	2023
Ryde (C)	2016	Machinery operators and drivers	F	170
Ryde (C)	2016	Machinery operators and drivers	M	1437
Ryde (C)	2016	Managers	F	3060
Ryde (C)	2016	Managers	M	5110
Ryde (C)	2016	Professionals	F	9541
Ryde (C)	2016	Professionals	M	9594
Ryde (C)	2016	Sales workers	F	2781
Ryde (C)	2016	Sales workers	M	2235
Ryde (C)	2016	Technicians and trades workers	F	1077
Ryde (C)	2016	Technicians and trades workers	M	4643
Shellharbour (C)	2006		F	168
Shellharbour (C)	2006		M	300
Shellharbour (C)	2006	Clerical and administrative workers	F	2817
Shellharbour (C)	2006	Clerical and administrative workers	M	708
Shellharbour (C)	2006	Community and personal service workers	F	1858
Shellharbour (C)	2006	Community and personal service workers	M	762
Shellharbour (C)	2006	Labourers	F	1010
Shellharbour (C)	2006	Labourers	M	1998
Shellharbour (C)	2006	Machinery operators and drivers	F	202
Shellharbour (C)	2006	Machinery operators and drivers	M	2474
Shellharbour (C)	2006	Managers	F	772
Shellharbour (C)	2006	Managers	M	1403
Shellharbour (C)	2006	Professionals	F	1815
Shellharbour (C)	2006	Professionals	M	1391
Shellharbour (C)	2006	Sales workers	F	2024
Shellharbour (C)	2006	Sales workers	M	873
Shellharbour (C)	2006	Technicians and trades workers	F	551
Shellharbour (C)	2006	Technicians and trades workers	M	3962
Shellharbour (C)	2011		F	168
Shellharbour (C)	2011		M	274
Shellharbour (C)	2011	Clerical and administrative workers	F	3179
Shellharbour (C)	2011	Clerical and administrative workers	M	761
Shellharbour (C)	2011	Community and personal service workers	F	2250
Shellharbour (C)	2011	Community and personal service workers	M	913
Shellharbour (C)	2011	Labourers	F	965
Shellharbour (C)	2011	Labourers	M	2052
Shellharbour (C)	2011	Machinery operators and drivers	F	147
Shellharbour (C)	2011	Machinery operators and drivers	M	2611
Shellharbour (C)	2011	Managers	F	890
Shellharbour (C)	2011	Managers	M	1547
Shellharbour (C)	2011	Professionals	F	2207
Shellharbour (C)	2011	Professionals	M	1532
Shellharbour (C)	2011	Sales workers	F	2155
Shellharbour (C)	2011	Sales workers	M	935
Shellharbour (C)	2011	Technicians and trades workers	F	616
Shellharbour (C)	2011	Technicians and trades workers	M	4205
Shellharbour (C)	2016		F	177
Shellharbour (C)	2016		M	294
Shellharbour (C)	2016	Clerical and administrative workers	F	3251
Shellharbour (C)	2016	Clerical and administrative workers	M	736
Shellharbour (C)	2016	Community and personal service workers	F	2849
Shellharbour (C)	2016	Community and personal service workers	M	1036
Shellharbour (C)	2016	Labourers	F	1033
Shellharbour (C)	2016	Labourers	M	2146
Shellharbour (C)	2016	Machinery operators and drivers	F	165
Shellharbour (C)	2016	Machinery operators and drivers	M	2510
Shellharbour (C)	2016	Managers	F	1015
Shellharbour (C)	2016	Managers	M	1664
Shellharbour (C)	2016	Professionals	F	2652
Shellharbour (C)	2016	Professionals	M	1560
Shellharbour (C)	2016	Sales workers	F	2300
Shellharbour (C)	2016	Sales workers	M	1028
Shellharbour (C)	2016	Technicians and trades workers	F	704
Shellharbour (C)	2016	Technicians and trades workers	M	4487
Shoalhaven (C)	2006		F	196
Shoalhaven (C)	2006		M	274
Shoalhaven (C)	2006	Clerical and administrative workers	F	3232
Shoalhaven (C)	2006	Clerical and administrative workers	M	657
Shoalhaven (C)	2006	Community and personal service workers	F	2416
Shoalhaven (C)	2006	Community and personal service workers	M	1062
Shoalhaven (C)	2006	Labourers	F	1261
Shoalhaven (C)	2006	Labourers	M	2301
Shoalhaven (C)	2006	Machinery operators and drivers	F	136
Shoalhaven (C)	2006	Machinery operators and drivers	M	1682
Shoalhaven (C)	2006	Managers	F	1452
Shoalhaven (C)	2006	Managers	M	2593
Shoalhaven (C)	2006	Professionals	F	2834
Shoalhaven (C)	2006	Professionals	M	2246
Shoalhaven (C)	2006	Sales workers	F	2242
Shoalhaven (C)	2006	Sales workers	M	1125
Shoalhaven (C)	2006	Technicians and trades workers	F	772
Shoalhaven (C)	2006	Technicians and trades workers	M	4799
Shoalhaven (C)	2011		F	206
Shoalhaven (C)	2011		M	312
Shoalhaven (C)	2011	Clerical and administrative workers	F	3466
Shoalhaven (C)	2011	Clerical and administrative workers	M	697
Shoalhaven (C)	2011	Community and personal service workers	F	3097
Shoalhaven (C)	2011	Community and personal service workers	M	1309
Shoalhaven (C)	2011	Labourers	F	1208
Shoalhaven (C)	2011	Labourers	M	2478
Shoalhaven (C)	2011	Machinery operators and drivers	F	123
Shoalhaven (C)	2011	Machinery operators and drivers	M	1806
Shoalhaven (C)	2011	Managers	F	1470
Shoalhaven (C)	2011	Managers	M	2552
Shoalhaven (C)	2011	Professionals	F	3356
Shoalhaven (C)	2011	Professionals	M	2301
Shoalhaven (C)	2011	Sales workers	F	2380
Shoalhaven (C)	2011	Sales workers	M	1268
Shoalhaven (C)	2011	Technicians and trades workers	F	832
Shoalhaven (C)	2011	Technicians and trades workers	M	4984
Shoalhaven (C)	2016		F	247
Shoalhaven (C)	2016		M	367
Shoalhaven (C)	2016	Clerical and administrative workers	F	3455
Shoalhaven (C)	2016	Clerical and administrative workers	M	681
Shoalhaven (C)	2016	Community and personal service workers	F	3536
Shoalhaven (C)	2016	Community and personal service workers	M	1494
Shoalhaven (C)	2016	Labourers	F	1368
