STE_NAME16	Year	Age	FOE	adults
Other Territories	2011	55-64	Mixed field programmes	3
Other Territories	2011	55-64	Natural and physical sciences	3
Other Territories	2011	55-64	Society and culture	4
Other Territories	2011	65-74	Agriculture environmental and related studies	0
Other Territories	2011	65-74	Architecture and building	3
Other Territories	2011	65-74	Creative arts	0
Other Territories	2011	65-74	Education	0
Other Territories	2011	65-74	Engineering and related technologies	6
Other Territories	2011	65-74	Field of study not stated	14
Other Territories	2011	65-74	Food hospitality and personal services	0
Other Territories	2011	65-74	Health	0
Other Territories	2011	65-74	Information technology	0
Other Territories	2011	65-74	Management and commerce	4
Other Territories	2011	65-74	Mixed field programmes	0
Other Territories	2011	65-74	Natural and physical sciences	0
Other Territories	2011	65-74	Society and culture	0
Other Territories	2011	75-84	Agriculture environmental and related studies	0
Other Territories	2011	75-84	Architecture and building	0
Other Territories	2011	75-84	Creative arts	0
Other Territories	2011	75-84	Education	0
Other Territories	2011	75-84	Engineering and related technologies	0
Other Territories	2011	75-84	Field of study not stated	13
Other Territories	2011	75-84	Food hospitality and personal services	0
Other Territories	2011	75-84	Health	0
Other Territories	2011	75-84	Information technology	0
Other Territories	2011	75-84	Management and commerce	0
Other Territories	2011	75-84	Mixed field programmes	0
Other Territories	2011	75-84	Natural and physical sciences	0
Other Territories	2011	75-84	Society and culture	0
Other Territories	2011	85+	Agriculture environmental and related studies	0
Other Territories	2011	85+	Architecture and building	0
Other Territories	2011	85+	Creative arts	0
Other Territories	2011	85+	Education	0
Other Territories	2011	85+	Engineering and related technologies	0
Other Territories	2011	85+	Field of study not stated	0
Other Territories	2011	85+	Food hospitality and personal services	0
Other Territories	2011	85+	Health	0
Other Territories	2011	85+	Information technology	0
Other Territories	2011	85+	Management and commerce	0
Other Territories	2011	85+	Mixed field programmes	0
Other Territories	2011	85+	Natural and physical sciences	0
Other Territories	2011	85+	Society and culture	0
Other Territories	2016	15-19	Agriculture environmental and related studies	3
Other Territories	2016	15-19	Architecture and building	3
Other Territories	2016	15-19	Creative arts	0
Other Territories	2016	15-19	Education	0
Other Territories	2016	15-19	Engineering and related technologies	5
Other Territories	2016	15-19	Field of study not stated	45
Other Territories	2016	15-19	Food hospitality and personal services	0
Other Territories	2016	15-19	Health	0
Other Territories	2016	15-19	Information technology	0
Other Territories	2016	15-19	Management and commerce	3
Other Territories	2016	15-19	Mixed field programmes	0
Other Territories	2016	15-19	Natural and physical sciences	0
Other Territories	2016	15-19	Society and culture	7
Other Territories	2016	20-24	Agriculture environmental and related studies	4
Other Territories	2016	20-24	Architecture and building	0
Other Territories	2016	20-24	Creative arts	4
Other Territories	2016	20-24	Education	4
Other Territories	2016	20-24	Engineering and related technologies	14
Other Territories	2016	20-24	Field of study not stated	72
Other Territories	2016	20-24	Food hospitality and personal services	9
Other Territories	2016	20-24	Health	3
Other Territories	2016	20-24	Information technology	0
Other Territories	2016	20-24	Management and commerce	14
Other Territories	2016	20-24	Mixed field programmes	0
Other Territories	2016	20-24	Natural and physical sciences	0
Other Territories	2016	20-24	Society and culture	3
Other Territories	2016	25-34	Agriculture environmental and related studies	9
Other Territories	2016	25-34	Architecture and building	16
Other Territories	2016	25-34	Creative arts	5
Other Territories	2016	25-34	Education	21
Other Territories	2016	25-34	Engineering and related technologies	43
Other Territories	2016	25-34	Field of study not stated	174
Other Territories	2016	25-34	Food hospitality and personal services	28
Other Territories	2016	25-34	Health	16
Other Territories	2016	25-34	Information technology	11
Other Territories	2016	25-34	Management and commerce	61
Other Territories	2016	25-34	Mixed field programmes	0
Other Territories	2016	25-34	Natural and physical sciences	12
Other Territories	2016	25-34	Society and culture	47
Other Territories	2016	35-44	Agriculture environmental and related studies	20
Other Territories	2016	35-44	Architecture and building	24
Other Territories	2016	35-44	Creative arts	9
Other Territories	2016	35-44	Education	35
Other Territories	2016	35-44	Engineering and related technologies	58
Other Territories	2016	35-44	Field of study not stated	135
Other Territories	2016	35-44	Food hospitality and personal services	33
Other Territories	2016	35-44	Health	22
Other Territories	2016	35-44	Information technology	6
Other Territories	2016	35-44	Management and commerce	85
Other Territories	2016	35-44	Mixed field programmes	0
Other Territories	2016	35-44	Natural and physical sciences	18
Other Territories	2016	35-44	Society and culture	40
Other Territories	2016	45-54	Agriculture environmental and related studies	11
Other Territories	2016	45-54	Architecture and building	29
Other Territories	2016	45-54	Creative arts	11
Other Territories	2016	45-54	Education	28
Other Territories	2016	45-54	Engineering and related technologies	83
Other Territories	2016	45-54	Field of study not stated	147
Other Territories	2016	45-54	Food hospitality and personal services	24
Other Territories	2016	45-54	Health	15
Other Territories	2016	45-54	Information technology	4
Other Territories	2016	45-54	Management and commerce	67
Other Territories	2016	45-54	Mixed field programmes	0
Other Territories	2016	45-54	Natural and physical sciences	7
Other Territories	2016	45-54	Society and culture	29
Other Territories	2016	55-64	Agriculture environmental and related studies	13
Other Territories	2016	55-64	Architecture and building	42
Other Territories	2016	55-64	Creative arts	3
Other Territories	2016	55-64	Education	26
Other Territories	2016	55-64	Engineering and related technologies	76
Other Territories	2016	55-64	Field of study not stated	123
Other Territories	2016	55-64	Food hospitality and personal services	18
Other Territories	2016	55-64	Health	31
Other Territories	2016	55-64	Information technology	3
Other Territories	2016	55-64	Management and commerce	51
Other Territories	2016	55-64	Mixed field programmes	3
Other Territories	2016	55-64	Natural and physical sciences	9
Other Territories	2016	55-64	Society and culture	22
Other Territories	2016	65-74	Agriculture environmental and related studies	3
Other Territories	2016	65-74	Architecture and building	11
Other Territories	2016	65-74	Creative arts	6
Other Territories	2016	65-74	Education	16
Other Territories	2016	65-74	Engineering and related technologies	44
Other Territories	2016	65-74	Field of study not stated	85
Other Territories	2016	65-74	Food hospitality and personal services	4
Other Territories	2016	65-74	Health	22
Other Territories	2016	65-74	Information technology	0
Other Territories	2016	65-74	Management and commerce	34
Other Territories	2016	65-74	Mixed field programmes	0
Other Territories	2016	65-74	Natural and physical sciences	4
Other Territories	2016	65-74	Society and culture	16
Other Territories	2016	75-84	Agriculture environmental and related studies	0
Other Territories	2016	75-84	Architecture and building	11
Other Territories	2016	75-84	Creative arts	0
Other Territories	2016	75-84	Education	9
Other Territories	2016	75-84	Engineering and related technologies	15
Other Territories	2016	75-84	Field of study not stated	40
Other Territories	2016	75-84	Food hospitality and personal services	0
Other Territories	2016	75-84	Health	8
Other Territories	2016	75-84	Information technology	0
Other Territories	2016	75-84	Management and commerce	5
Other Territories	2016	75-84	Mixed field programmes	0
Other Territories	2016	75-84	Natural and physical sciences	3
Other Territories	2016	75-84	Society and culture	6
Other Territories	2016	85+	Agriculture environmental and related studies	0
Other Territories	2016	85+	Architecture and building	0
Other Territories	2016	85+	Creative arts	0
Other Territories	2016	85+	Education	0
Other Territories	2016	85+	Engineering and related technologies	5
Other Territories	2016	85+	Field of study not stated	11
Other Territories	2016	85+	Food hospitality and personal services	0
Other Territories	2016	85+	Health	0
Other Territories	2016	85+	Information technology	0
Other Territories	2016	85+	Management and commerce	0
Other Territories	2016	85+	Mixed field programmes	0
Other Territories	2016	85+	Natural and physical sciences	0
Other Territories	2016	85+	Society and culture	0
