STE_NAME16	Year	Age	FOE	Sex	adults
Tasmania	2011	85+	Architecture and building	F	0
Tasmania	2011	85+	Architecture and building	M	170
Tasmania	2011	85+	Creative arts	F	52
Tasmania	2011	85+	Creative arts	M	19
Tasmania	2011	85+	Education	F	243
Tasmania	2011	85+	Education	M	60
Tasmania	2011	85+	Engineering and related technologies	F	44
Tasmania	2011	85+	Engineering and related technologies	M	488
Tasmania	2011	85+	Field of study inadequately described	F	14
Tasmania	2011	85+	Field of study inadequately described	M	26
Tasmania	2011	85+	Field of study not stated	F	1581
Tasmania	2011	85+	Field of study not stated	M	869
Tasmania	2011	85+	Food hospitality and personal services	F	36
Tasmania	2011	85+	Food hospitality and personal services	M	28
Tasmania	2011	85+	Health	F	284
Tasmania	2011	85+	Health	M	67
Tasmania	2011	85+	Information technology	F	0
Tasmania	2011	85+	Information technology	M	0
Tasmania	2011	85+	Management and commerce	F	172
Tasmania	2011	85+	Management and commerce	M	87
Tasmania	2011	85+	Mixed field programmes	F	7
Tasmania	2011	85+	Mixed field programmes	M	6
Tasmania	2011	85+	Natural and physical sciences	F	6
Tasmania	2011	85+	Natural and physical sciences	M	43
Tasmania	2011	85+	Society and culture	F	56
Tasmania	2011	85+	Society and culture	M	53
Tasmania	2016	15-19	Agriculture environmental and related studies	F	43
Tasmania	2016	15-19	Agriculture environmental and related studies	M	75
Tasmania	2016	15-19	Architecture and building	F	5
Tasmania	2016	15-19	Architecture and building	M	161
Tasmania	2016	15-19	Creative arts	F	32
Tasmania	2016	15-19	Creative arts	M	34
Tasmania	2016	15-19	Education	F	28
Tasmania	2016	15-19	Education	M	3
Tasmania	2016	15-19	Engineering and related technologies	F	21
Tasmania	2016	15-19	Engineering and related technologies	M	231
Tasmania	2016	15-19	Field of study inadequately described	F	10
Tasmania	2016	15-19	Field of study inadequately described	M	19
Tasmania	2016	15-19	Field of study not stated	F	1474
Tasmania	2016	15-19	Field of study not stated	M	1562
Tasmania	2016	15-19	Food hospitality and personal services	F	314
Tasmania	2016	15-19	Food hospitality and personal services	M	129
Tasmania	2016	15-19	Health	F	90
Tasmania	2016	15-19	Health	M	18
Tasmania	2016	15-19	Information technology	F	7
Tasmania	2016	15-19	Information technology	M	62
Tasmania	2016	15-19	Management and commerce	F	327
Tasmania	2016	15-19	Management and commerce	M	103
Tasmania	2016	15-19	Mixed field programmes	F	23
Tasmania	2016	15-19	Mixed field programmes	M	19
Tasmania	2016	15-19	Natural and physical sciences	F	3
Tasmania	2016	15-19	Natural and physical sciences	M	3
Tasmania	2016	15-19	Society and culture	F	276
Tasmania	2016	15-19	Society and culture	M	73
Tasmania	2016	20-24	Agriculture environmental and related studies	F	156
Tasmania	2016	20-24	Agriculture environmental and related studies	M	324
Tasmania	2016	20-24	Architecture and building	F	78
Tasmania	2016	20-24	Architecture and building	M	1018
Tasmania	2016	20-24	Creative arts	F	286
Tasmania	2016	20-24	Creative arts	M	211
Tasmania	2016	20-24	Education	F	310
Tasmania	2016	20-24	Education	M	78
Tasmania	2016	20-24	Engineering and related technologies	F	107
Tasmania	2016	20-24	Engineering and related technologies	M	1618
Tasmania	2016	20-24	Field of study inadequately described	F	51
Tasmania	2016	20-24	Field of study inadequately described	M	66
Tasmania	2016	20-24	Field of study not stated	F	1054
Tasmania	2016	20-24	Field of study not stated	M	1290
Tasmania	2016	20-24	Food hospitality and personal services	F	1034
Tasmania	2016	20-24	Food hospitality and personal services	M	424
Tasmania	2016	20-24	Health	F	923
Tasmania	2016	20-24	Health	M	190
Tasmania	2016	20-24	Information technology	F	61
Tasmania	2016	20-24	Information technology	M	399
Tasmania	2016	20-24	Management and commerce	F	1573
Tasmania	2016	20-24	Management and commerce	M	656
Tasmania	2016	20-24	Mixed field programmes	F	35
Tasmania	2016	20-24	Mixed field programmes	M	37
Tasmania	2016	20-24	Natural and physical sciences	F	169
Tasmania	2016	20-24	Natural and physical sciences	M	152
Tasmania	2016	20-24	Society and culture	F	1418
Tasmania	2016	20-24	Society and culture	M	502
Tasmania	2016	25-34	Agriculture environmental and related studies	F	394
Tasmania	2016	25-34	Agriculture environmental and related studies	M	955
Tasmania	2016	25-34	Architecture and building	F	189
Tasmania	2016	25-34	Architecture and building	M	2663
Tasmania	2016	25-34	Creative arts	F	866
Tasmania	2016	25-34	Creative arts	M	596
Tasmania	2016	25-34	Education	F	1969
Tasmania	2016	25-34	Education	M	584
Tasmania	2016	25-34	Engineering and related technologies	F	312
Tasmania	2016	25-34	Engineering and related technologies	M	4600
Tasmania	2016	25-34	Field of study inadequately described	F	219
Tasmania	2016	25-34	Field of study inadequately described	M	232
Tasmania	2016	25-34	Field of study not stated	F	2083
Tasmania	2016	25-34	Field of study not stated	M	2494
Tasmania	2016	25-34	Food hospitality and personal services	F	2194
Tasmania	2016	25-34	Food hospitality and personal services	M	1104
Tasmania	2016	25-34	Health	F	3091
Tasmania	2016	25-34	Health	M	839
Tasmania	2016	25-34	Information technology	F	163
Tasmania	2016	25-34	Information technology	M	1186
Tasmania	2016	25-34	Management and commerce	F	4783
Tasmania	2016	25-34	Management and commerce	M	2265
Tasmania	2016	25-34	Mixed field programmes	F	30
Tasmania	2016	25-34	Mixed field programmes	M	33
Tasmania	2016	25-34	Natural and physical sciences	F	695
Tasmania	2016	25-34	Natural and physical sciences	M	573
Tasmania	2016	25-34	Society and culture	F	3862
Tasmania	2016	25-34	Society and culture	M	1262
Tasmania	2016	35-44	Agriculture environmental and related studies	F	489
Tasmania	2016	35-44	Agriculture environmental and related studies	M	1137
Tasmania	2016	35-44	Architecture and building	F	179
Tasmania	2016	35-44	Architecture and building	M	2019
Tasmania	2016	35-44	Creative arts	F	827
Tasmania	2016	35-44	Creative arts	M	556
Tasmania	2016	35-44	Education	F	2528
Tasmania	2016	35-44	Education	M	764
Tasmania	2016	35-44	Engineering and related technologies	F	442
Tasmania	2016	35-44	Engineering and related technologies	M	4983
Tasmania	2016	35-44	Field of study inadequately described	F	255
Tasmania	2016	35-44	Field of study inadequately described	M	293
Tasmania	2016	35-44	Field of study not stated	F	2169
Tasmania	2016	35-44	Field of study not stated	M	2433
Tasmania	2016	35-44	Food hospitality and personal services	F	1709
Tasmania	2016	35-44	Food hospitality and personal services	M	1132
Tasmania	2016	35-44	Health	F	2822
Tasmania	2016	35-44	Health	M	934
Tasmania	2016	35-44	Information technology	F	223
Tasmania	2016	35-44	Information technology	M	803
Tasmania	2016	35-44	Management and commerce	F	4593
Tasmania	2016	35-44	Management and commerce	M	2387
Tasmania	2016	35-44	Mixed field programmes	F	22
Tasmania	2016	35-44	Mixed field programmes	M	32
Tasmania	2016	35-44	Natural and physical sciences	F	763
Tasmania	2016	35-44	Natural and physical sciences	M	679
Tasmania	2016	35-44	Society and culture	F	4057
Tasmania	2016	35-44	Society and culture	M	1378
Tasmania	2016	45-54	Agriculture environmental and related studies	F	430
Tasmania	2016	45-54	Agriculture environmental and related studies	M	1132
Tasmania	2016	45-54	Architecture and building	F	146
Tasmania	2016	45-54	Architecture and building	M	2475
Tasmania	2016	45-54	Creative arts	F	752
Tasmania	2016	45-54	Creative arts	M	437
Tasmania	2016	45-54	Education	F	2637
Tasmania	2016	45-54	Education	M	824
Tasmania	2016	45-54	Engineering and related technologies	F	407
Tasmania	2016	45-54	Engineering and related technologies	M	6049
Tasmania	2016	45-54	Field of study inadequately described	F	267
Tasmania	2016	45-54	Field of study inadequately described	M	337
Tasmania	2016	45-54	Field of study not stated	F	2639
Tasmania	2016	45-54	Field of study not stated	M	3040
Tasmania	2016	45-54	Food hospitality and personal services	F	1378
Tasmania	2016	45-54	Food hospitality and personal services	M	917
Tasmania	2016	45-54	Health	F	3548
Tasmania	2016	45-54	Health	M	1019
Tasmania	2016	45-54	Information technology	F	177
Tasmania	2016	45-54	Information technology	M	545
Tasmania	2016	45-54	Management and commerce	F	4189
Tasmania	2016	45-54	Management and commerce	M	2541
Tasmania	2016	45-54	Mixed field programmes	F	27
Tasmania	2016	45-54	Mixed field programmes	M	31
Tasmania	2016	45-54	Natural and physical sciences	F	563
Tasmania	2016	45-54	Natural and physical sciences	M	726
Tasmania	2016	45-54	Society and culture	F	4325
Tasmania	2016	45-54	Society and culture	M	1503
Tasmania	2016	55-64	Agriculture environmental and related studies	F	263
Tasmania	2016	55-64	Agriculture environmental and related studies	M	844
Tasmania	2016	55-64	Architecture and building	F	114
Tasmania	2016	55-64	Architecture and building	M	2646
Tasmania	2016	55-64	Creative arts	F	620
Tasmania	2016	55-64	Creative arts	M	432
Tasmania	2016	55-64	Education	F	3294
Tasmania	2016	55-64	Education	M	1208
Tasmania	2016	55-64	Engineering and related technologies	F	311
Tasmania	2016	55-64	Engineering and related technologies	M	6395
Tasmania	2016	55-64	Field of study inadequately described	F	252
Tasmania	2016	55-64	Field of study inadequately described	M	315
Tasmania	2016	55-64	Field of study not stated	F	2937
Tasmania	2016	55-64	Field of study not stated	M	3156
Tasmania	2016	55-64	Food hospitality and personal services	F	899
Tasmania	2016	55-64	Food hospitality and personal services	M	707
Tasmania	2016	55-64	Health	F	3903
Tasmania	2016	55-64	Health	M	1106
Tasmania	2016	55-64	Information technology	F	144
Tasmania	2016	55-64	Information technology	M	336
Tasmania	2016	55-64	Management and commerce	F	3258
Tasmania	2016	55-64	Management and commerce	M	2302
Tasmania	2016	55-64	Mixed field programmes	F	61
Tasmania	2016	55-64	Mixed field programmes	M	63
Tasmania	2016	55-64	Natural and physical sciences	F	393
Tasmania	2016	55-64	Natural and physical sciences	M	718
Tasmania	2016	55-64	Society and culture	F	3792
Tasmania	2016	55-64	Society and culture	M	1528
Tasmania	2016	65-74	Agriculture environmental and related studies	F	94
Tasmania	2016	65-74	Agriculture environmental and related studies	M	458
Tasmania	2016	65-74	Architecture and building	F	36
Tasmania	2016	65-74	Architecture and building	M	1703
Tasmania	2016	65-74	Creative arts	F	425
Tasmania	2016	65-74	Creative arts	M	377
Tasmania	2016	65-74	Education	F	2263
Tasmania	2016	65-74	Education	M	984
Tasmania	2016	65-74	Engineering and related technologies	F	253
Tasmania	2016	65-74	Engineering and related technologies	M	4847
Tasmania	2016	65-74	Field of study inadequately described	F	127
Tasmania	2016	65-74	Field of study inadequately described	M	220
Tasmania	2016	65-74	Field of study not stated	F	3250
Tasmania	2016	65-74	Field of study not stated	M	3036
Tasmania	2016	65-74	Food hospitality and personal services	F	593
Tasmania	2016	65-74	Food hospitality and personal services	M	432
Tasmania	2016	65-74	Health	F	2445
Tasmania	2016	65-74	Health	M	607
Tasmania	2016	65-74	Information technology	F	79
Tasmania	2016	65-74	Information technology	M	131
Tasmania	2016	65-74	Management and commerce	F	1686
Tasmania	2016	65-74	Management and commerce	M	1546
Tasmania	2016	65-74	Mixed field programmes	F	94
Tasmania	2016	65-74	Mixed field programmes	M	69
Tasmania	2016	65-74	Natural and physical sciences	F	219
Tasmania	2016	65-74	Natural and physical sciences	M	580
Tasmania	2016	65-74	Society and culture	F	1745
Tasmania	2016	65-74	Society and culture	M	1132
Tasmania	2016	75-84	Agriculture environmental and related studies	F	27
Tasmania	2016	75-84	Agriculture environmental and related studies	M	214
Tasmania	2016	75-84	Architecture and building	F	5
Tasmania	2016	75-84	Architecture and building	M	915
Tasmania	2016	75-84	Creative arts	F	171
Tasmania	2016	75-84	Creative arts	M	125
Tasmania	2016	75-84	Education	F	1115
Tasmania	2016	75-84	Education	M	346
Tasmania	2016	75-84	Engineering and related technologies	F	159
Tasmania	2016	75-84	Engineering and related technologies	M	2383
Tasmania	2016	75-84	Field of study inadequately described	F	60
Tasmania	2016	75-84	Field of study inadequately described	M	96
Tasmania	2016	75-84	Field of study not stated	F	2556
Tasmania	2016	75-84	Field of study not stated	M	1999
Tasmania	2016	75-84	Food hospitality and personal services	F	160
Tasmania	2016	75-84	Food hospitality and personal services	M	183
Tasmania	2016	75-84	Health	F	1057
Tasmania	2016	75-84	Health	M	267
Tasmania	2016	75-84	Information technology	F	12
Tasmania	2016	75-84	Information technology	M	21
Tasmania	2016	75-84	Management and commerce	F	566
Tasmania	2016	75-84	Management and commerce	M	535
Tasmania	2016	75-84	Mixed field programmes	F	65
Tasmania	2016	75-84	Mixed field programmes	M	49
Tasmania	2016	75-84	Natural and physical sciences	F	69
Tasmania	2016	75-84	Natural and physical sciences	M	190
Tasmania	2016	75-84	Society and culture	F	419
Tasmania	2016	75-84	Society and culture	M	348
Tasmania	2016	85+	Agriculture environmental and related studies	F	7
Tasmania	2016	85+	Agriculture environmental and related studies	M	56
Tasmania	2016	85+	Architecture and building	F	5
Tasmania	2016	85+	Architecture and building	M	233
Tasmania	2016	85+	Creative arts	F	55
Tasmania	2016	85+	Creative arts	M	34
Tasmania	2016	85+	Education	F	330
Tasmania	2016	85+	Education	M	91
Tasmania	2016	85+	Engineering and related technologies	F	79
Tasmania	2016	85+	Engineering and related technologies	M	684
Tasmania	2016	85+	Field of study inadequately described	F	25
Tasmania	2016	85+	Field of study inadequately described	M	38
Tasmania	2016	85+	Field of study not stated	F	1370
Tasmania	2016	85+	Field of study not stated	M	761
Tasmania	2016	85+	Food hospitality and personal services	F	54
Tasmania	2016	85+	Food hospitality and personal services	M	34
Tasmania	2016	85+	Health	F	375
Tasmania	2016	85+	Health	M	93
Tasmania	2016	85+	Information technology	F	0
Tasmania	2016	85+	Information technology	M	4
Tasmania	2016	85+	Management and commerce	F	276
Tasmania	2016	85+	Management and commerce	M	166
Tasmania	2016	85+	Mixed field programmes	F	32
Tasmania	2016	85+	Mixed field programmes	M	23
Tasmania	2016	85+	Natural and physical sciences	F	27
Tasmania	2016	85+	Natural and physical sciences	M	67
Tasmania	2016	85+	Society and culture	F	122
Tasmania	2016	85+	Society and culture	M	89
Northern Territory	2006	15-19	Agriculture environmental and related studies	F	24
Northern Territory	2006	15-19	Agriculture environmental and related studies	M	56
Northern Territory	2006	15-19	Architecture and building	F	0
Northern Territory	2006	15-19	Architecture and building	M	36
Northern Territory	2006	15-19	Creative arts	F	18
Northern Territory	2006	15-19	Creative arts	M	17
Northern Territory	2006	15-19	Education	F	10
Northern Territory	2006	15-19	Education	M	3
Northern Territory	2006	15-19	Engineering and related technologies	F	12
Northern Territory	2006	15-19	Engineering and related technologies	M	118
Northern Territory	2006	15-19	Field of study inadequately described	F	6
Northern Territory	2006	15-19	Field of study inadequately described	M	17
Northern Territory	2006	15-19	Field of study not stated	F	1254
Northern Territory	2006	15-19	Field of study not stated	M	1450
Northern Territory	2006	15-19	Food hospitality and personal services	F	126
Northern Territory	2006	15-19	Food hospitality and personal services	M	54
