STE_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Australian Capital Territory	2006	15-19	Certificate I and II Level	F	191
Australian Capital Territory	2006	15-19	Certificate I and II Level	M	143
Australian Capital Territory	2006	15-19	Certificate III and IV Level	F	287
Australian Capital Territory	2006	15-19	Certificate III and IV Level	M	240
Australian Capital Territory	2006	15-19	Advanced Diploma and Diploma	F	66
Australian Capital Territory	2006	15-19	Advanced Diploma and Diploma	M	48
Australian Capital Territory	2006	15-19	Bachelor	F	15
Australian Capital Territory	2006	15-19	Bachelor	M	14
Australian Capital Territory	2006	15-19	Graduate Diploma and Graduate Certificate	F	0
Australian Capital Territory	2006	15-19	Graduate Diploma and Graduate Certificate	M	0
Australian Capital Territory	2006	15-19	Postgraduate	F	0
Australian Capital Territory	2006	15-19	Postgraduate	M	0
Australian Capital Territory	2006	20-24		F	987
Australian Capital Territory	2006	20-24		M	1226
Australian Capital Territory	2006	20-24	Certificate nfd	F	205
Australian Capital Territory	2006	20-24	Certificate nfd	M	158
Australian Capital Territory	2006	20-24	Certificate I and II Level	F	341
Australian Capital Territory	2006	20-24	Certificate I and II Level	M	294
Australian Capital Territory	2006	20-24	Certificate III and IV Level	F	1148
Australian Capital Territory	2006	20-24	Certificate III and IV Level	M	1498
Australian Capital Territory	2006	20-24	Advanced Diploma and Diploma	F	950
Australian Capital Territory	2006	20-24	Advanced Diploma and Diploma	M	860
Australian Capital Territory	2006	20-24	Bachelor	F	2956
Australian Capital Territory	2006	20-24	Bachelor	M	2213
Australian Capital Territory	2006	20-24	Graduate Diploma and Graduate Certificate	F	99
Australian Capital Territory	2006	20-24	Graduate Diploma and Graduate Certificate	M	37
Australian Capital Territory	2006	20-24	Postgraduate	F	100
Australian Capital Territory	2006	20-24	Postgraduate	M	87
Australian Capital Territory	2006	25-34		F	1820
Australian Capital Territory	2006	25-34		M	2182
Australian Capital Territory	2006	25-34	Certificate nfd	F	634
Australian Capital Territory	2006	25-34	Certificate nfd	M	321
Australian Capital Territory	2006	25-34	Certificate I and II Level	F	485
Australian Capital Territory	2006	25-34	Certificate I and II Level	M	286
Australian Capital Territory	2006	25-34	Certificate III and IV Level	F	2174
Australian Capital Territory	2006	25-34	Certificate III and IV Level	M	4175
Australian Capital Territory	2006	25-34	Advanced Diploma and Diploma	F	2472
Australian Capital Territory	2006	25-34	Advanced Diploma and Diploma	M	1905
Australian Capital Territory	2006	25-34	Bachelor	F	8470
Australian Capital Territory	2006	25-34	Bachelor	M	6639
Australian Capital Territory	2006	25-34	Graduate Diploma and Graduate Certificate	F	1198
Australian Capital Territory	2006	25-34	Graduate Diploma and Graduate Certificate	M	595
Australian Capital Territory	2006	25-34	Postgraduate	F	1756
Australian Capital Territory	2006	25-34	Postgraduate	M	1797
Australian Capital Territory	2006	35-44		F	1951
Australian Capital Territory	2006	35-44		M	1950
Australian Capital Territory	2006	35-44	Certificate nfd	F	765
Australian Capital Territory	2006	35-44	Certificate nfd	M	248
Australian Capital Territory	2006	35-44	Certificate I and II Level	F	309
Australian Capital Territory	2006	35-44	Certificate I and II Level	M	119
Australian Capital Territory	2006	35-44	Certificate III and IV Level	F	1665
Australian Capital Territory	2006	35-44	Certificate III and IV Level	M	4097
Australian Capital Territory	2006	35-44	Advanced Diploma and Diploma	F	2730
Australian Capital Territory	2006	35-44	Advanced Diploma and Diploma	M	2196
Australian Capital Territory	2006	35-44	Bachelor	F	6054
Australian Capital Territory	2006	35-44	Bachelor	M	5177
Australian Capital Territory	2006	35-44	Graduate Diploma and Graduate Certificate	F	1384
Australian Capital Territory	2006	35-44	Graduate Diploma and Graduate Certificate	M	950
Australian Capital Territory	2006	35-44	Postgraduate	F	2072
Australian Capital Territory	2006	35-44	Postgraduate	M	2749
Australian Capital Territory	2006	45-54		F	2177
Australian Capital Territory	2006	45-54		M	1764
Australian Capital Territory	2006	45-54	Certificate nfd	F	752
Australian Capital Territory	2006	45-54	Certificate nfd	M	292
Australian Capital Territory	2006	45-54	Certificate I and II Level	F	255
Australian Capital Territory	2006	45-54	Certificate I and II Level	M	94
Australian Capital Territory	2006	45-54	Certificate III and IV Level	F	1420
Australian Capital Territory	2006	45-54	Certificate III and IV Level	M	3558
Australian Capital Territory	2006	45-54	Advanced Diploma and Diploma	F	2767
Australian Capital Territory	2006	45-54	Advanced Diploma and Diploma	M	2067
Australian Capital Territory	2006	45-54	Bachelor	F	5195
Australian Capital Territory	2006	45-54	Bachelor	M	4799
Australian Capital Territory	2006	45-54	Graduate Diploma and Graduate Certificate	F	1523
Australian Capital Territory	2006	45-54	Graduate Diploma and Graduate Certificate	M	1218
Australian Capital Territory	2006	45-54	Postgraduate	F	1779
Australian Capital Territory	2006	45-54	Postgraduate	M	2919
Australian Capital Territory	2006	55-64		F	1846
Australian Capital Territory	2006	55-64		M	1464
Australian Capital Territory	2006	55-64	Certificate nfd	F	573
Australian Capital Territory	2006	55-64	Certificate nfd	M	266
Australian Capital Territory	2006	55-64	Certificate I and II Level	F	160
Australian Capital Territory	2006	55-64	Certificate I and II Level	M	70
Australian Capital Territory	2006	55-64	Certificate III and IV Level	F	755
Australian Capital Territory	2006	55-64	Certificate III and IV Level	M	2719
Australian Capital Territory	2006	55-64	Advanced Diploma and Diploma	F	1994
Australian Capital Territory	2006	55-64	Advanced Diploma and Diploma	M	1438
Australian Capital Territory	2006	55-64	Bachelor	F	2947
Australian Capital Territory	2006	55-64	Bachelor	M	3396
Australian Capital Territory	2006	55-64	Graduate Diploma and Graduate Certificate	F	947
Australian Capital Territory	2006	55-64	Graduate Diploma and Graduate Certificate	M	750
Australian Capital Territory	2006	55-64	Postgraduate	F	1019
Australian Capital Territory	2006	55-64	Postgraduate	M	2044
Australian Capital Territory	2006	65-74		F	1420
Australian Capital Territory	2006	65-74		M	991
Australian Capital Territory	2006	65-74	Certificate nfd	F	200
Australian Capital Territory	2006	65-74	Certificate nfd	M	112
Australian Capital Territory	2006	65-74	Certificate I and II Level	F	48
Australian Capital Territory	2006	65-74	Certificate I and II Level	M	41
Australian Capital Territory	2006	65-74	Certificate III and IV Level	F	263
Australian Capital Territory	2006	65-74	Certificate III and IV Level	M	1618
Australian Capital Territory	2006	65-74	Advanced Diploma and Diploma	F	911
Australian Capital Territory	2006	65-74	Advanced Diploma and Diploma	M	620
Australian Capital Territory	2006	65-74	Bachelor	F	1059
Australian Capital Territory	2006	65-74	Bachelor	M	1330
Australian Capital Territory	2006	65-74	Graduate Diploma and Graduate Certificate	F	211
Australian Capital Territory	2006	65-74	Graduate Diploma and Graduate Certificate	M	155
Australian Capital Territory	2006	65-74	Postgraduate	F	260
Australian Capital Territory	2006	65-74	Postgraduate	M	758
Australian Capital Territory	2006	75-84		F	1392
Australian Capital Territory	2006	75-84		M	824
Australian Capital Territory	2006	75-84	Certificate nfd	F	150
Australian Capital Territory	2006	75-84	Certificate nfd	M	50
Australian Capital Territory	2006	75-84	Certificate I and II Level	F	18
Australian Capital Territory	2006	75-84	Certificate I and II Level	M	8
Australian Capital Territory	2006	75-84	Certificate III and IV Level	F	160
Australian Capital Territory	2006	75-84	Certificate III and IV Level	M	834
Australian Capital Territory	2006	75-84	Advanced Diploma and Diploma	F	458
Australian Capital Territory	2006	75-84	Advanced Diploma and Diploma	M	333
Australian Capital Territory	2006	75-84	Bachelor	F	429
Australian Capital Territory	2006	75-84	Bachelor	M	678
Australian Capital Territory	2006	75-84	Graduate Diploma and Graduate Certificate	F	58
Australian Capital Territory	2006	75-84	Graduate Diploma and Graduate Certificate	M	41
Australian Capital Territory	2006	75-84	Postgraduate	F	82
Australian Capital Territory	2006	75-84	Postgraduate	M	353
Australian Capital Territory	2006	85+		F	621
Australian Capital Territory	2006	85+		M	294
Australian Capital Territory	2006	85+	Certificate nfd	F	40
Australian Capital Territory	2006	85+	Certificate nfd	M	10
Australian Capital Territory	2006	85+	Certificate I and II Level	F	5
Australian Capital Territory	2006	85+	Certificate I and II Level	M	0
Australian Capital Territory	2006	85+	Certificate III and IV Level	F	54
Australian Capital Territory	2006	85+	Certificate III and IV Level	M	141
Australian Capital Territory	2006	85+	Advanced Diploma and Diploma	F	151
Australian Capital Territory	2006	85+	Advanced Diploma and Diploma	M	89
Australian Capital Territory	2006	85+	Bachelor	F	117
Australian Capital Territory	2006	85+	Bachelor	M	158
Australian Capital Territory	2006	85+	Graduate Diploma and Graduate Certificate	F	9
Australian Capital Territory	2006	85+	Graduate Diploma and Graduate Certificate	M	8
Australian Capital Territory	2006	85+	Postgraduate	F	20
Australian Capital Territory	2006	85+	Postgraduate	M	58
Australian Capital Territory	2011	15-19		F	927
Australian Capital Territory	2011	15-19		M	1020
Australian Capital Territory	2011	15-19	Certificate nfd	F	44
Australian Capital Territory	2011	15-19	Certificate nfd	M	36
Australian Capital Territory	2011	15-19	Certificate I and II Level	F	203
Australian Capital Territory	2011	15-19	Certificate I and II Level	M	174
Australian Capital Territory	2011	15-19	Certificate III and IV Level	F	324
Australian Capital Territory	2011	15-19	Certificate III and IV Level	M	312
Australian Capital Territory	2011	15-19	Advanced Diploma and Diploma	F	79
Australian Capital Territory	2011	15-19	Advanced Diploma and Diploma	M	38
Australian Capital Territory	2011	15-19	Bachelor	F	10
Australian Capital Territory	2011	15-19	Bachelor	M	12
Australian Capital Territory	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Australian Capital Territory	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Australian Capital Territory	2011	15-19	Postgraduate	F	0
Australian Capital Territory	2011	15-19	Postgraduate	M	3
Australian Capital Territory	2011	20-24		F	1016
Australian Capital Territory	2011	20-24		M	1438
Australian Capital Territory	2011	20-24	Certificate nfd	F	175
Australian Capital Territory	2011	20-24	Certificate nfd	M	109
Australian Capital Territory	2011	20-24	Certificate I and II Level	F	317
Australian Capital Territory	2011	20-24	Certificate I and II Level	M	272
Australian Capital Territory	2011	20-24	Certificate III and IV Level	F	1455
Australian Capital Territory	2011	20-24	Certificate III and IV Level	M	2072
Australian Capital Territory	2011	20-24	Advanced Diploma and Diploma	F	973
Australian Capital Territory	2011	20-24	Advanced Diploma and Diploma	M	775
Australian Capital Territory	2011	20-24	Bachelor	F	3258
Australian Capital Territory	2011	20-24	Bachelor	M	2320
Australian Capital Territory	2011	20-24	Graduate Diploma and Graduate Certificate	F	116
Australian Capital Territory	2011	20-24	Graduate Diploma and Graduate Certificate	M	60
Australian Capital Territory	2011	20-24	Postgraduate	F	197
Australian Capital Territory	2011	20-24	Postgraduate	M	143
Australian Capital Territory	2011	25-34		F	1650
Australian Capital Territory	2011	25-34		M	2241
Australian Capital Territory	2011	25-34	Certificate nfd	F	333
Australian Capital Territory	2011	25-34	Certificate nfd	M	246
Australian Capital Territory	2011	25-34	Certificate I and II Level	F	438
Australian Capital Territory	2011	25-34	Certificate I and II Level	M	295
Australian Capital Territory	2011	25-34	Certificate III and IV Level	F	2696
Australian Capital Territory	2011	25-34	Certificate III and IV Level	M	4773
Australian Capital Territory	2011	25-34	Advanced Diploma and Diploma	F	2797
Australian Capital Territory	2011	25-34	Advanced Diploma and Diploma	M	2451
Australian Capital Territory	2011	25-34	Bachelor	F	10751
Australian Capital Territory	2011	25-34	Bachelor	M	8325
Australian Capital Territory	2011	25-34	Graduate Diploma and Graduate Certificate	F	1489
Australian Capital Territory	2011	25-34	Graduate Diploma and Graduate Certificate	M	728
Australian Capital Territory	2011	25-34	Postgraduate	F	3113
Australian Capital Territory	2011	25-34	Postgraduate	M	3053
Australian Capital Territory	2011	35-44		F	1472
Australian Capital Territory	2011	35-44		M	1822
Australian Capital Territory	2011	35-44	Certificate nfd	F	602
Australian Capital Territory	2011	35-44	Certificate nfd	M	258
Australian Capital Territory	2011	35-44	Certificate I and II Level	F	349
Australian Capital Territory	2011	35-44	Certificate I and II Level	M	159
Australian Capital Territory	2011	35-44	Certificate III and IV Level	F	2304
Australian Capital Territory	2011	35-44	Certificate III and IV Level	M	4420
Australian Capital Territory	2011	35-44	Advanced Diploma and Diploma	F	3288
Australian Capital Territory	2011	35-44	Advanced Diploma and Diploma	M	2706
Australian Capital Territory	2011	35-44	Bachelor	F	7351
Australian Capital Territory	2011	35-44	Bachelor	M	6038
Australian Capital Territory	2011	35-44	Graduate Diploma and Graduate Certificate	F	1649
Australian Capital Territory	2011	35-44	Graduate Diploma and Graduate Certificate	M	1063
Australian Capital Territory	2011	35-44	Postgraduate	F	3060
Australian Capital Territory	2011	35-44	Postgraduate	M	3610
Australian Capital Territory	2011	45-54		F	1587
Australian Capital Territory	2011	45-54		M	1558
Australian Capital Territory	2011	45-54	Certificate nfd	F	651
Australian Capital Territory	2011	45-54	Certificate nfd	M	219
Australian Capital Territory	2011	45-54	Certificate I and II Level	F	288
Australian Capital Territory	2011	45-54	Certificate I and II Level	M	115
Australian Capital Territory	2011	45-54	Certificate III and IV Level	F	1833
Australian Capital Territory	2011	45-54	Certificate III and IV Level	M	3919
Australian Capital Territory	2011	45-54	Advanced Diploma and Diploma	F	3149
Australian Capital Territory	2011	45-54	Advanced Diploma and Diploma	M	2413
Australian Capital Territory	2011	45-54	Bachelor	F	5700
Australian Capital Territory	2011	45-54	Bachelor	M	4790
Australian Capital Territory	2011	45-54	Graduate Diploma and Graduate Certificate	F	1627
Australian Capital Territory	2011	45-54	Graduate Diploma and Graduate Certificate	M	1235
Australian Capital Territory	2011	45-54	Postgraduate	F	2422
Australian Capital Territory	2011	45-54	Postgraduate	M	3463
Australian Capital Territory	2011	55-64		F	1641
Australian Capital Territory	2011	55-64		M	1291
Australian Capital Territory	2011	55-64	Certificate nfd	F	646
Australian Capital Territory	2011	55-64	Certificate nfd	M	270
Australian Capital Territory	2011	55-64	Certificate I and II Level	F	203
Australian Capital Territory	2011	55-64	Certificate I and II Level	M	92
Australian Capital Territory	2011	55-64	Certificate III and IV Level	F	1061
Australian Capital Territory	2011	55-64	Certificate III and IV Level	M	2920
Australian Capital Territory	2011	55-64	Advanced Diploma and Diploma	F	2420
Australian Capital Territory	2011	55-64	Advanced Diploma and Diploma	M	1778
Australian Capital Territory	2011	55-64	Bachelor	F	3852
Australian Capital Territory	2011	55-64	Bachelor	M	3974
Australian Capital Territory	2011	55-64	Graduate Diploma and Graduate Certificate	F	1307
Australian Capital Territory	2011	55-64	Graduate Diploma and Graduate Certificate	M	1007
Australian Capital Territory	2011	55-64	Postgraduate	F	1566
Australian Capital Territory	2011	55-64	Postgraduate	M	2633
Australian Capital Territory	2011	65-74		F	1434
Australian Capital Territory	2011	65-74		M	979
Australian Capital Territory	2011	65-74	Certificate nfd	F	294
Australian Capital Territory	2011	65-74	Certificate nfd	M	152
Australian Capital Territory	2011	65-74	Certificate I and II Level	F	87
Australian Capital Territory	2011	65-74	Certificate I and II Level	M	48
Australian Capital Territory	2011	65-74	Certificate III and IV Level	F	402
Australian Capital Territory	2011	65-74	Certificate III and IV Level	M	1767
Australian Capital Territory	2011	65-74	Advanced Diploma and Diploma	F	1199
Australian Capital Territory	2011	65-74	Advanced Diploma and Diploma	M	870
Australian Capital Territory	2011	65-74	Bachelor	F	1739
Australian Capital Territory	2011	65-74	Bachelor	M	1994
Australian Capital Territory	2011	65-74	Graduate Diploma and Graduate Certificate	F	422
Australian Capital Territory	2011	65-74	Graduate Diploma and Graduate Certificate	M	301
Australian Capital Territory	2011	65-74	Postgraduate	F	511
Australian Capital Territory	2011	65-74	Postgraduate	M	1223
Australian Capital Territory	2011	75-84		F	1341
Australian Capital Territory	2011	75-84		M	764
Australian Capital Territory	2011	75-84	Certificate nfd	F	119
Australian Capital Territory	2011	75-84	Certificate nfd	M	68
Australian Capital Territory	2011	75-84	Certificate I and II Level	F	31
Australian Capital Territory	2011	75-84	Certificate I and II Level	M	13
Australian Capital Territory	2011	75-84	Certificate III and IV Level	F	196
Australian Capital Territory	2011	75-84	Certificate III and IV Level	M	948
Australian Capital Territory	2011	75-84	Advanced Diploma and Diploma	F	486
Australian Capital Territory	2011	75-84	Advanced Diploma and Diploma	M	369
Australian Capital Territory	2011	75-84	Bachelor	F	618
Australian Capital Territory	2011	75-84	Bachelor	M	789
Australian Capital Territory	2011	75-84	Graduate Diploma and Graduate Certificate	F	81
Australian Capital Territory	2011	75-84	Graduate Diploma and Graduate Certificate	M	47
Australian Capital Territory	2011	75-84	Postgraduate	F	131
Australian Capital Territory	2011	75-84	Postgraduate	M	458
Australian Capital Territory	2011	85+		F	961
Australian Capital Territory	2011	85+		M	376
Australian Capital Territory	2011	85+	Certificate nfd	F	63
Australian Capital Territory	2011	85+	Certificate nfd	M	9
Australian Capital Territory	2011	85+	Certificate I and II Level	F	9
Australian Capital Territory	2011	85+	Certificate I and II Level	M	6
Australian Capital Territory	2011	85+	Certificate III and IV Level	F	58
Australian Capital Territory	2011	85+	Certificate III and IV Level	M	246
Australian Capital Territory	2011	85+	Advanced Diploma and Diploma	F	196
Australian Capital Territory	2011	85+	Advanced Diploma and Diploma	M	101
Australian Capital Territory	2011	85+	Bachelor	F	172
Australian Capital Territory	2011	85+	Bachelor	M	256
Australian Capital Territory	2011	85+	Graduate Diploma and Graduate Certificate	F	13
Australian Capital Territory	2011	85+	Graduate Diploma and Graduate Certificate	M	8
Australian Capital Territory	2011	85+	Postgraduate	F	26
Australian Capital Territory	2011	85+	Postgraduate	M	114
Australian Capital Territory	2016	15-19		F	727
Australian Capital Territory	2016	15-19		M	715
Australian Capital Territory	2016	15-19	Certificate nfd	F	56
Australian Capital Territory	2016	15-19	Certificate nfd	M	33
Australian Capital Territory	2016	15-19	Certificate I and II Level	F	201
Australian Capital Territory	2016	15-19	Certificate I and II Level	M	154
Australian Capital Territory	2016	15-19	Certificate III and IV Level	F	362
Australian Capital Territory	2016	15-19	Certificate III and IV Level	M	330
Australian Capital Territory	2016	15-19	Advanced Diploma and Diploma	F	85
Australian Capital Territory	2016	15-19	Advanced Diploma and Diploma	M	49
Australian Capital Territory	2016	15-19	Bachelor	F	18
Australian Capital Territory	2016	15-19	Bachelor	M	13
Australian Capital Territory	2016	15-19	Graduate Diploma and Graduate Certificate	F	3
Australian Capital Territory	2016	15-19	Graduate Diploma and Graduate Certificate	M	4
Australian Capital Territory	2016	15-19	Postgraduate	F	0
Australian Capital Territory	2016	15-19	Postgraduate	M	3
Australian Capital Territory	2016	20-24		F	1021
Australian Capital Territory	2016	20-24		M	1209
Australian Capital Territory	2016	20-24	Certificate nfd	F	169
Australian Capital Territory	2016	20-24	Certificate nfd	M	115
Australian Capital Territory	2016	20-24	Certificate I and II Level	F	265
Australian Capital Territory	2016	20-24	Certificate I and II Level	M	258
Australian Capital Territory	2016	20-24	Certificate III and IV Level	F	1596
Australian Capital Territory	2016	20-24	Certificate III and IV Level	M	1929
Australian Capital Territory	2016	20-24	Advanced Diploma and Diploma	F	946
Australian Capital Territory	2016	20-24	Advanced Diploma and Diploma	M	680
Australian Capital Territory	2016	20-24	Bachelor	F	3565
Australian Capital Territory	2016	20-24	Bachelor	M	2623
Australian Capital Territory	2016	20-24	Graduate Diploma and Graduate Certificate	F	155
Australian Capital Territory	2016	20-24	Graduate Diploma and Graduate Certificate	M	77
Australian Capital Territory	2016	20-24	Postgraduate	F	251
Australian Capital Territory	2016	20-24	Postgraduate	M	132
Australian Capital Territory	2016	25-34		F	2274
Australian Capital Territory	2016	25-34		M	2722
Australian Capital Territory	2016	25-34	Certificate nfd	F	293
Australian Capital Territory	2016	25-34	Certificate nfd	M	260
Australian Capital Territory	2016	25-34	Certificate I and II Level	F	333
Australian Capital Territory	2016	25-34	Certificate I and II Level	M	313
Australian Capital Territory	2016	25-34	Certificate III and IV Level	F	3182
Australian Capital Territory	2016	25-34	Certificate III and IV Level	M	5481
Australian Capital Territory	2016	25-34	Advanced Diploma and Diploma	F	3226
Australian Capital Territory	2016	25-34	Advanced Diploma and Diploma	M	2838
Australian Capital Territory	2016	25-34	Bachelor	F	12068
Australian Capital Territory	2016	25-34	Bachelor	M	9152
Australian Capital Territory	2016	25-34	Graduate Diploma and Graduate Certificate	F	1814
Australian Capital Territory	2016	25-34	Graduate Diploma and Graduate Certificate	M	997
Australian Capital Territory	2016	25-34	Postgraduate	F	4632
Australian Capital Territory	2016	25-34	Postgraduate	M	3841
Australian Capital Territory	2016	35-44		F	1799
Australian Capital Territory	2016	35-44		M	2183
Australian Capital Territory	2016	35-44	Certificate nfd	F	512
Australian Capital Territory	2016	35-44	Certificate nfd	M	341
Australian Capital Territory	2016	35-44	Certificate I and II Level	F	316
Australian Capital Territory	2016	35-44	Certificate I and II Level	M	181
Australian Capital Territory	2016	35-44	Certificate III and IV Level	F	2688
Australian Capital Territory	2016	35-44	Certificate III and IV Level	M	4428
Australian Capital Territory	2016	35-44	Advanced Diploma and Diploma	F	3489
Australian Capital Territory	2016	35-44	Advanced Diploma and Diploma	M	3090
Australian Capital Territory	2016	35-44	Bachelor	F	9038
Australian Capital Territory	2016	35-44	Bachelor	M	7037
Australian Capital Territory	2016	35-44	Graduate Diploma and Graduate Certificate	F	1904
Australian Capital Territory	2016	35-44	Graduate Diploma and Graduate Certificate	M	1103
Australian Capital Territory	2016	35-44	Postgraduate	F	4650
Australian Capital Territory	2016	35-44	Postgraduate	M	5105
Australian Capital Territory	2016	45-54		F	1708
Australian Capital Territory	2016	45-54		M	1884
Australian Capital Territory	2016	45-54	Certificate nfd	F	734
Australian Capital Territory	2016	45-54	Certificate nfd	M	303
Australian Capital Territory	2016	45-54	Certificate I and II Level	F	260
Australian Capital Territory	2016	45-54	Certificate I and II Level	M	125
Australian Capital Territory	2016	45-54	Certificate III and IV Level	F	2260
Australian Capital Territory	2016	45-54	Certificate III and IV Level	M	3957
Australian Capital Territory	2016	45-54	Advanced Diploma and Diploma	F	3381
Australian Capital Territory	2016	45-54	Advanced Diploma and Diploma	M	2788
Australian Capital Territory	2016	45-54	Bachelor	F	6138
Australian Capital Territory	2016	45-54	Bachelor	M	5093
Australian Capital Territory	2016	45-54	Graduate Diploma and Graduate Certificate	F	1749
Australian Capital Territory	2016	45-54	Graduate Diploma and Graduate Certificate	M	1212
Australian Capital Territory	2016	45-54	Postgraduate	F	3196
Australian Capital Territory	2016	45-54	Postgraduate	M	3943
Australian Capital Territory	2016	55-64		F	1772
Australian Capital Territory	2016	55-64		M	1476
Australian Capital Territory	2016	55-64	Certificate nfd	F	793
Australian Capital Territory	2016	55-64	Certificate nfd	M	310
Australian Capital Territory	2016	55-64	Certificate I and II Level	F	221
Australian Capital Territory	2016	55-64	Certificate I and II Level	M	75
Australian Capital Territory	2016	55-64	Certificate III and IV Level	F	1532
Australian Capital Territory	2016	55-64	Certificate III and IV Level	M	3003
Australian Capital Territory	2016	55-64	Advanced Diploma and Diploma	F	2631
Australian Capital Territory	2016	55-64	Advanced Diploma and Diploma	M	2015
Australian Capital Territory	2016	55-64	Bachelor	F	4569
Australian Capital Territory	2016	55-64	Bachelor	M	4095
Australian Capital Territory	2016	55-64	Graduate Diploma and Graduate Certificate	F	1456
Australian Capital Territory	2016	55-64	Graduate Diploma and Graduate Certificate	M	1168
Australian Capital Territory	2016	55-64	Postgraduate	F	2027
Australian Capital Territory	2016	55-64	Postgraduate	M	3037
Australian Capital Territory	2016	65-74		F	1648
Australian Capital Territory	2016	65-74		M	1308
Australian Capital Territory	2016	65-74	Certificate nfd	F	695
Australian Capital Territory	2016	65-74	Certificate nfd	M	258
Australian Capital Territory	2016	65-74	Certificate I and II Level	F	140
Australian Capital Territory	2016	65-74	Certificate I and II Level	M	45
Australian Capital Territory	2016	65-74	Certificate III and IV Level	F	618
Australian Capital Territory	2016	65-74	Certificate III and IV Level	M	2089
Australian Capital Territory	2016	65-74	Advanced Diploma and Diploma	F	1727
Australian Capital Territory	2016	65-74	Advanced Diploma and Diploma	M	1227
Australian Capital Territory	2016	65-74	Bachelor	F	2650
Australian Capital Territory	2016	65-74	Bachelor	M	2849
Australian Capital Territory	2016	65-74	Graduate Diploma and Graduate Certificate	F	847
Australian Capital Territory	2016	65-74	Graduate Diploma and Graduate Certificate	M	594
Australian Capital Territory	2016	65-74	Postgraduate	F	986
Australian Capital Territory	2016	65-74	Postgraduate	M	1857
Australian Capital Territory	2016	75-84		F	1323
Australian Capital Territory	2016	75-84		M	952
Australian Capital Territory	2016	75-84	Certificate nfd	F	281
Australian Capital Territory	2016	75-84	Certificate nfd	M	100
Australian Capital Territory	2016	75-84	Certificate I and II Level	F	51
Australian Capital Territory	2016	75-84	Certificate I and II Level	M	21
Australian Capital Territory	2016	75-84	Certificate III and IV Level	F	200
Australian Capital Territory	2016	75-84	Certificate III and IV Level	M	1137
Australian Capital Territory	2016	75-84	Advanced Diploma and Diploma	F	755
Australian Capital Territory	2016	75-84	Advanced Diploma and Diploma	M	446
Australian Capital Territory	2016	75-84	Bachelor	F	1023
Australian Capital Territory	2016	75-84	Bachelor	M	1101
Australian Capital Territory	2016	75-84	Graduate Diploma and Graduate Certificate	F	173
Australian Capital Territory	2016	75-84	Graduate Diploma and Graduate Certificate	M	105
Australian Capital Territory	2016	75-84	Postgraduate	F	244
Australian Capital Territory	2016	75-84	Postgraduate	M	665
Australian Capital Territory	2016	85+		F	1119
Australian Capital Territory	2016	85+		M	499
Australian Capital Territory	2016	85+	Certificate nfd	F	115
Australian Capital Territory	2016	85+	Certificate nfd	M	39
Australian Capital Territory	2016	85+	Certificate I and II Level	F	27
Australian Capital Territory	2016	85+	Certificate I and II Level	M	13
Australian Capital Territory	2016	85+	Certificate III and IV Level	F	86
Australian Capital Territory	2016	85+	Certificate III and IV Level	M	344
Australian Capital Territory	2016	85+	Advanced Diploma and Diploma	F	234
Australian Capital Territory	2016	85+	Advanced Diploma and Diploma	M	163
Australian Capital Territory	2016	85+	Bachelor	F	278
Australian Capital Territory	2016	85+	Bachelor	M	373
Australian Capital Territory	2016	85+	Graduate Diploma and Graduate Certificate	F	26
Australian Capital Territory	2016	85+	Graduate Diploma and Graduate Certificate	M	19
Australian Capital Territory	2016	85+	Postgraduate	F	44
Australian Capital Territory	2016	85+	Postgraduate	M	190
Other Territories	2006	15-19		F	7
Other Territories	2006	15-19		M	15
Other Territories	2006	15-19	Certificate nfd	F	0
Other Territories	2006	15-19	Certificate nfd	M	0
Other Territories	2006	15-19	Certificate I and II Level	F	3
Other Territories	2006	15-19	Certificate I and II Level	M	0
Other Territories	2006	15-19	Certificate III and IV Level	F	0
Other Territories	2006	15-19	Certificate III and IV Level	M	0
Other Territories	2006	15-19	Advanced Diploma and Diploma	F	0
Other Territories	2006	15-19	Advanced Diploma and Diploma	M	0
Other Territories	2006	15-19	Bachelor	F	0
Other Territories	2006	15-19	Bachelor	M	0
Other Territories	2006	15-19	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2006	15-19	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	15-19	Postgraduate	F	0
Other Territories	2006	15-19	Postgraduate	M	0
Other Territories	2006	20-24		F	11
Other Territories	2006	20-24		M	23
Other Territories	2006	20-24	Certificate nfd	F	3
Other Territories	2006	20-24	Certificate nfd	M	0
Other Territories	2006	20-24	Certificate I and II Level	F	6
Other Territories	2006	20-24	Certificate I and II Level	M	0
Other Territories	2006	20-24	Certificate III and IV Level	F	9
Other Territories	2006	20-24	Certificate III and IV Level	M	7
Other Territories	2006	20-24	Advanced Diploma and Diploma	F	3
Other Territories	2006	20-24	Advanced Diploma and Diploma	M	3
Other Territories	2006	20-24	Bachelor	F	10
Other Territories	2006	20-24	Bachelor	M	5
Other Territories	2006	20-24	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2006	20-24	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	20-24	Postgraduate	F	4
Other Territories	2006	20-24	Postgraduate	M	0
Other Territories	2006	25-34		F	18
