SA2_MAINCODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
209021205,11,53,85,125,210,69,44,0,0,16,57,80,100,180,22,9,0,0,17,54,47,63,109,1732,1751,239,250,1864,2017,3841,4011,7855
209021207,90,240,328,427,750,184,113,6,3,82,252,277,362,640,127,63,0,4,100,360,225,428,652,4093,4095,934,976,4743,5401,9771,10470,20245
209021208,80,226,378,457,832,232,124,5,5,81,197,313,324,637,143,53,3,0,103,281,247,333,586,4195,4224,751,798,3913,4196,8860,9221,18086
209021428,54,126,197,237,440,102,59,3,4,38,156,142,215,359,63,23,3,3,60,150,126,176,298,2703,2700,962,1015,3588,3974,7251,7697,14946
209021429,35,93,143,178,314,78,40,3,0,26,87,109,128,232,48,22,4,4,41,96,95,123,209,1944,1963,572,635,1889,2186,4399,4790,9191
209031209,29,112,210,225,437,68,49,4,4,24,86,101,138,237,31,11,0,0,24,93,58,102,166,4796,4859,630,690,2746,3232,8179,8779,16955
209031210,4,11,22,19,47,7,0,0,0,4,18,11,21,34,0,0,0,0,7,8,5,15,18,629,639,160,172,450,495,1247,1305,2551
209031211,14,11,33,19,49,5,3,0,0,7,10,15,7,25,4,3,0,0,7,3,10,7,19,652,649,222,213,496,435,1376,1293,2671
209031212,9,15,63,46,113,17,10,0,0,11,7,30,20,49,18,11,0,0,10,26,25,33,59,999,1004,195,195,677,651,1874,1850,3715
209031213,12,23,83,73,155,35,19,0,0,11,34,48,58,109,16,4,0,0,12,27,34,36,64,2055,2089,235,238,1176,1193,3466,3510,6985
209031214,5,18,57,49,108,22,10,0,0,4,14,27,23,49,16,4,0,0,12,22,23,33,59,1352,1380,257,260,800,774,2405,2409,4817
209031215,15,40,94,91,183,33,27,0,0,9,38,50,66,114,24,12,0,0,11,52,37,60,100,2689,2726,455,472,1817,1992,4966,5188,10153
209041216,13,48,52,86,144,31,25,0,0,4,50,39,80,117,30,13,0,0,19,48,48,59,106,1375,1396,169,175,1171,1354,2718,2919,5642
209041217,22,55,107,116,223,64,28,3,0,21,38,85,65,152,20,9,0,0,17,50,37,55,94,1154,1152,150,141,1189,1177,2495,2472,4969
209041219,53,187,357,435,789,240,130,5,0,57,196,299,323,626,95,44,4,0,54,142,148,193,339,4398,4394,447,451,3694,3843,8546,8691,17237
209041220,22,83,137,163,301,84,34,0,3,18,62,101,103,207,20,9,0,0,18,59,42,66,106,3577,3627,432,429,2737,2968,6742,7025,13769
209041221,9,67,88,117,208,50,36,0,0,16,46,70,81,153,22,6,0,0,12,42,35,47,81,2304,2311,303,307,1842,2090,4452,4709,9155
209041223,71,177,354,419,772,212,115,3,0,67,160,281,276,558,85,20,4,0,74,154,156,174,329,3940,3977,395,403,3584,3580,7920,7958,15878
209041224,20,38,84,86,167,35,20,3,0,15,27,51,48,98,15,3,0,0,10,41,25,46,71,2776,2804,741,766,2014,2006,5527,5581,11107
209041225,24,46,104,97,195,47,26,0,0,21,56,64,84,145,16,6,0,0,16,47,36,56,88,1463,1472,292,301,1075,1187,2828,2959,5789
209041430,13,30,80,60,139,27,12,0,0,3,29,30,46,78,7,7,0,0,12,23,22,29,45,3828,3863,841,902,1909,2551,6584,7311,13893
209041431,23,53,106,107,208,59,43,0,0,14,51,74,95,171,23,11,0,0,15,42,41,56,97,2454,2474,337,332,1950,2074,4744,4886,9627
209041432,22,32,77,68,146,29,20,3,0,12,21,43,46,86,18,7,0,0,12,32,32,41,69,1550,1555,199,200,1339,1419,3093,3176,6264
209041433,3,25,23,41,67,12,3,0,0,3,18,15,23,34,6,0,0,0,0,4,6,10,13,2152,2181,218,227,1209,1362,3580,3769,7348
209041434,8,44,66,73,132,26,11,0,0,7,29,27,45,71,10,4,0,0,3,12,16,23,40,2938,2956,698,692,1656,2134,5298,5791,11083
209041435,3,15,49,35,83,11,7,0,0,3,22,21,30,52,5,3,0,0,6,8,14,12,21,2434,2458,324,319,1324,1513,4076,4287,8364
209041436,17,59,99,116,209,40,21,0,0,7,55,44,75,124,16,6,0,0,14,35,35,39,76,2272,2290,322,329,1519,1870,4105,4483,8592
209041437,3,14,28,28,51,13,3,0,0,7,6,11,7,27,5,0,0,0,0,11,5,12,15,1909,1901,230,238,859,959,2997,3095,6090
210011226,25,70,122,168,283,80,48,0,0,17,94,106,145,246,66,31,0,0,38,91,102,116,218,1334,1353,272,287,1179,1411,2783,3046,5833
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,36,55,162,138,297,76,38,0,4,19,68,93,113,210,56,32,0,0,30,92,87,121,202,1810,1820,207,208,1160,1309,3174,3342,6515
210011229,91,277,566,648,1216,310,170,6,0,68,244,392,414,804,143,41,0,0,91,223,235,263,501,5386,5427,607,598,3587,4294,9577,10320,19898
210011230,6,57,67,112,181,38,37,3,0,19,62,57,98,154,41,26,0,0,27,103,72,128,205,1274,1286,240,227,947,1267,2468,2783,5252
210011231,17,45,104,115,218,65,42,3,0,18,57,79,104,179,60,27,0,0,30,96,86,125,214,1932,1958,213,221,1243,1436,3391,3608,7008
210021232,24,37,135,116,252,50,20,0,0,11,47,57,71,128,25,12,0,0,22,53,46,61,108,2568,2626,425,428,1306,1535,4307,4592,8902
210021233,11,9,48,35,84,18,14,0,0,6,12,20,18,38,9,3,0,0,5,9,14,14,27,700,699,143,117,343,354,1188,1168,2358
210021234,9,14,36,39,77,7,8,0,0,8,4,13,14,33,10,7,0,0,13,17,22,22,45,823,833,142,148,431,537,1393,1520,2910
210021235,23,32,108,90,199,40,26,3,0,20,32,60,60,115,28,13,0,0,19,31,41,44,84,1756,1788,389,396,1152,1125,3301,3310,6607
210031236,20,51,84,110,193,43,28,0,0,21,63,59,93,153,45,18,0,0,17,87,67,102,164,1184,1192,357,370,1175,1258,2727,2822,5548
210031237,41,135,191,280,473,154,79,3,4,38,152,197,239,434,98,35,0,0,63,171,158,207,365,2402,2405,245,249,2334,2154,4982,4805,9784
210031239,52,174,218,311,530,132,120,3,0,63,213,200,334,531,134,66,3,0,100,315,238,379,623,4028,4044,927,946,3484,4020,8438,9013,17451
210031438,49,192,239,335,571,147,100,0,3,65,202,208,307,510,104,42,3,0,81,226,192,275,464,3754,3774,581,592,3789,3812,8125,8172,16301
210031439,9,24,41,48,92,21,16,0,0,3,22,25,42,72,15,4,0,0,11,26,23,31,50,573,578,100,104,311,418,990,1101,2086
210031440,12,88,95,172,271,72,37,0,0,16,81,96,121,218,36,18,0,0,33,63,72,73,149,1026,1027,158,175,849,1044,2033,2244,4274
210041240,15,57,102,114,219,47,24,3,0,19,41,68,68,133,29,13,3,0,16,47,52,64,115,2417,2470,431,468,1673,1799,4523,4738,9258
210041241,61,145,249,287,540,117,80,4,4,46,145,165,229,389,71,36,7,0,46,156,120,196,317,4501,4538,1168,1174,3689,4494,9358,10206,19565
210051242,37,88,108,145,252,51,29,3,0,34,86,88,122,210,36,14,0,0,32,87,74,104,172,1881,1881,206,216,2595,2327,4689,4425,9113
210051243,37,130,217,237,453,96,56,3,0,44,129,148,186,334,43,12,0,0,39,82,84,98,178,2650,2669,204,199,2882,2841,5737,5715,11451
210051245,47,116,252,236,484,102,59,0,0,40,100,144,157,303,46,17,0,3,36,89,86,104,193,3327,3350,456,470,2714,3148,6502,6966,13470
210051246,21,28,141,88,225,45,22,0,0,8,48,52,66,115,21,12,3,0,11,31,34,39,74,3549,3557,321,319,2250,2288,6118,6159,12281
210051247,16,45,94,84,183,31,11,3,0,15,37,46,49,96,10,0,0,0,11,32,17,37,49,2496,2488,203,215,2456,2589,5151,5293,10449
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,3,9,8,20,26,45
210051249,21,67,78,105,180,42,18,0,0,10,35,51,51,98,20,9,0,0,9,37,28,44,74,3947,3985,294,292,3100,3460,7341,7730,15071
210051250,25,68,99,117,218,30,16,3,0,11,43,41,61,99,25,8,3,0,16,44,43,56,93,1062,1071,229,229,1145,1247,2435,2541,4980
210051441,17,30,52,47,100,16,13,0,0,11,35,27,43,69,10,6,0,0,6,19,17,23,39,1438,1426,250,260,1358,1308,3048,2999,6049
210051442,4,16,26,26,53,16,3,0,0,8,13,22,23,39,0,0,0,0,0,10,3,13,10,2176,2192,258,257,1331,1424,3763,3877,7638
210051443,19,47,58,71,132,21,8,3,0,13,32,30,41,76,3,3,0,0,6,28,10,27,42,3052,3047,415,401,2331,2407,5799,5859,11653
210051444,8,32,46,53,98,15,14,0,0,3,17,18,32,50,11,3,0,0,3,12,11,10,23,2739,2741,367,374,1460,1722,4566,4838,9403
210051445,5,0,21,8,30,5,3,0,0,8,6,17,11,28,3,0,0,0,4,10,6,10,12,663,667,147,154,423,412,1230,1231,2464
211011251,48,101,182,191,370,61,38,0,0,32,92,93,135,227,33,13,0,0,24,77,60,90,154,2099,2116,431,422,1888,2144,4410,4678,9092
211011254,27,80,180,182,359,84,41,4,4,20,50,99,97,195,30,12,0,0,21,52,48,61,107,3074,3092,426,438,2071,2318,5570,5845,11411
211011255,8,18,45,40,80,10,5,0,0,4,12,9,12,22,6,3,0,0,8,15,14,12,25,1410,1433,148,152,849,914,2408,2499,4905
211011256,18,83,136,176,311,62,32,5,3,10,78,77,110,190,41,25,0,0,19,91,66,111,180,3144,3160,401,413,2229,2536,5772,6110,11882
211011257,14,35,77,90,166,43,29,0,0,3,42,48,72,120,25,12,0,0,12,32,43,50,88,1764,1776,167,170,976,1166,2905,3114,6018
211011258,31,41,116,101,220,52,37,0,0,11,36,63,69,135,25,4,0,0,7,33,36,39,74,2401,2425,205,219,1372,1504,3982,4141,8124
211011259,36,87,155,178,336,64,44,0,0,29,53,98,101,196,56,29,3,0,34,109,88,141,229,2933,2961,318,331,1878,2199,5137,5487,10628
211011260,32,147,204,266,462,118,82,0,0,44,154,157,235,392,104,54,0,0,54,220,154,277,435,3785,3823,312,318,2551,3234,6650,7373,14025
211011446,60,173,277,336,620,105,82,3,0,63,158,176,239,420,78,27,3,0,53,161,134,192,321,3752,3767,890,900,3262,3934,7906,8601,16511
211011447,52,115,201,205,405,70,41,3,0,33,107,106,148,251,37,21,0,0,35,120,72,141,211,2368,2370,561,576,2109,2424,5042,5369,10405
211011448,32,71,142,151,297,68,35,0,0,26,39,92,77,168,31,19,0,0,27,46,53,64,123,2768,2787,549,558,2091,2291,5411,5635,11043
211011449,5,11,32,32,58,16,12,0,0,9,11,26,24,48,4,0,0,0,6,12,14,13,33,763,777,220,227,560,574,1547,1578,3121
211021261,36,118,217,274,497,115,71,0,0,37,93,159,161,320,71,25,0,0,44,133,113,157,270,3410,3477,295,285,2065,2381,5770,6150,11917
211021262,27,34,108,91,202,53,25,0,0,10,29,62,54,115,14,5,0,0,11,28,29,40,64,2124,2186,213,219,1331,1291,3669,3703,7374
211031263,18,39,67,78,147,34,24,5,0,17,45,55,72,126,21,8,0,0,16,45,32,58,87,2052,2073,407,417,1752,1923,4215,4413,8630
211031265,30,61,161,157,313,64,47,0,0,24,48,90,94,184,40,16,0,0,23,57,66,73,136,3726,3794,466,490,2356,2553,6546,6843,13385
211031266,47,148,164,244,408,109,74,3,0,54,124,163,203,365,61,33,0,0,44,186,107,224,329,2973,3003,609,587,2525,3077,6106,6670,12774
211031267,65,131,225,278,506,142,84,0,0,48,134,189,218,414,68,36,0,0,62,158,132,191,320,3806,3854,625,623,2748,3313,7179,7781,14959
211031268,16,47,129,142,269,62,27,0,0,11,30,72,57,128,27,14,0,0,13,40,40,56,101,2060,2071,237,235,1146,1297,3438,3599,7036
211031450,40,136,156,233,391,84,61,3,0,40,124,123,187,311,54,25,0,0,36,132,94,153,248,2435,2455,624,643,2102,2915,5162,6012,11179
211031451,37,149,169,275,447,100,71,0,0,40,135,141,207,346,72,34,0,0,47,183,123,218,338,2444,2465,415,435,1722,2486,4579,5387,9966
211031452,13,29,49,71,122,26,19,0,0,10,29,37,46,84,18,7,0,0,7,20,21,27,48,919,921,167,166,573,775,1655,1865,3521
211041269,30,137,164,255,418,98,62,0,0,31,104,131,169,300,69,34,0,0,39,120,108,153,263,2072,2093,237,235,1541,1951,3848,4289,8135
211041270,42,137,183,259,441,104,65,3,5,31,92,141,158,300,59,29,3,0,50,139,109,163,272,3193,3219,486,500,2127,2653,5811,6376,12186
211041271,34,92,138,183,313,73,60,0,0,28,90,99,155,256,77,30,0,0,50,121,124,154,276,2272,2277,324,323,1679,1913,4276,4512,8788
211041272,34,77,174,179,353,56,40,0,3,22,73,85,117,202,31,10,0,0,25,73,56,85,144,2191,2203,212,215,1324,1546,3720,3975,7698
211041273,26,97,214,214,428,96,59,7,6,20,83,128,149,270,49,20,0,0,26,90,71,111,187,2691,2742,148,155,1503,1931,4338,4831,9169
211051274,24,28,82,76,163,33,23,4,0,15,21,44,43,84,15,4,4,0,11,21,30,23,54,1840,1859,459,456,1346,1362,3647,3679,7322
211051275,27,60,117,144,261,62,23,0,0,13,53,73,83,153,31,18,0,0,23,63,56,78,134,1986,1988,344,338,1309,1494,3632,3827,7460
211051276,41,114,196,207,403,78,39,6,0,32,88,115,126,242,35,17,0,0,27,86,62,104,161,2418,2428,582,599,1736,2064,4734,5092,9831
211051277,31,73,129,146,271,45,29,0,0,16,68,61,95,156,31,16,0,0,45,107,74,118,192,1561,1575,373,385,1209,1544,3145,3499,6646
211051278,46,133,210,254,466,116,76,0,8,41,111,153,195,343,70,32,0,0,44,125,114,152,274,3501,3527,681,676,2465,3008,6643,7209,13858
211051279,4,28,48,54,103,28,22,0,0,7,25,35,51,84,20,10,0,0,13,47,39,57,95,1089,1107,217,222,737,767,2053,2093,4146
211051280,24,44,66,76,145,36,17,0,0,7,39,45,55,98,21,12,0,0,21,42,44,51,92,1249,1253,280,290,827,951,2363,2495,4853
211051281,43,121,206,236,441,93,65,3,3,24,92,121,158,281,42,21,3,0,46,90,94,116,204,4031,4088,799,822,3123,3427,7952,8340,16294
211051282,24,34,121,71,193,33,19,0,0,10,30,39,56,96,19,12,0,0,14,48,31,60,90,1863,1876,472,461,1163,1239,3502,3583,7081
211051283,18,60,91,109,192,34,18,3,0,12,27,44,48,86,19,8,0,0,14,41,31,45,77,1776,1787,441,439,1302,1357,3518,3582,7094
211051284,25,41,81,66,143,11,10,3,0,17,29,27,42,70,14,6,0,0,19,33,35,39,72,1708,1730,458,482,1357,1459,3526,3671,7195
211051285,18,39,83,80,169,30,13,0,0,18,27,47,38,85,19,6,0,0,11,39,34,45,77,1494,1505,296,328,918,1005,2713,2828,5543
211051286,50,93,157,190,348,72,42,0,0,43,73,114,116,231,49,9,0,0,29,84,82,95,177,2548,2563,800,828,2365,2505,5716,5902,11614
212011287,14,41,88,93,174,27,13,3,0,13,23,40,34,80,11,4,0,3,10,22,26,25,56,2516,2539,458,485,1633,1799,4607,4829,9431
212011288,20,42,95,90,186,39,19,0,0,27,38,66,57,124,21,8,0,0,22,48,41,60,103,1644,1658,308,325,1114,1140,3064,3126,6193
212011289,46,63,170,139,313,55,36,0,3,26,42,81,73,155,40,21,3,0,30,64,68,83,151,3393,3421,732,764,2283,2182,6415,6369,12779
212011290,21,46,95,90,183,42,28,0,0,13,34,57,64,118,23,9,0,0,12,46,41,54,95,1299,1320,333,338,960,990,2590,2649,5240
212011291,34,65,132,139,266,65,36,3,0,19,48,83,80,164,27,19,3,0,26,72,51,91,148,2813,2837,952,986,2206,2814,5973,6637,12611
212011292,56,145,243,279,525,113,83,0,0,48,110,167,193,357,67,32,0,0,36,123,108,156,256,4768,4797,1115,1156,3372,4242,9249,10196,19447
212021293,50,196,339,418,755,167,123,7,0,51,206,221,328,550,117,58,0,0,83,251,202,306,515,4582,4616,609,625,2887,3884,8081,9125,17202
212021294,19,60,120,116,236,47,26,3,0,19,45,68,74,142,23,4,0,0,19,37,43,41,79,5045,5102,706,736,2914,3293,8665,9135,17799
212021295,45,108,120,166,287,52,53,0,0,23,96,79,144,221,33,9,0,0,34,87,64,96,166,1668,1667,243,246,2407,1996,4320,3903,8223
212021297,28,56,105,95,201,46,34,0,3,23,56,69,89,159,22,13,0,0,14,55,40,68,106,2000,2016,238,245,1658,1767,3898,4025,7925
212021299,11,34,65,77,141,43,18,0,0,10,20,56,46,98,14,3,3,0,7,27,28,36,61,1705,1715,147,141,1020,1004,2875,2863,5738
212021453,11,47,92,95,192,52,23,0,0,13,44,61,69,133,30,10,0,0,6,46,36,61,101,2381,2382,268,277,1799,1841,4451,4499,8949
212021454,23,64,142,138,281,59,24,5,3,13,57,82,85,161,26,4,0,3,20,57,49,64,114,2839,2843,278,272,1996,2033,5114,5145,10254
212021455,16,53,105,130,233,43,19,3,0,13,38,64,66,131,20,5,0,0,8,47,36,61,94,2594,2623,381,394,1993,2078,4973,5097,10071
212021456,36,60,105,112,219,48,25,0,0,21,58,64,83,144,24,5,0,0,25,73,50,79,126,2478,2504,464,476,2176,2214,5121,5188,10306
212031300,51,123,156,200,362,65,37,0,0,33,89,101,128,225,38,29,0,0,48,100,81,128,212,3168,3182,711,724,3184,3319,7065,7223,14286
212031301,30,105,140,200,343,103,71,0,0,27,94,128,165,300,51,22,3,3,32,87,92,116,203,4947,4968,985,989,2314,3038,8248,8998,17244
212031302,29,43,97,99,193,35,16,0,0,10,35,43,47,96,11,7,0,0,16,28,28,38,69,3624,3640,629,647,2584,2684,6834,6979,13810
212031303,22,40,81,90,165,35,24,0,0,17,43,53,65,116,17,6,0,0,21,43,40,48,88,1693,1719,367,378,1055,1088,3115,3179,6294
212031304,25,41,60,60,118,17,12,0,0,6,15,25,29,57,12,5,0,0,6,15,21,21,37,2660,2668,618,638,1902,1921,5181,5234,10413
212031305,44,99,157,180,333,62,29,3,0,28,81,92,107,198,31,9,0,0,20,78,50,88,140,4442,4435,597,594,4166,3950,9212,8975,18188
212031306,13,27,41,53,98,15,12,0,0,3,15,15,24,41,7,3,0,0,7,15,13,25,39,3151,3166,328,338,1561,1664,5040,5169,10206
212031308,23,24,76,58,137,29,22,0,0,10,17,41,34,74,12,7,0,0,19,28,29,33,63,1401,1409,330,357,1052,1012,2784,2776,5557
212031457,8,32,77,80,157,36,14,0,0,7,24,43,38,78,14,4,0,0,10,20,21,30,52,2694,2718,278,295,1685,1789,4662,4803,9466
212031458,21,45,79,80,160,24,18,5,0,15,35,43,57,96,9,3,0,0,9,28,17,29,46,3097,3124,431,447,2238,2403,5770,5971,11739
212041309,32,87,188,184,375,96,54,0,0,24,83,115,140,255,53,15,0,0,26,73,78,92,170,2372,2384,203,211,1949,2042,4533,4635,9169
212041310,32,85,190,204,394,89,54,0,0,23,110,109,161,266,49,15,0,0,28,92,76,105,181,2417,2445,281,273,2362,2144,5062,4858,9918
212041311,85,207,255,358,612,148,91,7,3,52,189,206,287,490,97,34,10,3,75,224,175,265,443,4822,4803,466,460,6482,4688,11776,9949,21724
212041312,61,148,285,299,585,150,76,6,3,29,156,186,233,413,68,23,3,0,46,146,119,171,285,4175,4165,418,454,3862,3751,8459,8376,16830
212041313,31,84,142,172,316,85,52,0,0,22,73,111,121,238,63,27,0,0,32,89,92,118,209,2200,2215,244,249,1377,1547,3823,4010,7835
212041314,42,113,239,211,449,97,65,4,0,39,117,138,187,322,54,24,0,4,33,138,84,157,240,5255,5294,575,602,3770,4093,9602,9987,19588
212041316,26,64,115,123,243,47,28,0,0,17,38,65,62,128,28,18,0,0,5,48,37,60,101,1412,1411,156,156,1288,1347,2855,2917,5770
212041317,76,141,286,298,581,131,80,3,0,54,173,195,253,444,115,50,3,0,87,209,204,265,467,3686,3673,367,359,4575,4088,8631,8120,16750
212041318,26,71,124,138,267,69,28,7,0,16,53,82,80,164,19,13,0,0,23,68,41,78,122,2273,2286,207,211,2263,2432,4744,4927,9669
212041459,54,82,123,124,253,53,45,0,0,29,78,85,119,205,40,16,3,0,27,76,67,87,161,2079,2059,291,301,2349,2142,4727,4504,9229
212041460,56,141,200,246,445,97,46,0,0,46,120,139,167,306,46,20,0,0,33,118,83,139,221,3187,3197,323,328,3451,3478,6958,7002,13964
212051319,39,120,171,241,406,113,54,3,0,42,125,156,186,341,73,41,0,0,48,130,123,168,292,3085,3098,546,549,2933,3358,6564,7012,13573
212051320,34,100,118,190,310,90,54,4,0,36,99,124,146,279,72,20,0,0,51,124,124,145,264,2610,2622,482,476,5086,4890,8182,7994,16174
212051321,47,194,389,447,839,193,129,3,0,31,172,232,305,538,127,53,3,3,80,211,211,265,477,4684,4781,251,247,3030,3434,7964,8464,16424
212051322,50,147,296,370,661,175,86,0,0,48,134,222,224,445,103,44,0,0,47,155,147,201,348,3822,3884,289,301,3069,3478,7185,7656,14838
212051323,49,107,268,325,591,191,132,0,0,43,133,241,265,506,133,61,0,0,62,153,192,212,401,3245,3261,255,260,2280,2663,5782,6183,11963
212051324,41,139,260,346,604,172,130,0,3,52,184,221,320,537,159,69,0,0,73,176,225,246,474,3746,3794,361,364,2625,3032,6729,7183,13913
212051325,53,122,319,294,613,145,82,4,0,30,110,186,191,379,68,27,0,0,27,115,97,141,241,4040,4062,385,404,2783,2949,7208,7414,14623
212051326,58,145,247,302,546,139,74,0,0,54,154,199,228,425,93,47,3,0,66,202,162,252,412,3798,3826,623,635,3532,3774,7960,8229,16189
212051327,42,152,385,407,787,187,108,0,0,50,163,247,269,513,112,59,0,0,62,219,182,280,455,4541,4598,272,286,2566,3082,7377,7962,15339
213011328,39,61,81,84,171,27,19,0,0,18,55,49,71,117,17,12,0,0,22,64,37,78,119,1124,1121,233,231,1758,1376,3118,2730,5851
213011329,3,22,34,33,69,7,10,0,0,0,31,7,38,51,9,4,0,0,5,22,18,30,42,1828,1816,191,193,1452,1602,3464,3611,7081
213011330,54,103,206,189,395,51,29,0,0,34,71,85,100,179,35,20,3,0,28,81,59,99,157,4557,4569,705,675,3820,4066,9080,9307,18392
213011331,12,38,61,60,118,20,4,0,0,15,33,32,42,74,7,7,0,0,4,21,9,26,33,1506,1522,194,193,1376,1584,3082,3294,6378
213011332,31,72,175,162,335,69,43,5,0,25,55,98,97,196,40,10,0,0,15,45,49,51,104,2630,2649,284,298,2152,2214,5070,5166,10238
213011333,17,65,123,133,256,44,22,0,0,27,65,79,87,166,26,8,0,0,15,41,36,50,86,2410,2423,293,295,2393,2523,5090,5244,10334
213011334,65,182,238,311,557,132,81,3,0,46,148,185,230,412,59,21,0,0,54,153,118,174,291,3204,3215,438,430,3859,3917,7499,7562,15065
213011335,42,126,215,252,467,100,36,4,4,42,102,142,143,286,43,16,0,0,35,112,80,127,203,2780,2798,296,316,3434,3315,6515,6430,12946
213011336,20,45,67,89,155,33,27,0,0,17,58,53,88,147,46,14,0,0,18,88,63,108,173,1473,1478,278,294,1976,1656,3725,3431,7151
213011337,26,66,133,149,278,76,40,0,0,29,100,99,138,245,48,22,0,3,28,114,81,135,210,1851,1867,243,249,2252,2304,4349,4424,8771
213011338,48,154,280,310,582,141,84,3,4,50,106,194,194,392,65,30,0,0,27,100,97,132,224,3176,3181,429,427,3476,3467,7086,7071,14159
213011339,17,44,56,71,126,14,9,0,0,10,26,28,39,62,6,0,0,0,5,18,15,24,37,2107,2108,304,313,1820,1957,4227,4376,8608
213011340,25,95,133,160,297,66,45,3,0,14,58,83,100,182,35,16,0,0,23,78,61,94,153,3803,3827,345,330,2697,2722,6840,6880,13720
213021341,41,99,176,209,389,92,65,0,0,53,140,143,208,360,64,35,0,0,67,170,130,199,331,2250,2287,539,529,1851,2227,4639,5046,9683
213021342,47,117,174,215,391,73,40,0,0,31,120,108,160,268,46,21,0,0,22,79,67,99,164,3387,3405,681,692,3001,3402,7074,7499,14571
213021343,45,163,230,328,556,147,89,0,0,67,160,214,252,460,81,36,3,3,51,147,135,190,327,2271,2293,486,484,2269,2473,5026,5252,10277
213021344,36,76,122,138,259,69,42,0,0,28,86,93,132,221,44,17,0,0,47,117,94,136,229,2947,2974,933,981,2336,2625,6216,6580,12791
213021345,3,17,42,28,73,12,5,0,0,0,20,10,27,36,8,0,0,0,4,18,14,18,27,999,1012,153,171,633,703,1780,1894,3674
213021346,44,108,144,178,326,47,38,3,0,39,94,88,129,221,56,29,0,0,54,158,105,188,295,2818,2870,539,569,2040,2424,5393,5862,11258
213031347,42,108,122,153,280,43,31,5,0,43,101,84,134,224,37,20,0,0,34,120,73,139,207,2516,2518,599,597,3685,3727,6803,6844,13647
213031348,44,69,97,107,206,32,25,0,0,27,60,57,81,140,34,5,0,0,26,82,60,87,147,1850,1869,923,848,3743,3188,6517,5903,12415
213031349,8,41,60,76,137,22,24,0,0,13,42,41,62,99,29,9,0,0,19,56,49,67,114,2010,2035,560,512,2100,2243,4667,4789,9455
213031350,20,49,62,86,144,31,19,0,0,18,35,49,56,106,19,12,0,0,26,41,47,59,102,1359,1374,625,617,1362,1467,3345,3452,6798
213031351,31,56,82,91,172,32,28,0,0,25,67,60,93,149,33,16,0,0,29,70,63,87,151,1681,1692,569,565,2185,1947,4433,4207,8637
213031352,27,78,110,155,264,59,50,0,0,29,84,90,129,217,47,15,0,0,43,115,90,128,219,2291,2320,961,955,1984,2385,5237,5665,10896
213041353,48,122,190,227,415,82,47,4,0,36,108,116,155,275,57,26,0,0,34,118,91,146,233,3530,3585,846,862,2658,3112,7038,7558,14599
213041355,14,47,74,86,158,29,15,0,0,3,32,36,42,77,10,0,0,0,5,29,15,35,49,4043,4081,572,594,2421,2673,7037,7353,14381
213041356,50,100,168,171,342,49,27,0,0,33,69,84,99,178,24,7,0,0,32,82,52,87,145,2892,2928,714,720,2925,3257,6531,6911,13443
213041357,39,88,129,152,283,56,39,3,0,35,84,91,123,213,24,15,3,0,28,67,59,82,135,3708,3741,905,945,3185,3587,7803,8269,16073
213041358,26,49,102,85,189,36,24,6,0,15,25,58,48,107,13,7,0,0,11,33,27,42,69,2745,2770,732,748,2323,2707,5792,6229,12023
213041359,8,10,21,16,37,5,3,4,0,4,3,10,4,18,0,0,0,0,0,4,3,3,9,271,278,61,58,357,272,689,604,1295
213041360,18,60,85,96,183,35,29,0,0,7,40,45,67,114,18,9,0,0,11,37,26,43,72,3936,3974,376,387,1987,2227,6301,6587,12889
213041461,14,32,45,62,110,23,10,0,0,5,34,32,47,76,15,14,3,0,20,44,36,61,96,916,919,123,130,632,756,1670,1802,3471
213041462,3,9,12,13,31,4,4,0,0,0,10,6,11,14,3,0,0,0,0,4,3,6,8,1164,1176,128,124,657,753,1953,2048,3999
213041463,19,50,99,95,193,28,8,0,3,10,39,41,50,89,3,3,0,0,4,24,11,29,41,3783,3808,501,525,2322,2680,6607,7018,13624
213051361,22,76,105,132,243,44,32,4,3,20,51,68,82,151,33,15,0,0,15,60,46,73,119,3586,3586,536,531,2955,3063,7076,7179,14259
213051362,43,104,193,191,382,55,47,0,0,25,75,81,129,206,29,11,3,0,32,88,68,96,167,3585,3617,542,544,2993,3224,7117,7381,14502
