SA4_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Adelaide - Central and Hills	2016	35-44	Advanced Diploma and Diploma	F	2116
Adelaide - Central and Hills	2016	35-44	Advanced Diploma and Diploma	M	1737
Adelaide - Central and Hills	2016	35-44	Bachelor	F	6661
Adelaide - Central and Hills	2016	35-44	Bachelor	M	5107
Adelaide - Central and Hills	2016	35-44	Graduate Diploma and Graduate Certificate	F	947
Adelaide - Central and Hills	2016	35-44	Graduate Diploma and Graduate Certificate	M	555
Adelaide - Central and Hills	2016	35-44	Postgraduate	F	2402
Adelaide - Central and Hills	2016	35-44	Postgraduate	M	2217
Adelaide - Central and Hills	2016	45-54		F	1302
Adelaide - Central and Hills	2016	45-54		M	1449
Adelaide - Central and Hills	2016	45-54	Certificate nfd	F	504
Adelaide - Central and Hills	2016	45-54	Certificate nfd	M	311
Adelaide - Central and Hills	2016	45-54	Certificate I and II Level	F	209
Adelaide - Central and Hills	2016	45-54	Certificate I and II Level	M	112
Adelaide - Central and Hills	2016	45-54	Certificate III and IV Level	F	2053
Adelaide - Central and Hills	2016	45-54	Certificate III and IV Level	M	3790
Adelaide - Central and Hills	2016	45-54	Advanced Diploma and Diploma	F	2839
Adelaide - Central and Hills	2016	45-54	Advanced Diploma and Diploma	M	2111
Adelaide - Central and Hills	2016	45-54	Bachelor	F	4961
Adelaide - Central and Hills	2016	45-54	Bachelor	M	4215
Adelaide - Central and Hills	2016	45-54	Graduate Diploma and Graduate Certificate	F	1071
Adelaide - Central and Hills	2016	45-54	Graduate Diploma and Graduate Certificate	M	664
Adelaide - Central and Hills	2016	45-54	Postgraduate	F	1816
Adelaide - Central and Hills	2016	45-54	Postgraduate	M	2104
Adelaide - Central and Hills	2016	55-64		F	1420
Adelaide - Central and Hills	2016	55-64		M	1368
Adelaide - Central and Hills	2016	55-64	Certificate nfd	F	557
Adelaide - Central and Hills	2016	55-64	Certificate nfd	M	369
Adelaide - Central and Hills	2016	55-64	Certificate I and II Level	F	170
Adelaide - Central and Hills	2016	55-64	Certificate I and II Level	M	71
Adelaide - Central and Hills	2016	55-64	Certificate III and IV Level	F	1384
Adelaide - Central and Hills	2016	55-64	Certificate III and IV Level	M	3171
Adelaide - Central and Hills	2016	55-64	Advanced Diploma and Diploma	F	2639
Adelaide - Central and Hills	2016	55-64	Advanced Diploma and Diploma	M	1837
Adelaide - Central and Hills	2016	55-64	Bachelor	F	3965
Adelaide - Central and Hills	2016	55-64	Bachelor	M	3665
Adelaide - Central and Hills	2016	55-64	Graduate Diploma and Graduate Certificate	F	1108
Adelaide - Central and Hills	2016	55-64	Graduate Diploma and Graduate Certificate	M	671
Adelaide - Central and Hills	2016	55-64	Postgraduate	F	1408
Adelaide - Central and Hills	2016	55-64	Postgraduate	M	1663
Adelaide - Central and Hills	2016	65-74		F	1547
Adelaide - Central and Hills	2016	65-74		M	1200
Adelaide - Central and Hills	2016	65-74	Certificate nfd	F	423
Adelaide - Central and Hills	2016	65-74	Certificate nfd	M	339
Adelaide - Central and Hills	2016	65-74	Certificate I and II Level	F	104
Adelaide - Central and Hills	2016	65-74	Certificate I and II Level	M	57
Adelaide - Central and Hills	2016	65-74	Certificate III and IV Level	F	731
Adelaide - Central and Hills	2016	65-74	Certificate III and IV Level	M	2119
Adelaide - Central and Hills	2016	65-74	Advanced Diploma and Diploma	F	1815
Adelaide - Central and Hills	2016	65-74	Advanced Diploma and Diploma	M	1422
Adelaide - Central and Hills	2016	65-74	Bachelor	F	2382
Adelaide - Central and Hills	2016	65-74	Bachelor	M	2606
Adelaide - Central and Hills	2016	65-74	Graduate Diploma and Graduate Certificate	F	609
Adelaide - Central and Hills	2016	65-74	Graduate Diploma and Graduate Certificate	M	402
Adelaide - Central and Hills	2016	65-74	Postgraduate	F	766
Adelaide - Central and Hills	2016	65-74	Postgraduate	M	1211
Adelaide - Central and Hills	2016	75-84		F	1280
Adelaide - Central and Hills	2016	75-84		M	846
Adelaide - Central and Hills	2016	75-84	Certificate nfd	F	176
Adelaide - Central and Hills	2016	75-84	Certificate nfd	M	162
Adelaide - Central and Hills	2016	75-84	Certificate I and II Level	F	42
Adelaide - Central and Hills	2016	75-84	Certificate I and II Level	M	11
Adelaide - Central and Hills	2016	75-84	Certificate III and IV Level	F	226
Adelaide - Central and Hills	2016	75-84	Certificate III and IV Level	M	1241
Adelaide - Central and Hills	2016	75-84	Advanced Diploma and Diploma	F	733
Adelaide - Central and Hills	2016	75-84	Advanced Diploma and Diploma	M	556
Adelaide - Central and Hills	2016	75-84	Bachelor	F	843
Adelaide - Central and Hills	2016	75-84	Bachelor	M	841
Adelaide - Central and Hills	2016	75-84	Graduate Diploma and Graduate Certificate	F	149
Adelaide - Central and Hills	2016	75-84	Graduate Diploma and Graduate Certificate	M	100
Adelaide - Central and Hills	2016	75-84	Postgraduate	F	190
Adelaide - Central and Hills	2016	75-84	Postgraduate	M	496
Adelaide - Central and Hills	2016	85+		F	1058
Adelaide - Central and Hills	2016	85+		M	508
Adelaide - Central and Hills	2016	85+	Certificate nfd	F	112
Adelaide - Central and Hills	2016	85+	Certificate nfd	M	51
Adelaide - Central and Hills	2016	85+	Certificate I and II Level	F	4
Adelaide - Central and Hills	2016	85+	Certificate I and II Level	M	6
Adelaide - Central and Hills	2016	85+	Certificate III and IV Level	F	112
Adelaide - Central and Hills	2016	85+	Certificate III and IV Level	M	445
Adelaide - Central and Hills	2016	85+	Advanced Diploma and Diploma	F	362
Adelaide - Central and Hills	2016	85+	Advanced Diploma and Diploma	M	189
Adelaide - Central and Hills	2016	85+	Bachelor	F	340
Adelaide - Central and Hills	2016	85+	Bachelor	M	348
Adelaide - Central and Hills	2016	85+	Graduate Diploma and Graduate Certificate	F	32
Adelaide - Central and Hills	2016	85+	Graduate Diploma and Graduate Certificate	M	20
Adelaide - Central and Hills	2016	85+	Postgraduate	F	30
Adelaide - Central and Hills	2016	85+	Postgraduate	M	152
Adelaide - North	2006	15-19		F	1449
Adelaide - North	2006	15-19		M	1530
Adelaide - North	2006	15-19	Certificate nfd	F	86
Adelaide - North	2006	15-19	Certificate nfd	M	47
Adelaide - North	2006	15-19	Certificate I and II Level	F	338
Adelaide - North	2006	15-19	Certificate I and II Level	M	181
Adelaide - North	2006	15-19	Certificate III and IV Level	F	410
Adelaide - North	2006	15-19	Certificate III and IV Level	M	489
Adelaide - North	2006	15-19	Advanced Diploma and Diploma	F	53
Adelaide - North	2006	15-19	Advanced Diploma and Diploma	M	25
Adelaide - North	2006	15-19	Bachelor	F	8
Adelaide - North	2006	15-19	Bachelor	M	10
Adelaide - North	2006	15-19	Graduate Diploma and Graduate Certificate	F	0
Adelaide - North	2006	15-19	Graduate Diploma and Graduate Certificate	M	0
Adelaide - North	2006	15-19	Postgraduate	F	0
Adelaide - North	2006	15-19	Postgraduate	M	0
Adelaide - North	2006	20-24		F	1059
Adelaide - North	2006	20-24		M	1328
Adelaide - North	2006	20-24	Certificate nfd	F	314
Adelaide - North	2006	20-24	Certificate nfd	M	150
Adelaide - North	2006	20-24	Certificate I and II Level	F	681
Adelaide - North	2006	20-24	Certificate I and II Level	M	351
Adelaide - North	2006	20-24	Certificate III and IV Level	F	1904
Adelaide - North	2006	20-24	Certificate III and IV Level	M	2338
Adelaide - North	2006	20-24	Advanced Diploma and Diploma	F	630
Adelaide - North	2006	20-24	Advanced Diploma and Diploma	M	412
Adelaide - North	2006	20-24	Bachelor	F	1307
Adelaide - North	2006	20-24	Bachelor	M	878
Adelaide - North	2006	20-24	Graduate Diploma and Graduate Certificate	F	26
Adelaide - North	2006	20-24	Graduate Diploma and Graduate Certificate	M	16
Adelaide - North	2006	20-24	Postgraduate	F	28
Adelaide - North	2006	20-24	Postgraduate	M	59
Adelaide - North	2006	25-34		F	2177
Adelaide - North	2006	25-34		M	2358
Adelaide - North	2006	25-34	Certificate nfd	F	879
Adelaide - North	2006	25-34	Certificate nfd	M	378
Adelaide - North	2006	25-34	Certificate I and II Level	F	701
Adelaide - North	2006	25-34	Certificate I and II Level	M	400
Adelaide - North	2006	25-34	Certificate III and IV Level	F	3179
Adelaide - North	2006	25-34	Certificate III and IV Level	M	5912
Adelaide - North	2006	25-34	Advanced Diploma and Diploma	F	1942
Adelaide - North	2006	25-34	Advanced Diploma and Diploma	M	1316
Adelaide - North	2006	25-34	Bachelor	F	3630
Adelaide - North	2006	25-34	Bachelor	M	2457
Adelaide - North	2006	25-34	Graduate Diploma and Graduate Certificate	F	329
Adelaide - North	2006	25-34	Graduate Diploma and Graduate Certificate	M	134
Adelaide - North	2006	25-34	Postgraduate	F	338
Adelaide - North	2006	25-34	Postgraduate	M	375
Adelaide - North	2006	35-44		F	2554
Adelaide - North	2006	35-44		M	2731
Adelaide - North	2006	35-44	Certificate nfd	F	742
Adelaide - North	2006	35-44	Certificate nfd	M	320
Adelaide - North	2006	35-44	Certificate I and II Level	F	480
Adelaide - North	2006	35-44	Certificate I and II Level	M	233
Adelaide - North	2006	35-44	Certificate III and IV Level	F	2821
Adelaide - North	2006	35-44	Certificate III and IV Level	M	7064
Adelaide - North	2006	35-44	Advanced Diploma and Diploma	F	2286
Adelaide - North	2006	35-44	Advanced Diploma and Diploma	M	1808
Adelaide - North	2006	35-44	Bachelor	F	2247
Adelaide - North	2006	35-44	Bachelor	M	1763
Adelaide - North	2006	35-44	Graduate Diploma and Graduate Certificate	F	395
Adelaide - North	2006	35-44	Graduate Diploma and Graduate Certificate	M	231
Adelaide - North	2006	35-44	Postgraduate	F	300
Adelaide - North	2006	35-44	Postgraduate	M	427
Adelaide - North	2006	45-54		F	2470
Adelaide - North	2006	45-54		M	2291
Adelaide - North	2006	45-54	Certificate nfd	F	547
Adelaide - North	2006	45-54	Certificate nfd	M	367
Adelaide - North	2006	45-54	Certificate I and II Level	F	285
Adelaide - North	2006	45-54	Certificate I and II Level	M	141
Adelaide - North	2006	45-54	Certificate III and IV Level	F	2181
Adelaide - North	2006	45-54	Certificate III and IV Level	M	6397
Adelaide - North	2006	45-54	Advanced Diploma and Diploma	F	2068
Adelaide - North	2006	45-54	Advanced Diploma and Diploma	M	1814
Adelaide - North	2006	45-54	Bachelor	F	1870
Adelaide - North	2006	45-54	Bachelor	M	1494
Adelaide - North	2006	45-54	Graduate Diploma and Graduate Certificate	F	371
Adelaide - North	2006	45-54	Graduate Diploma and Graduate Certificate	M	283
Adelaide - North	2006	45-54	Postgraduate	F	232
Adelaide - North	2006	45-54	Postgraduate	M	409
Adelaide - North	2006	55-64		F	2389
Adelaide - North	2006	55-64		M	2004
Adelaide - North	2006	55-64	Certificate nfd	F	356
Adelaide - North	2006	55-64	Certificate nfd	M	281
Adelaide - North	2006	55-64	Certificate I and II Level	F	134
Adelaide - North	2006	55-64	Certificate I and II Level	M	87
Adelaide - North	2006	55-64	Certificate III and IV Level	F	1052
Adelaide - North	2006	55-64	Certificate III and IV Level	M	5415
Adelaide - North	2006	55-64	Advanced Diploma and Diploma	F	1183
Adelaide - North	2006	55-64	Advanced Diploma and Diploma	M	1374
Adelaide - North	2006	55-64	Bachelor	F	1061
Adelaide - North	2006	55-64	Bachelor	M	967
Adelaide - North	2006	55-64	Graduate Diploma and Graduate Certificate	F	179
Adelaide - North	2006	55-64	Graduate Diploma and Graduate Certificate	M	171
Adelaide - North	2006	55-64	Postgraduate	F	124
Adelaide - North	2006	55-64	Postgraduate	M	251
Adelaide - North	2006	65-74		F	2427
Adelaide - North	2006	65-74		M	1670
Adelaide - North	2006	65-74	Certificate nfd	F	160
Adelaide - North	2006	65-74	Certificate nfd	M	128
Adelaide - North	2006	65-74	Certificate I and II Level	F	43
Adelaide - North	2006	65-74	Certificate I and II Level	M	32
Adelaide - North	2006	65-74	Certificate III and IV Level	F	429
Adelaide - North	2006	65-74	Certificate III and IV Level	M	3399
Adelaide - North	2006	65-74	Advanced Diploma and Diploma	F	413
Adelaide - North	2006	65-74	Advanced Diploma and Diploma	M	523
Adelaide - North	2006	65-74	Bachelor	F	375
Adelaide - North	2006	65-74	Bachelor	M	331
Adelaide - North	2006	65-74	Graduate Diploma and Graduate Certificate	F	65
Adelaide - North	2006	65-74	Graduate Diploma and Graduate Certificate	M	47
Adelaide - North	2006	65-74	Postgraduate	F	35
Adelaide - North	2006	65-74	Postgraduate	M	109
Adelaide - North	2006	75-84		F	2407
Adelaide - North	2006	75-84		M	1601
Adelaide - North	2006	75-84	Certificate nfd	F	53
Adelaide - North	2006	75-84	Certificate nfd	M	56
Adelaide - North	2006	75-84	Certificate I and II Level	F	13
Adelaide - North	2006	75-84	Certificate I and II Level	M	13
Adelaide - North	2006	75-84	Certificate III and IV Level	F	228
Adelaide - North	2006	75-84	Certificate III and IV Level	M	1570
Adelaide - North	2006	75-84	Advanced Diploma and Diploma	F	195
Adelaide - North	2006	75-84	Advanced Diploma and Diploma	M	230
Adelaide - North	2006	75-84	Bachelor	F	158
Adelaide - North	2006	75-84	Bachelor	M	169
Adelaide - North	2006	75-84	Graduate Diploma and Graduate Certificate	F	13
Adelaide - North	2006	75-84	Graduate Diploma and Graduate Certificate	M	22
Adelaide - North	2006	75-84	Postgraduate	F	8
Adelaide - North	2006	75-84	Postgraduate	M	27
Adelaide - North	2006	85+		F	982
Adelaide - North	2006	85+		M	439
Adelaide - North	2006	85+	Certificate nfd	F	15
Adelaide - North	2006	85+	Certificate nfd	M	11
Adelaide - North	2006	85+	Certificate I and II Level	F	7
Adelaide - North	2006	85+	Certificate I and II Level	M	4
Adelaide - North	2006	85+	Certificate III and IV Level	F	44
Adelaide - North	2006	85+	Certificate III and IV Level	M	259
Adelaide - North	2006	85+	Advanced Diploma and Diploma	F	51
Adelaide - North	2006	85+	Advanced Diploma and Diploma	M	35
Adelaide - North	2006	85+	Bachelor	F	39
Adelaide - North	2006	85+	Bachelor	M	28
Adelaide - North	2006	85+	Graduate Diploma and Graduate Certificate	F	0
Adelaide - North	2006	85+	Graduate Diploma and Graduate Certificate	M	3
Adelaide - North	2006	85+	Postgraduate	F	3
Adelaide - North	2006	85+	Postgraduate	M	7
Adelaide - North	2011	15-19		F	1280
Adelaide - North	2011	15-19		M	1430
Adelaide - North	2011	15-19	Certificate nfd	F	112
Adelaide - North	2011	15-19	Certificate nfd	M	56
Adelaide - North	2011	15-19	Certificate I and II Level	F	357
Adelaide - North	2011	15-19	Certificate I and II Level	M	249
Adelaide - North	2011	15-19	Certificate III and IV Level	F	537
Adelaide - North	2011	15-19	Certificate III and IV Level	M	531
Adelaide - North	2011	15-19	Advanced Diploma and Diploma	F	49
Adelaide - North	2011	15-19	Advanced Diploma and Diploma	M	17
Adelaide - North	2011	15-19	Bachelor	F	12
Adelaide - North	2011	15-19	Bachelor	M	6
Adelaide - North	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Adelaide - North	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Adelaide - North	2011	15-19	Postgraduate	F	0
Adelaide - North	2011	15-19	Postgraduate	M	3
Adelaide - North	2011	20-24		F	1003
Adelaide - North	2011	20-24		M	1260
Adelaide - North	2011	20-24	Certificate nfd	F	312
Adelaide - North	2011	20-24	Certificate nfd	M	201
Adelaide - North	2011	20-24	Certificate I and II Level	F	616
Adelaide - North	2011	20-24	Certificate I and II Level	M	405
Adelaide - North	2011	20-24	Certificate III and IV Level	F	2274
Adelaide - North	2011	20-24	Certificate III and IV Level	M	2843
Adelaide - North	2011	20-24	Advanced Diploma and Diploma	F	740
Adelaide - North	2011	20-24	Advanced Diploma and Diploma	M	503
Adelaide - North	2011	20-24	Bachelor	F	1407
Adelaide - North	2011	20-24	Bachelor	M	871
Adelaide - North	2011	20-24	Graduate Diploma and Graduate Certificate	F	35
Adelaide - North	2011	20-24	Graduate Diploma and Graduate Certificate	M	15
Adelaide - North	2011	20-24	Postgraduate	F	78
Adelaide - North	2011	20-24	Postgraduate	M	66
Adelaide - North	2011	25-34		F	1836
Adelaide - North	2011	25-34		M	2410
Adelaide - North	2011	25-34	Certificate nfd	F	700
Adelaide - North	2011	25-34	Certificate nfd	M	364
Adelaide - North	2011	25-34	Certificate I and II Level	F	948
Adelaide - North	2011	25-34	Certificate I and II Level	M	527
Adelaide - North	2011	25-34	Certificate III and IV Level	F	4699
Adelaide - North	2011	25-34	Certificate III and IV Level	M	6917
Adelaide - North	2011	25-34	Advanced Diploma and Diploma	F	2489
Adelaide - North	2011	25-34	Advanced Diploma and Diploma	M	1648
Adelaide - North	2011	25-34	Bachelor	F	5426
Adelaide - North	2011	25-34	Bachelor	M	3697
Adelaide - North	2011	25-34	Graduate Diploma and Graduate Certificate	F	446
Adelaide - North	2011	25-34	Graduate Diploma and Graduate Certificate	M	204
Adelaide - North	2011	25-34	Postgraduate	F	1026
Adelaide - North	2011	25-34	Postgraduate	M	1053
Adelaide - North	2011	35-44		F	2057
Adelaide - North	2011	35-44		M	2381
Adelaide - North	2011	35-44	Certificate nfd	F	836
Adelaide - North	2011	35-44	Certificate nfd	M	340
Adelaide - North	2011	35-44	Certificate I and II Level	F	617
Adelaide - North	2011	35-44	Certificate I and II Level	M	285
Adelaide - North	2011	35-44	Certificate III and IV Level	F	3758
Adelaide - North	2011	35-44	Certificate III and IV Level	M	7319
Adelaide - North	2011	35-44	Advanced Diploma and Diploma	F	2955
Adelaide - North	2011	35-44	Advanced Diploma and Diploma	M	2085
Adelaide - North	2011	35-44	Bachelor	F	3501
Adelaide - North	2011	35-44	Bachelor	M	2586
Adelaide - North	2011	35-44	Graduate Diploma and Graduate Certificate	F	492
Adelaide - North	2011	35-44	Graduate Diploma and Graduate Certificate	M	266
Adelaide - North	2011	35-44	Postgraduate	F	615
Adelaide - North	2011	35-44	Postgraduate	M	785
Adelaide - North	2011	45-54		F	2195
Adelaide - North	2011	45-54		M	2213
Adelaide - North	2011	45-54	Certificate nfd	F	693
